,tel,link,descricao
MERCADINHO REBOUCAS,NAO DISPONIBILIZADO,"['https://www.solutudo.com.br/ce/fortaleza/super-minimercados/mercadinho-reboucas-2778281', 'https://guiafacil.com/site/mercadinho-reboucas/fortaleza/ce/8532374734/', 'https://www.listamais.com.br/local/cad_idfD7B75D/mercadinho-reboucas-mercados-em-fortaleza-ce', 'https://www.guiaurbana.com.br/e/mercadinho-reboucas-barra-do-ceara-fortaleza-ce', 'https://www.listaamarela.com.br/empresa/ce/fortaleza/mercadinho-reboucas-9564244/mapa', 'https://paginaamarela.com.br/empresa/mercadinho-reboucas/fortaleza/ce/9573885', 'https://www.apontador.com.br/local/ce/fortaleza/alimentos_e_bebidas/C4036107300D3E0D3D/mercadinho_maia_reboucas.html']","['Mercadinho Reboucas ; Endereço. Rua Argentina, 196, Bela Vista Fortaleza/CE - CEP 60442-440 ; Telefone. (85) 8783-9124.', 'MERCADINHO REBOUCAS tem como foco o segmento de Supermercados em Fortaleza. Você pode localizá-lo em Rua Senador Robert Kennedy, 391 no bairro Barra do ...', 'Mercadinho Rebouças Fortaleza CE Mercados | Encontre na Lista Mais o Telefone, WhatsApp, Endereço, Avaliações e Como Chegar em Rua Senador Robert Kennedy,', 'Endereço, telefone e avaliações de Mercadinho Rebouças - Supermercados. ... Rua Senador Robert Kennedy, 391 - Barra do Ceará - Fortaleza, CE - CEP: 60332-\xa0...', 'MERCADINHO REBOUÇAS está na categoria da Supermercados em Fortaleza/CE. Rua Senador Robert Kennedy , 391. Barra do Ceará, Fortaleza, CE.', 'Áreas de atuação: Hipermercado, Ofertas de supermercados e Supermercado delivery. Procurando por Hipermercado em Fortaleza, CE? Entre em contato com Mercadinho\xa0...', 'Encontre qual o telefone, o endereço, as fotos e as avaliações do Mercadinho Maia Reboucas especializado em null localizado em Rua Frei Vidal, 1962,\xa0...']"
CANTINHO DAS MEIAS,NAO DISPONIBILIZADO,"['https://en-gb.facebook.com/people/Cantinho-Das-Meias/100067575994662/', 'https://www.solutudo.com.br/ce/fortaleza/super-minimercados/cantinho-das-meias-2603042', 'https://www.diariocidade.com/ce/fortaleza/guia/cantinho-das-meias-08605142000194/', 'https://www.instagram.com/cantinho_das_meias_/?hl=en', 'https://www.guiatelefone.com/fortaleza-ce/mercados-e-supermercados/228729/cantinho-das-meias', 'https://www.descubraonline.com/guia/ce/fortaleza/cantinho-das-meias-08605142000194/', '/search?q=CANTINHO+DAS+MEIAS,+FORTALEZA+-+CE&tbm=isch&source=univ&fir=947LW069pajWwM%252CeVumx5HvfcwyvM%252C_%253Bgc_-IMRJ7b1XGM%252CkljkjY7TJNjd3M%252C_%253B5JneLDqP9F_1ZM%252CkljkjY7TJNjd3M%252C_%253BVB-2hDVQA2LVqM%252CkITV5N_wdJnvCM%252C_%253BreL2G7okFZ31QM%252CeVumx5HvfcwyvM%252C_%253BV0VW3u0TIkPPyM%252CpvmFmpgAxEt-KM%252C_%253ByS8TTb3UdnQQwM%252C4j7VIkdwAE9xIM%252C_%253BQ_jfs1uCOdv_EM%252C4j7VIkdwAE9xIM%252C_%253Bb-MI-QsAG2N2eM%252CkljkjY7TJNjd3M%252C_%253BqM4SEBFPoQwLnM%252CkljkjY7TJNjd3M%252C_&usg=AI4_-kSlm1Km2ccrCX-aUF9a7TQskJMQXg&sa=X&ved=2ahUKEwiu7YaryZb9AhVSMVkFHU-sCBIQjJkEegQIHRAC', 'https://www.guiaurbana.com.br/e/cantinho-das-meias-fortaleza-ce', 'https://cadastroempresa.com.br/cnpj/08.605.142/0001-94-cantinho-das-meias-jose-francimar-silvestre-do-nascimento']","['A empresa Cantinho Das Meias trabalha desde 2007 na categoria Super - Minimercados na cidade de Fortaleza, CE na Rua Edson Martins, Nº 1466 - Bom Jardim.', 'A empresa Cantinho Das Meias, localizada no bairro Bom Jardim, em Fortaleza-CE foi fundada em 2007. A atividade principal da empresa é Comércio Varejista de\xa0...', 'Atacado e Varejo Aceitamos cartão Contato : (85) 98942-9222/(85) 98867-8356/ (85) 98698-5444 · 183 posts · 507 followers · 258 following.', 'Avaliações, telefone e endereço de CANTINHO DAS MEIAS em Bom Jardim, Fortaleza, CE. Ligue (85) 3226-36...', 'Cantinho Das Meias em Fortaleza, Ceará. Acesse agora e confira ✆ Telefones, Endereço, E-mail, Situação, CNAEs, Data de Abertura...', 'Endereço, telefone e avaliações de Cantinho das Meias - Supermercados. ... Rua Edson Martins, 1466 - Bom Jardim - Fortaleza, CE - CEP: 60543-456.', 'Cantinho das Meias - Jose Francimar Silvestre do Nascimento com CNPJ 08.605.142/0001-94 é uma empresa de Fortaleza/CE. Acesse para mais informações.']"
BOM BELO,+55 85 98857-7585,"['https://guiafacil.com/site/bom-belo/fortaleza/ce/8532266765/', '/search?q=BOM+BELO,+FORTALEZA+-+CE&tbm=isch&source=univ&fir=HQACuDRNmUqzvM%252CuVo5aroISBxzJM%252C_%253BaoJd6eYRHBHMaM%252CJyHXMzU1XzCbFM%252C_%253BXAOKudUf6abrAM%252CRiFnSRIMguOwhM%252C_%253BlPNopPAbyWrEJM%252CuVo5aroISBxzJM%252C_%253BPYAVISFUmNmQLM%252CJyHXMzU1XzCbFM%252C_%253BI09Z-T6uL7FqqM%252CZchEr9Lfl9JlaM%252C_%253BtTysEg8a1ZTCoM%252CuVo5aroISBxzJM%252C_%253BjyJupvW3pD-xDM%252CJyHXMzU1XzCbFM%252C_%253BW9FT8SMd06T5mM%252CJyHXMzU1XzCbFM%252C_%253BifUzuO1vRdwT_M%252COqbkSmwTF4ekeM%252C_&usg=AI4_-kSAQGOk3oPH4lpiQUBcrnGuFGNZ2g&sa=X&ved=2ahUKEwi5ytuwyZb9AhWVEVkFHeC0CgQQjJkEegQIBRAC', 'https://www.descubraonline.com/guia/ce/fortaleza/bom-belo-08721127000101/', 'https://www.facebook.com/institutobelomundo/', 'https://www.instagram.com/fortaleza_fz/', 'https://www.hoteis.com/go/brasil/br-melhores-praias-de-fortaleza-e-regiao', 'https://www.tripadvisor.com.br/Hotel_Review-g303293-d1803482-Reviews-VOA_Marbello_Ariau_Hotel-Fortaleza_State_of_Ceara.html', 'https://meridionalcard.com.br/fortaleza-ceara/', 'https://www.buser.com.br/onibus/belo-horizonte-mg/fortaleza-ce']","['BOM BELO tem como foco o segmento de Supermercados em Fortaleza. Você pode localizá-lo em Rua 729, 371 no bairro Conjunto Ceará em Fortaleza. Para mais ...', 'Confira abaixo os telefones, endereço e e-mail para contato de Bom Belo em Fortaleza, Ceará. ; Razão Social: LUIS DE G. BEZERRA CAVALCANTE ; Nome Fantasia: BOM\xa0...', 'Bem-vindos a página oficial do Instituto Belo Mundo - Cursos... ... Rua Manoel Monteiro, 1030, Fortaleza, CE, Brazil.', 'Fortaleza-CE. Bem vindo à Fortaleza e arredores. Welcome to Fortaleza and surroundings. ✶ Não esqueça de nos seguir ✶ Nos marque em suas fotos', 'O litoral de Fortaleza tem extensão de 34 quilômetros, com um total de quinze praias.Tem como limites a foz dos rios Ceará, ao norte, e Pacoti, ao sul.', 'Economize na viagem de ônibus de Belo Horizonte - MG para Fortaleza - CE. Reserve agora online, sem filas e sem taxas. Mais barato que a passagem na\xa0...']"
LEBLON COMERCIAL DE A & B,+55 85 3479-2453,"['https://ne-np.facebook.com/profile.php?id=1582346155398923', 'https://www.econodata.com.br/consulta-empresa/08881599000121-LEBLON-COMERCIAL-DE-ALIMENTOS-E-BEBIDAS-EIRELI', 'https://www.solutudo.com.br/empresas/ce/fortaleza/super-minimercados/leblon-comercial-de-a-b-2603982', 'https://lebloncomercial.negocio.site/', 'https://br.todosnegocios.com/leblon-comercial-de-a-b-85-3479-2453', 'https://www.descubraonline.com/guia/ce/fortaleza/leblon-comercial-de-a-b-08881599000121/', 'https://www.diariocidade.com/ce/fortaleza/guia/leblon-comercial-de-a-b-08881599000121/', 'https://www.valor.srv.br/empresa.php?cnpj=08881599000121', 'https://cnpj.biz/08881599000121']","['Leblon Comercial de a & B, Fortaleza, CE, Brazil. ३ लाइक · १३ जना यहाँ हुनुहुन्थ्यो. किनमेल तथा खुद्रा.', 'Consulte o CNPJ da LEBLON COMERCIAL DE A & B de Fortaleza, CE, seus sócios e contatos como telefones, emails e website, além de faturamento, quantidade de\xa0...', 'No mercado, a empresa está localizada na Avenida Independencia, Nº 1038 no bairro Jardim Guanabara em Fortaleza - CE, CEP 60346-256. A empresa Leblon Comercial\xa0...', 'Leblon comercial de a&b. Supermercado em Quintino Cunha. Abre às 07:00 ... Mercadinho Leblon. Quintino Cunha. Fortaleza - Ceará. 60345-530.', 'Leblon comercial de a&b se encuentra enMercadinho Leblon - Av. Independ\\u00eancia, 1038 - Quintino Cunha, Fortaleza - CE, 60345-530, Brazil, Fortaleza (Ceará).', 'Leblon Comercial De A & B em Fortaleza, Ceará. Acesse agora e confira ✆ Telefones, Endereço, E-mail, Situação, CNAEs, Data de Abertura...', 'Leblon Comercial De A & B em Fortaleza - CE, Ceará. Confira ✆ telefones, endereço, e-mail, atividade principal, razão social | Guia de empresas | Diário\xa0...', 'Leblon Comercial de Alimentos e Bebidas Eireli (Leblon Comercial de a & B) ... de a & B é uma empresa que está localizada no município de Fortaleza/CE,\xa0...', 'Jun 1, 2007 — Leblon Comercial de A & B Leblon Comercial de Alimentos e Bebidas LTDA Avenida Independencia 1038. Jardim Guanabara Fortaleza CE 60346-256.']"
MERCADINHO MATOS DE QUEIROZ,NAO DISPONIBILIZADO,"['https://guiafacil.com/site/mercadinho-matos-de-queiroz/fortaleza/ce/8532458699/', 'https://www.apontador.com.br/local/ce/fortaleza/mercearias/C40550775B594O594A/mercadinho_matos_de_queiroz.html', 'https://www.listaamarela.com.br/empresa/ce/fortaleza/mercadinho-matos-de-queiroz-11132046', 'https://applocal.com.br/empresa/mercadinho-matos-de-queiroz/fortaleza/ce/11143396', 'https://cnpj.biz/08964797000159', 'https://www.guiatelefone.com/fortaleza-ce/mercados-e-supermercados/279612/mercadinho-matos-de-queiroz', 'https://lojasshoppingfortaleza.com.br/ce/mercadinho-matos-de-queiroz-bom-jardim-fortaleza-supermercado-hipermercado-mercadinho-179386', 'https://empresasdobrasil.com/empresa/mercadinho-matos-de-queiroz-08964797000159']","['MERCADINHO MATOS DE QUEIROZ tem como foco o segmento de Supermercados em Fortaleza. Você pode localizá-lo em Rua Edson Martins, 548 no bairro Bom Jardim...', 'Encontre qual o telefone, o endereço, as fotos e as avaliações do Mercadinho Matos de Queiroz especializado em null localizado em Rua Edson Martins, 548,\xa0...', 'Na Lista Amarela você encontra o telefone, endereço e mais informações sobre Mercadinho Matos de Queiroz em Fortaleza, CE.', 'Mercadinho Matos de Queiroz atua no ramo de Hipermercado. Nosso número de telefone Ligue (85)... Endereço no bairro Bom Jardim na cidade Fortaleza, CE.', 'CNPJ: 08.964.797/ ; Razão Social: F S de Queiroz ; Nome Fantasia: Mercadinho Matos de Queiroz ; Data da Abertura: 02/08/2007 15 anos, 4 meses e 19 dias ; Porte:\xa0...', 'Avaliações, telefone e endereço de MERCADINHO MATOS DE QUEIROZ em Bom Jardim, Fortaleza, CE. Ligue (85) 3245-86...', 'Telefone Mercadinho Matos de Queiroz - Bom Jardim - Fortaleza - Supermercado - Hipermercado - Mercadinho. Endereço: Rua Edson Martins 548 CEP: 60540500.', 'Dados da empresa MERCADINHO MATOS DE QUEIROZ - F S DE QUEIROZ - ME - CNPJ 8964797000159. ... Cidade Fortaleza. CEP 60.540-500. Telefone: Não disponível\xa0...']"
MERCADINHO ATRATIVO,NAO DISPONIBILIZADO,"['https://m.facebook.com/pages/category/Shopping---Retail/Mercadinho-atrativo-111455977176899/', 'https://www.solutudo.com.br/empresas/ce/fortaleza/super-minimercados/mercadinho-atrativo-2750419', 'https://guiafacil.com/site/mercadinho-atrativo/fortaleza/ce/8534793491/', 'https://www.listaamarela.com.br/empresa/ce/fortaleza/mercadinho_atrativo_11131803', 'https://www.apontador.com.br/local/ce/fortaleza/mercearias/C40481473B313C3133/mercadinho_atrativo.html', 'https://www.descubraonline.com/guia/ce/fortaleza/mercadinho-atrativo-29497678000103/', 'https://www.diariocidade.com/ce/fortaleza/guia/mercadinho-atrativo-29497678000103/']","['Mercadinho atrativo, Fortaleza, Brazil. 5 likes. Shopping & retail.', 'No mercado, a empresa está localizada na Rua Tucunduba, Nº 2701 no bairro Granja Lisboa em Fortaleza - CE, CEP 60540-121. A empresa Mercadinho Atrativo está\xa0...', 'MERCADINHO ATRATIVO tem como foco o segmento de Supermercados em Fortaleza. Você pode localizá-lo em Rua Rosinha Sampaio, 1492 no bairro Jardim Guanabar...', 'MERCADINHO ATRATIVO está na categoria da Supermercados em Fortaleza/CE. Rua Rosinha Sampaio , 1492. Jardim Guanabara, Fortaleza, CE.', '... as fotos e as avaliações do Mercadinho Atrativo especializado em null localizado em Rua Rosinha Sampaio, 1492, 60346-251, Vila Velha, Fortaleza, CE.', 'Mercadinho Atrativo em Fortaleza, Ceará. Acesse agora e confira ✆ Telefones, Endereço, E-mail, Situação, CNAEs, Data de Abertura...', 'Mercadinho Atrativo em Fortaleza - CE, Ceará. Confira ✆ telefones, endereço, e-mail, atividade principal, razão social | Guia de empresas | Diário Cidade.']"
MERCADINHO JUJUBA,NAO DISPONIBILIZADO,"['https://www.solutudo.com.br/ce/fortaleza/super-minimercados/mercadinho-jujuba-2605186', 'https://cnpj.biz/09135087000189', 'https://lojasshoppingfortaleza.com.br/ce/mercadinho-jujuba-serrinha-fortaleza-supermercado-hipermercado-mercadinho-179068', '/search?q=MERCADINHO+JUJUBA,+FORTALEZA+-+CE&tbm=isch&source=univ&fir=FFUUmShsTkJn4M%252C7APnyiU6n2-wnM%252C_%253Bc7a04HlMf5vAgM%252C7APnyiU6n2-wnM%252C_%253BM4EYDL7kk-4HhM%252CR-AbEvPEEOC-1M%252C_%253BNnFT7XiLMBMsBM%252C7APnyiU6n2-wnM%252C_%253B673UJcuup5BSpM%252C7APnyiU6n2-wnM%252C_%253Bs-rhIqlFrwlVhM%252C7APnyiU6n2-wnM%252C_%253BzM3-ySkOix2RFM%252C7APnyiU6n2-wnM%252C_%253BfypOP3ZHh2zBPM%252C8H2KwPYvqXwk7M%252C_%253B2M8JsP-Ip6yIWM%252C7APnyiU6n2-wnM%252C_%253B1khnFjVo69xu6M%252CuTU88A4u20lRoM%252C_&usg=AI4_-kQ9mbpPkjjl5CjizC88Su5d0MrzTQ&sa=X&ved=2ahUKEwiL0qnIyZb9AhXGF1kFHfYtD34QjJkEegQIEhAC', 'https://www.instagram.com/mercadojujuba/?hl=en', 'https://nicelocal.br.com/fortaleza/shops/merasdinho_jujuba/', 'https://consultas.plus/lista-de-empresas/ceara/fortaleza/09135087000189-r-n-de-oliveira-mercadinho/', 'https://cadastroempresa.com.br/cnpj/09.135.087/0001-89-mercadinho-jujuba-r-n-de-oliveira-mercadinho']","['No mercado, a empresa está localizada na R Rua Estudante Jucá, Nº 93 no bairro Serrinha em Fortaleza - CE, CEP 60742-120. A empresa Mercadinho Jujuba está\xa0...', 'Contatos. Telefone(s): (85) 3484-8459 (Ligar) (85) 3238-1626 (Ligar). Localização. Logradouro: Rua Estudante Juca, 93. Bairro: Serrinha. CEP: 60742-120.', 'Telefone Mercadinho Jujuba - Serrinha - Fortaleza - Supermercado - Hipermercado - Mercadinho ; Endereço: Rua Estudante Juca 93 CEP: 60742120 ; Bairro: Serrinha.', 'mercadojujuba. Follow. Mercado Jujuba. Grocery Store. (32) 99175 9722 (32) 99991 3815. 94 posts. 404 followers. 438 following.', 'Merasdinho Jujuba,: localização da loja e detalhes de contato, comentários de ... Brasil, 60742-125, Fortaleza - CE, Rua Estudante Jucá, 91 - Serrinha.', 'A empresa R. N. De Oliveira Mercadinho, aberta em 02/10/2007, é uma MATRIZ do tipo Empresário (Individual) que está situada em Fortaleza – CE.', 'Mercadinho Jujuba - R.  N. de Oliveira Mercadinho com CNPJ 09.135.087/0001-89 é uma empresa de Fortaleza/CE. Acesse para mais informações.']"
MERCADINHO VERA,NAO DISPONIBILIZADO,"['https://www.solutudo.com.br/empresas/ce/fortaleza/super-minimercados/mercadinho-vera-2649934', 'https://www.apontador.com.br/local/ce/fortaleza/mercearias/C40647175E342D3425/mercadinho_vera.html', 'https://www.descubraonline.com/guia/ce/fortaleza/mercadinho-vera-16738639000109/', 'https://www.diariocidade.com/ce/fortaleza/guia/mercadinho-vera-16738639000109/', 'https://nicelocal.br.com/fortaleza/shops/mercadinho_vera/', 'https://cnpj.biz/28369990000159']","['No mercado, a empresa está localizada na Rua Beta, Nº 268 no bairro Vila Velha em Fortaleza - CE, CEP 60349-130. A empresa Mercadinho Vera está cadastrada\xa0...', 'Mercadinho Vera. Rua Leão XIII, 640, Serrinha,Fortaleza - CE, CEP: 60741-380 ... Localização. Rua Leão XIII, 640, Serrinha, 60741-380, Fortaleza - CE.', 'Mercadinho Vera em Fortaleza, Ceará. Acesse agora e confira ✆ Telefones, Endereço, E-mail, Situação, CNAEs, Data de Abertura...', 'Mercadinho Vera em Fortaleza - CE, Ceará. Confira ✆ telefones, endereço, e-mail, atividade principal, razão social | Guia de empresas | Diário Cidade.', 'Mercadinho vera,: localização da loja e detalhes de contato, comentários de clientes, ... Brasil, 60349-130, Fortaleza - CE, R. Beta, 268 - Vila Velha.', 'Todos os dados da empresa Mercadinho Vera Vera Lucia Pinheiro com CNPJ 28.369.990/0001-59 - 28369990000159 de Fortaleza/CE. Telefone, Endereço, Situação...']"
ARCA MANIA,+55 85 99108-2684,[],[]
MERCADINHO NOBRE,+55 88 99696-4125,"['https://www.solutudo.com.br/ce/quixada/super-minimercados/mercadinho-nobre-lar-8997830', 'https://cidadeurgente.com/ce/quixada/guia/mercadinho-nobre-lar-02508002000111/', 'https://www.diariocidade.com/ce/quixada/guia/mercadinho-nobre-07536059000148/', 'https://www.descubraonline.com/guia/ce/quixada/mercadinho-nobre-lar-02508002000111/', 'https://lojasshoppingfortaleza.com.br/ce/mercadinho-nobre-centro-quixada-supermercado-hipermercado-mercadinho-697618', 'https://cnpj.biz/07536059000148', 'https://www.econodata.com.br/consulta-empresa/34915747000191-WALLEFY-ALEX-RODRIGUES-NOBRE']","['No mercado, a empresa está localizada na Rua Dr Batista De Queiroz, Nº 373 A no bairro Alto Sao Francisco em Quixadá - CE, CEP 63900-002. A empresa Mercadinho\xa0...', 'Confira no mapa como chegar em Mercadinho Nobre Lar, no endereço: Rua Doutor Batista de Queiroz, 373 A, Alto Sao Francisco, Quixadá-CE. CEP: 63908-340 .', 'A empresa Mercadinho Nobre, localizada no bairro Centro, em Quixadá-CE foi fundada em 2005. A atividade principal da empresa é Comércio Varejista de\xa0...', 'Confira abaixo os telefones, endereço e e-mail para contato de Mercadinho Nobre Lar em Quixadá, Ceará. REGINAURIA NOBRE FREIRE com o CNPJ 02.508.002/0001\xa0...', 'Telefone Mercadinho Nobre - Centro - Quixada - Supermercado - Hipermercado - Mercadinho. Endereço: Avenida Placido Castelo 1877 CEP: 63900071.', 'Todos os dados da empresa Mercadinho Nobre Antonio Giliarde Nobre Silveira com CNPJ 07.536.059/0001-48 - 07536059000148 de Quixadá/CE. Telefone, E-mail...', 'Consulte o CNPJ da MERCADINHO NOBRE de Morada Nova, CE, seus sócios e contatos como telefones, emails e website, além de faturamento, quantidade de\xa0...']"
DINIZ SUPERMERCADOS,NAO DISPONIBILIZADO,"['https://www.dinizsupermercados.com.br/', 'https://www.instagram.com/diniz_supermercados/?hl=en', 'https://www.sitemercado.com.br/diniz-supermercados/fortaleza-diniz-supermercados-bom-jardim-bom-jardim-r-zacarias-florindo/', 'https://www.facebook.com/Dinizsupermercados/', 'https://play.google.com/store/apps/details?id=br.com.dinizsupermercados.appvendas&hl=en_US&gl=US', 'https://www.ifood.com.br/delivery/fortaleza-ce/diniz-supermercados---bom-jardim-bom-jardim/259f14f3-806d-43e8-9aad-719cfcede95f', 'https://cnpj.biz/03123142000720']","['91.7k Followers, 7277 Following, 1958 Posts - See Instagram photos and videos from Diniz Supermercados (@diniz_supermercados)', 'Com o Diniz Supermercados, você faz suas compras online no supermercado e recebe em sua casa pelo supermercado de sua preferência.', 'Matriz Rua Abel Sobreira, 193. Juazeiro do Norte, CE Fone: (88) 3572-8800. Crato - loja 1. Rua Monsenhor Esmeraldo, 985. Crato, CE Fone: (88) 3523-2220', 'May 12, 2022 — Diniz Supermercados is a supermarket chain founded in the Cariri region of Ceará, with stores in the cities of Juazeiro do Norte,\xa0...', 'Faça seu pedido online na Diniz Supermercados - Bom Jardim e receba em casa agora mesmo! Delivery de Mercados em Fortaleza é aqui no iFood.', 'Todos os dados da empresa Diniz Supermercados Limitada com CNPJ 03.123.142/0007-20 - 03123142000720 de Fortaleza/CE. Telefone, E-mail, Endereço, Sócios...']"
CENTRAL DAS CARNES,NAO DISPONIBILIZADO,"['https://m.yelp.com/biz/central-das-carnes-fortaleza', 'https://www.facebook.com/CentralCarnesAssados/', 'https://www.instagram.com/centralcarnesassados/?hl=en', 'https://guiafacil.com/site/central-das-carnes/fortaleza/ce/8532696566/', 'https://www.solutudo.com.br/ce/fortaleza/super-minimercados/central-das-carnes-2565134', 'https://www.listamais.com.br/local/cad_idfDQf99X/central-das-carnes-frigorificos-em-fortaleza-ce', 'https://www.tripadvisor.com/LocationPhotoDirectLink-g303293-d5357528-i439712958-Soho_Restaurante_Fortaleza-Fortaleza_State_of_Ceara.html']","['Av. Castelo de Castro 422. Fortaleza - CE 60866-680. Brazil. Directions. (85) 3269-6566. Call Now. More Info. Offerings for Central das Carnes.', 'Central Carnes e Assados · Page · Butcher Shop · Av. Doutor Theberge, 624 , Fortaleza, CE, Brazil · +55 85 3228-0872 · Closed now · Rating · 4.0 (5 Reviews) · See\xa0...', '5959 Followers, 2982 Following, 635 Posts - See Instagram photos and videos from Central Carnes e Assados (@centralcarnesassados)', 'CENTRAL DAS CARNES tem como foco o segmento de Açougues e Frigoríficos em Fortaleza. Você pode localizá-lo em Avenida Castelo de Castro, 422 no bairro J...', 'A empresa Central Das Carnes trabalha desde 1997 na categoria Super - Minimercados na cidade de Fortaleza, CE na Avenida Castelo De Castro,\xa0...', 'Central das Carnes Fortaleza CE Frigoríficos | Encontre na Lista Mais o Telefone, WhatsApp, Endereço, Avaliações e Como Chegar em Avenida Castelocastro,', 'Soho Restaurante Fortaleza, Fortaleza Picture: Cortes Especiais de Carnes Soho ... RioMar Shopping Fortaleza, Fortaleza, State of Ceara 60176-065 Brazil.']"
MERCEARIA MEUS NETOS,NAO DISPONIBILIZADO,"['https://www.descubraonline.com/guia/ce/fortaleza/mercearia-meus-netos-00059145000168/', 'https://www.guiatelefone.com/fortaleza-ce/mercados-e-supermercados/281462/mercearia-meus-netos', 'https://applocal.com.br/empresa/mercearia-meus-netos/fortaleza/ce/9568630', 'https://cnpj.biz/00059145000168', 'https://www.solutudo.com.br/empresas/ce/fortaleza/super-minimercados/mercearia-o-neto-2789188', '/search?q=MERCEARIA+MEUS+NETOS,+FORTALEZA+-+CE&tbm=isch&source=univ&fir=fjB2TTYhAwQ8WM%252CroZ79OHQ8Y_ELM%252C_%253BveDiYUNv77byWM%252CroZ79OHQ8Y_ELM%252C_%253BW4o28AswPAVbTM%252Ct9sXaSd6SjXM_M%252C_%253B359-Zan1ArgLtM%252Ct9sXaSd6SjXM_M%252C_%253BgvoQZ1OE3bMdqM%252Ct9sXaSd6SjXM_M%252C_%253Bb9tcbWEi8nKh5M%252Ct9sXaSd6SjXM_M%252C_%253B_z0wRdvAAo0XNM%252Cn7l0bNw0ZHtSmM%252C_%253B-GwD5V5pjd4pPM%252Ct9sXaSd6SjXM_M%252C_%253BXWZ6JMx_eVeTaM%252CGn3qp8ZaKGwf7M%252C_%253B-U_ZZR-oqP6WfM%252Ct9sXaSd6SjXM_M%252C_&usg=AI4_-kQ9R1ZJXUamZ7Q46cXM3siNoAq14A&sa=X&ved=2ahUKEwjLosrryZb9AhUzEVkFHQAYAPsQjJkEegQIExAC', 'https://www.youtube.com/watch?v=fP1FeVpGJJI']","['Confira abaixo os telefones, endereço e e-mail para contato de Mercearia Meus Netos em Fortaleza, Ceará. ; Razão Social: V SALES DOS SANTOS ; Nome Fantasia:\xa0...', 'Avaliações, telefone e endereço de MERCEARIA MEUS NETOS em Vila Velha, Fortaleza, CE. Ligue (85) 3226-94...', 'Avenida K, 535 no Bairro: Vila Velha Cep: 60348-530 Cidade: Fortaleza, CE. Faça sua compra no Mercearia Meus Netos o ponto certo da economia! Telefone.', 'Todos os dados da empresa Mercearia Meus Netos V Sales dos Santos com CNPJ 00.059.145/0001-68 - 00059145000168 de Fortaleza/CE. Telefone, Endereço...', 'A empresa Mercearia O Neto trabalha desde 1990 na categoria Super - Minimercados na cidade de Fortaleza, CE na Rua Des Armando Louzada, Nº 319 - Jardim\xa0...']"
MERCADINHO E FRIGORIFICO PISOM,NAO DISPONIBILIZADO,"['https://www.solutudo.com.br/ce/fortaleza/super-minimercados/mercadinho-e-frigorifico-pisom-2572785', 'https://www.apontador.com.br/local/ce/fortaleza/equipamentos_para_industria_alimenticia/C40506745F396S3961/mercadinho_e_frigorifico_pisom.html', 'http://brfirmas.org/Mercadinho+e+Frigorifico+Pisom-467175', 'https://www.facebook.com/mercadinhofrigorificohelio/', 'https://paginasamarelas.cybo.com/BR-cep/60346_fortaleza/mercearias-e-supermercados/?p=2', '/search?q=MERCADINHO+E+FRIGORIFICO+PISOM,+FORTALEZA+-+CE&tbm=isch&source=univ&fir=zHbjfFyhDIJ-KM%252Coch6wl9LzwdKRM%252C_%253BAddMm3wZxZX1wM%252CMZecwYbP43zJ5M%252C_%253BvC4NNI0o14TqtM%252CyRRjXX8Z6rI-4M%252C_%253BpCMbp8QAfUQHwM%252CaL3ZhsEH81mCZM%252C_%253BK78HOA408t_RbM%252CUFyS5Z8mHY9BEM%252C_%253BUJHzkkj8IhLI7M%252C-Vjxv2C_eWIQOM%252C_%253BKT0AuNA9DQL1uM%252CR44WkDPAZzQE6M%252C_%253BNCXLFwmHGAPvtM%252CMZecwYbP43zJ5M%252C_%253BWvK1nZqrewEPxM%252CGMPPbu9MQJx5fM%252C_%253BsQrniQsA4dK9UM%252CGMPPbu9MQJx5fM%252C_&usg=AI4_-kQwF_-zJJ1w2Z894F47EkBY15xSaw&sa=X&ved=2ahUKEwix8MLyyZb9AhVaMlkFHaERAFIQjJkEegQIIBAC', 'https://moovitapp.com/index/en/public_transit-EEFM_Deputado_Francisco_de_Almeida_Monte-Fortaleza-site_25864935-983']","['No mercado, a empresa está localizada na R Pierre Luz, Nº 505 no bairro Quintino Cunha em Fortaleza - CE, CEP 60341-830. A empresa Mercadinho E Frigorifico\xa0...', 'Mercadinho e Frigorifico Pisom. Rua Pierre Luz, , Jardim Guanabara,Fortaleza - CE, CEP: 60341-830. 0 avaliações.', 'Mercadinho e Frigorifico Pisom ; Frigorífico São Francisco (O Zé Preto). Rua Rio Araguaia 848, Fortaleza, CE 60340-000. Distância: 0.5939 quilômetros ; Mercadinho\xa0...', 'Mercadinho e Frigorifico O Helio, Fortaleza, Brazil. 144 likes. Grocery Store. ... R$ 26,79 PC SUPER OFERTAS MERCADINHO & FRIGORIFICO O HELIO.', 'Melhor Mercearias e supermercados em CEP 60346-000 Fortaleza, Ceará. Mercadinho Rica ... Mercadinho Seu Daniel, Merc Sao Miguel, Mercadinho E Frigorifico Pisom.', 'Nov 23, 2022 — 706 BARRA DO CEARÁ / ANTÔNIO BEZERRA, 706 Barra do Ceará / Antônio Bezerra ... The Most Popular Urban Mobility App in Fortaleza Region.']"
