,tel,link,descricao
FORTE DAS AGUAS E BOMBONIERE,NAO DISPONIBILIZADO,"['https://cnpj.biz/08348111000103', 'https://cadastroempresa.com.br/cnpj/08.348.111/0001-03-forte-das-aguas-e-bomboniere-ltda', '/search?q=FORTE+DAS+AGUAS+E+BOMBONIERE,+SANTOS+-+SP&tbm=isch&source=univ&fir=CSKaZq4P3Y_hxM%252C0oLuUOssTjuYxM%252C_%253B5BDN7SvdGVoaeM%252CaL2aeuWWAx4VTM%252C_%253BTq5qmT_62_LBPM%252CpG9LIkHnL8uAYM%252C_%253BGdjjGiY9nUdAuM%252CJV1NZfqsMxugjM%252C_%253BnbMVhTbJeWzGkM%252CdDyiUfNytP-Q4M%252C_%253BQ8p1dLqrJSGoNM%252CmBv1nwWp78OG7M%252C_%253Bflu_NtOXeZxqZM%252CBPdHA9qLaGzwEM%252C_%253BYh0jvfxpA9W_HM%252CGqNekhFYAA1UZM%252C_%253BnPjpCftyhA4LjM%252CaL2aeuWWAx4VTM%252C_%253BVjxYJsJ9-i43SM%252CJV1NZfqsMxugjM%252C_&usg=AI4_-kTPrAz3h6l1Zynd8oJ048wuDcQ2Tg&sa=X&ved=2ahUKEwjK_dTBq6T9AhWdGlkFHTpZCAwQjJkEegQIFBAC', 'https://www.instagram.com/bombonierisantos/?hl=en', 'https://www.facebook.com/donaflorcafeteriaedoceria/', 'https://moovitapp.com/index/en/public_transit-Independencia_sa-Santos_e_Baixada_Santista-site_201393240-3962', 'https://www.montclairlocal.news/spc/?wptouch_switch=mobile&redirect=//riterpsupopomy.ml/143wwwmontclairlocalnewsdvzj651']","['Todos os dados da empresa Forte das Aguas e Bomboniere LTDA com CNPJ 08.348.111/0001-03 - 08348111000103 de Santos/SP. Telefone, E-mail, Endereço...', 'Forte das Aguas e Bomboniere LTDA com CNPJ 08.348.111/0001-03 é uma empresa de Santos/SP aberta em 15/09/2006. Acesse para mais informações.', 'Bala due 300g diversos sabores por apenas 2.99 ! Venha aproveitar nossas ofertas , fazemos entrega em toda região de Águas Lindas, girassol (.', 'Dona Flor Cafeteria e Doceria, Santos, Sao Paulo, Brazil. 8844 likes · 74 talking about this · 3936 ... Bomboniere - Rua Oswaldo Cruz, 319, Lojas 03,05', 'The closest stations to Independencia sa are: Av. Afonso Pena X R. Moema is 133 meters away, 2 min walk. Av. Joaquim Montenegro X Av. Afonso Pena is 223 meters\xa0...', 'Curacion con simbolos y agua libro pdf origamis, Prova di cultura compimento medio piano forte meaning, Logo smk bisa terbaru agya, Polemiki naytiko\xa0...']"
ETD,+55 31 98352-9474,"['https://www.solutudo.com.br/empresas/mg/contagem/depositos-de-bebidas/etd-6300626', 'https://www.procuroacho.com/empresas/mg/contagem/45.986.004/0001-29/etd-engenharia-integrada', 'https://transparencia.cc/dados/cnpj/08283555000108-MG-etd-empresa-de-transportes-e-distribuicao-ltda/', 'https://www.diariocidade.com/mg/contagem/guia/etd-engenharia-integrada-45986004000129/', 'https://jocum.org.br/onde-estamos/jocum-contagem/', 'https://www.informecadastral.com.br/cnpj/etd-empresa-de-transportes-e-distribuicao-ltda-08283555000108', 'https://www.benditoguia.com.br/empresa/agilis-bim-engenharia-integrada-etd-jardim-industrial-contagem-mg', 'https://www.econodata.com.br/consulta-empresa/04017879000135-ETD-ENGENHARIA-DE-TRANSMISSAO-E-DISTRIBUICAO-LTDA', 'https://www.contagem.mg.gov.br/arquivos/legislacao/decreto_8.690.pdf']","['Etd ; Endereço. Rodovia Br-381, 3269, Inconfidentes - Loja 4a Contagem/MG - CEP 32223-570 ; Telefones. (31) 9222-9014 ; Email. adm@contabilidadeadna.com.', 'A empresa foi fundada há 8 meses em 11/04/2022 através do CNPJ 45.986.004/0001-29 e razão social Etd Engenharia Integrada. Localizada em Contagem / MG,\xa0...', 'Razão Social: Etd Empresa De Transportes E Distribuicao Ltda · Nome Fantasia: Etd · Data de Abertura: 12/09/2006 · CNPJ: 08.283.555/0001-08 - Tipo: MATRIZ · Capital\xa0...', 'A empresa Etd Engenharia Integrada, localizada no bairro Jardim Industrial, em Contagem-MG foi fundada em 2022. A atividade principal da empresa é Serviços\xa0...', 'CONTATOS · +55 (31) 3358-5344 · info@jocumcontagem.org · Rua Geraldo Meireles, 600 Bairro Granja Vista Alegre Contagem, MG 32046.110\xa0...', 'O CNPJ da empresa Etd Empresa de Transportes e Distribuicao Ltda é 08.283.555/0001-08. Com sede em CONTAGEM, MG, possui 16 anos, 2 meses e 16 dias e foi\xa0...', 'AGILIS BIM Engenharia Integrada / ETD Jardim Industrial Contagem MG - Engenheiro em Contagem localizada no endereço R. García Rodrigues, 884 A - Jardim\xa0...', '08.283.555/0001-08. ETD. (ETD EMPRESA DE TRANSPORTES E DISTRIBUICAO LTDA). 32.223-570. Rodovia Br-381, 3269 - Inconfidentes. CONTAGEM, MG. (31) #####-#### (+2).', 'O PREFEITO MUNICIPAL DE CONTAGEM, no uso de suas ... Palácio do Registro, em Contagem, aos 23 de novembro de 1993. ... (~ I8:r:etD ri- 8.fro/93).']"
CUCA FRESCA,NAO DISPONIBILIZADO,"['https://www.solutudo.com.br/empresas/ms/nova-andradina/depositos-de-bebidas/cuca-fresca-8880195', 'https://guiacidade.com.br/nova-andradina-ms/empresa/cuca-fresca-sorvetes-e-lanches-52881008', '/search?q=CUCA+FRESCA,+NOVA+ANDRADINA+-+MS&tbm=isch&source=univ&fir=0AAovACa-v8D2M%252C8MD87uuliRFvmM%252C_%253B822G23llHeMQMM%252C8MD87uuliRFvmM%252C_%253BIajOlMb173LHuM%252C9qA-j4bY8DW_wM%252C_%253BPB5O5kUBj_q5AM%252C9p8bM0DkXVzxFM%252C_%253BiaxxGK60rZT6lM%252CuB3-HxfQ5tK2AM%252C_%253BEVj9ejQEMTHoFM%252CTvR-bzOtXW5fWM%252C_%253BoTHmW1B4KaI_sM%252CEL3dIl-UELSDvM%252C_%253BoluUf09eEkRqPM%252Cllk6jbnAEj0GKM%252C_%253Bbv6v07ICArJwnM%252CJKRhZwdoy6aIDM%252C_%253BIRtRBE0ympCmvM%252CRgfYwBUt-9lxMM%252C_&usg=AI4_-kSValKlRYBxVNQaE_0IqrVPjGhnOQ&sa=X&ved=2ahUKEwjRguTOq6T9AhXVVDUKHcKxBSAQjJkEegQIChAC', 'https://www.listaamarela.com.br/empresa/ms/nova-andradina/cuca_fresca_sorvetes_e_lanches_9699198', 'https://www.facebook.com/CucaFrescaCachaca/', 'https://www.descubraonline.com/guia/ms/nova-andradina/cuca-fresca-02943009000161/', 'https://eguias.net/cuca-fresca-sorvetes-lanches-nova-andradina-ms', 'https://www.diariocidade.com/ms/nova-andradina/guia/cuca-fresca-02943009000161/', 'https://listatudo.com.br/mato-grosso-do-sul/mato-grosso-do-sul/nova-andradina/festas-e-eventos/locais/restaurantes/cuca-fresca-sorvetes-e-lanches/']","['A empresa Cuca Fresca trabalha há mais de 36 anos na categoria Depósitos de Bebidas na cidade de Nova Andradina, MS na Rua Anaurilandia, Nº 1043 - Centro.', 'Cuca Fresca Sorvetes e Lanches. Cuca Fresca Sorvetes e Lanches. Av Antônio Joaquim de Moura Andrade, 615 Centro - Nova Andradina/MS. Ver Telefone\xa0...', 'Na Lista Amarela você encontra o telefone, endereço e mais informações sobre Cuca Fresca Sorvetes e Lanches em Nova Andradina, MS.', ""Cuca Fresca Premium Cachaca. 3997 likes · 2 talking about this. Cuca Fresca is an organic artisanal cachaça made in Minas Gerais, Brazil. It's a..."", 'Cuca Fresca em Nova Andradina, Mato Grosso do Sul. Acesse agora e confira ✆ Telefones, Endereço, E-mail, Situação, CNAEs, Data de Abertura...', 'CUCA FRESCA SORVETES E LANCHES está situada na cidade de Nova Andradina, MS. Nosso telefone para contato: (67) 3441.... Atuamos no ramo de Sorveterias com\xa0...', 'Cuca Fresca em Nova Andradina - MS, Mato Grosso do Sul. Confira ✆ telefones, endereço, e-mail, atividade principal, razão social | Guia de empresas\xa0...', 'A Cuca Fresca Sorvetes e Lanches está localizada na Avenida Antônio Joaquim M Andrade, 615 Centro - Nova Andradina - MS. Somos uma empresa séria e confiável\xa0...']"
FOCAS BAR,NAO DISPONIBILIZADO,"['https://www.solutudo.com.br/empresas/go/goiania/depositos-de-bebidas/focas-bar-5148947', 'https://www.descubraonline.com/guia/go/goiania/focas-bar-00136606000159/', 'https://www.tcherg.com.br/cnpj/00136606000159-focas-bar', 'https://www.econodata.com.br/consulta-empresa/00136606000159-RAIMUNDO-ISAIAS-DOS-SANTOS', 'https://cidadeurgente.com/go/goiania/guia/focas-bar-00136606000159/', 'https://cnpj.biz/00136606000159', '/search?q=FOCAS+BAR,+GOIANIA+-+GO&tbm=isch&source=univ&fir=4HifHHP7zcbAWM%252CzRQPjX-jcwbPPM%252C_%253BJyZ1o7k9h8NteM%252CelAT0aR-AsHOPM%252C_%253BnCB3f91Rxo7xgM%252CelAT0aR-AsHOPM%252C_%253BnvCpGa6QXDrEQM%252CWI6f6gvNq4hmIM%252C_%253BjfBZXzCofT-YOM%252Ci4OGche1GW8CKM%252C_%253Bpi7DFeYLiSELEM%252C0BD6dSv22XHZ4M%252C_%253B3mPTq-HPBnnrfM%252C0BD6dSv22XHZ4M%252C_%253B69AVFBR-IeTKXM%252CAA-7UsrO45GTAM%252C_%253B0RWiSZcK6qEP9M%252CiGZOH7_8SuAyZM%252C_%253BhcfWba6vhlt6XM%252CSlQb17WrxWAgSM%252C_&usg=AI4_-kRnJaVqzRr-oLaqCvKp62bPneNz0w&sa=X&ved=2ahUKEwiJ14fVq6T9AhX8MVkFHZBZDe4QjJkEegQIORAC', 'https://vymaps.com/BR/Focas-Bar-T13326190/', 'https://empresasdobrasil.com/empresa/focas-bar-00136606000159']","['A empresa Focas Bar trabalha há mais de 40 anos na categoria Depósitos de Bebidas na cidade de Goiânia, GO na Rua R 1, Nº 262 - Vila Uniao.', 'Confira abaixo os telefones, endereço e e-mail para contato de Focas Bar em Goiânia, Goiás. RAIMUNDO ISAIAS DOS SANTOS com o CNPJ 00.136.606/0001\xa0...', 'Focas Bar, CNPJ 00.136.606/0001-59, localizada em Goiania/GO - CEP 74313750, Ativa e fundada em 10/11/1982.', 'Consulte o CNPJ da FOCAS BAR de Goiânia, GO, seus sócios e contatos como telefones, emails e website, além de faturamento, quantidade de funcionários,\xa0...', 'Nome Fantasia: Focas Bar ; Razão Social: RAIMUNDO ISAIAS DOS SANTOS ; CNPJ: 00.136.606/0001-59 ; Início das atividades: 10/11/1982 ; Atividade principal: 47.23-7-00\xa0...', 'Todos os dados da empresa Focas Bar Raimundo Isaias dos Santos com CNPJ 00.136.606/0001-59 - 00136606000159 de Goiânia/GO. Endereço, Situação, CNAE(s)...', 'Description: Address Details: Street Number: 262. Street Name: Rua R1 Municipality Subdivision: Loteamento Solar Santa Rita Municipality: Goiânia', 'Dados da empresa FOCAS BAR - RAIMUNDO ISAIAS DOS SANTOS - ME - CNPJ 136606000159. ... Cidade Goiânia. CEP 74.313-750. Telefone: Não disponível\xa0...']"
NENZAO COMERCIAL DE BEBIDAS,+55 62 98161-4167,"['https://www.solutudo.com.br/empresas/go/goiania/depositos-de-bebidas/nenzao-comercial-de-bebidas-5149316', 'https://www.econodata.com.br/consulta-empresa/00244504000157-EZEQUIAS-DA-SILVA-FRAGA', 'https://guiacidade.com.br/goiania-go/empresa/nenzao-comercial-de-bebidas-1751349001.html', 'https://www.descubraonline.com/guia/go/goiania/nenzao-comercial-de-bebidas-00244504000157/', 'https://nicelocal.br.com/goiania/business/nenzao_comercial_de_bebidas/', 'https://www.diariocidade.com/go/goiania/guia/nenzao-comercial-de-bebidas-00244504000157/', 'https://zaubee.com/biz/nenz%C3%A3o-comercial-de-bebidas-b0m17y4p', 'https://cidadeurgente.com/go/goiania/guia/nenzao-comercial-de-bebidas-00244504000157/', 'https://applocal.com.br/empresa/nenzao-comercial-de-bebidas/goiania/go/8808107']","['A empresa Nenzao Comercial De Bebidas trabalha desde 1994 na categoria Depósitos de Bebidas na cidade de Goiânia, GO na Rua 208, Nº 858 - Leste Vila Nova.', 'Consulte o CNPJ da NENZAO COMERCIAL DE BEBIDAS de Goiânia, GO, seus sócios e contatos como telefones, emails e website, além de faturamento, quantidade de\xa0...', 'Contato, endereço, telefone e whatsapp de Nenzão Comercial de Bebidas especialiado em DISTRIBUIDORES DE BEBIDAS em Goiânia-GO.', 'Endereço e dados de contato de NENZAO COMERCIAL DE BEBIDAS. Endereço: Rua 208, 858. Leste Vila Nova - Goiânia - GO CEP 74530-060. Dados de contato:\xa0...', 'Nenzão Comercial De Bebidas. Número de telefone. (62) 98161-4167. Endereço. Brasil, 74635-055, Goiânia - GO, R. 208, 858 - St. Leste Vila Nova.', 'A empresa Nenzao Comercial De Bebidas, localizada no bairro Leste Vila Nova, em Goiânia-GO foi fundada em 1994. A atividade principal da empresa é Comércio\xa0...', 'Nenzão Comercial De Bebidas is a Beer distributor located in R. 208, 858, Goiânia, State of Goiás, BR . The business is listed under beer distributor\xa0...', 'Nenzao Comercial De Bebidas em Goiânia - GO, Goiás. Confira ✆ telefones, endereço, e-mail, atividade principal, razão social | Guia de empresas | Guia da\xa0...', 'WhatsApp ☎ (62) 98161-41... Lojas de Conveniência em Goiânia, GO? Na Nenzão Comercial de Bebidas você compra produtos de necessidade imediata.']"
SERRANA AGUA MINERAL,+55 62 3207-4595,"['https://m.facebook.com/people/Serrana-%C3%81gua-Mineral/100066353216788/', 'https://guiafacil.com/site/serrana-agua-mineral/goiania/go/6232074595/', 'https://www.solutudo.com.br/empresas/go/goiania/depositos-de-bebidas/serrana-agua-mineral-5149866', 'https://guiacidade.com.br/goiania-go/empresa/serrana-agua-mineral-1715439004.html', 'https://www.apontador.com.br/local/go/goiania/lojas_diversas/RM2AEK6B/agua_mineral_serrana.html', 'https://cnpj.biz/00339303000133', 'https://www.diskfacil.com.br/go/goiania/3946889/distribuidora-agua-mineral-serrana-ltda', 'https://br.todosnegocios.com/pt/%C3%A1gua-mineral-serrana_2V-62-3207-4595', 'https://br.imigra.net/e/agua-mineral-serrana-setor-jao']","['SERRANA AGUA MINERAL tem como foco o segmento de Fornecedores de Água em Goiânia. Você pode localizá-lo em Avenida Sucuri, 1732 no bairro Setor Jaó em G...', 'No mercado, a empresa está localizada na Avenida Sucuri, Nº 1732 - Qd151a Lt15 no bairro Setor Jao em Goiânia - GO, CEP 74673-100. A empresa Serrana Agua\xa0...', 'Contato, endereço, telefone e whatsapp de Serrana Água Mineral especialiado em ÁGUA MINERAL - DISTRIBUIDORES E REVENDEDORES em Goiânia-GO.', 'Encontre qual o telefone, o endereço, as fotos e as avaliações do Água Mineral Serrana ... em Avenida Sucuri, 1732 Setor Jaó, Santa Genoveva, Goiânia, GO.', 'Todos os dados da empresa Serrana Agua Mineral Distribuidora de Agua Mineral Serrana LTDA com CNPJ 00.339.303/0001-33 - 00339303000133 de Goiânia/GO.', 'Encontre informações, telefones e endereço de Distribuidora Agua Mineral Serrana Ltda em Goiânia / GO.', 'Você pode contatar a Água Mineral Serrana por telefone usando o número (62) 3207-4595. A categoria principal da Água Mineral Serrana é Utilidades.', 'Água Mineral do Vale Ltda Setor Coimbra Av Castelo Branco, 887 qd 1 lt 99. Goiania, GO. Água Mineral Goyá Setor Central Av Paranaíba, 123 esq. c/ 24a']"
TREM BAO CHOPP,NAO DISPONIBILIZADO,"['https://restaurantguru.com/Trem-Bao-Chopp-Goiania', 'https://www.solutudo.com.br/empresas/go/goiania/depositos-de-bebidas/trem-bao-chopp-5170538', 'https://www.apontador.com.br/local/go/goiania/bares_e_choperias/C405633538594T5949/trem_bao_chopp.html', 'https://guiacidade.com.br/goiania-go/empresa/trem-bao-chopp-1718711007', 'https://cnpj.biz/05843937000142', 'https://www.descubraonline.com/guia/go/goiania/trem-bao-chopp-05843937000142/', 'https://local.infobel.br.com/BR100685593-6230925990/trem_bao_chopp-goiania.html', 'https://www.guiatelefone.com/goiania-go/distribuidores-de-alimentos-e-bebidas/583585/trem-bao-chopp']","['Sep 28, 2022 — Trem Bão Chopp, #4897 among Goiânia pubs & bars: 1 review by visitors. Find on the map and call to book a table.', 'A empresa Trem Bao Chopp trabalha desde 2003 na categoria Depósitos de Bebidas na cidade de Goiânia, GO na Avenida Perimetral Norte, Nº 5516 - Qd40 Lt04\xa0...', 'Trem Bao Chopp. Avenida Perimetral Norte, QD40 LT04, Setor Goiânia 2,Goiânia - GO, CEP: 74580-750. 0 avaliações.', 'Trem Bão Chopp. Trem Bão Chopp. Av Perimetral Norte, 5516. Q 40 Lt 4 Setor Progresso - Goiânia/GO. (62) 309... Ver Telefone\xa0...', 'Contatos. Telefone(s): (62) 3092-5990 (Ligar) (62) 3092-5992 (Ligar). Localização. Logradouro: Avenida Perimetral Norte, 5516. Complemento: Qd40 Lt04.', 'Trem Bao Chopp em Goiânia, Goiás. Acesse agora e confira ✆ Telefones, Endereço, E-mail, Situação, CNAEs, Data de Abertura...', 'Trem Bao Chopp - ALIMENTAÇÃO GERAL (RETALHO), Goiânia, 74580, Avenida Perimetral Norte 5516, TEL: 6230925..., Brasil, ... Goiás - BrazilExibir telefone.', 'Avaliações, telefone e endereço de TREM BÃO CHOPP em Setor Progresso, Goiânia, GO. Ligue (62) 3092-59...']"
AGUA IZA,NAO DISPONIBILIZADO,"['https://guiafacil.com/site/agua-iza/goiania/go/6230927470/', 'https://www.solutudo.com.br/empresas/go/goiania/depositos-de-bebidas/agua-iza-5172812', 'https://www.econodata.com.br/consulta-empresa/07352176000151-DURAO-E-MAIA-COMERCIO-DE-AGUA-LTDA', 'https://www.guiatelefone.com/goiania-go/distribuidores-de-alimentos-e-bebidas/457991/agua-iza', 'https://www.apontador.com.br/local/go/goiania/lojas_diversas/M7A99FJC/agua_iza__setor_campinas.html', 'https://listatudo.com.br/goias/grande-goiania-e-anapolis/goiania/alimentos-bebidas-e-fumo/bebidas/agua-mineral/agua-iza/', 'https://applocal.com.br/empresa/agua-iza/goiania/go/8697586', 'https://www.telelistas.net/locais/go/goiania/agua+mineral/bu-613573/agua+iza+industria+e+comercio+ltda', 'https://www.descubraonline.com/guia/go/goiania/agua-iza-22295481000142/']","['AGUA IZA tem como foco o segmento de Fornecedores de Água em Goiânia. Você pode localizá-lo em Rua Santa Luzia, 252 no bairro Setor Campinas em Goiânia....', 'A empresa Agua Iza trabalha desde 2005 na categoria Depósitos de Bebidas na cidade de Goiânia, GO na Avenida Ademar Ferrugem, Nº 566 - Quadra116 Lote 4e\xa0...', 'Consulte o CNPJ da AGUA IZA de Goiânia, GO, seus sócios e contatos como telefones, emails e website, além de faturamento, quantidade de funcionários,\xa0...', 'Avaliações, telefone e endereço de ÁGUA IZA em Setor Campinas, Goiânia, GO. Ligue (62) 3092-74...', 'Água Iza - Setor Campinas. Rua Pouso Alto, 511, Campinas,Goiânia - GO, CEP: 74525-020. 0 avaliações.', 'A Água Iza está localizada na Rua Pouso Alto, 528 Setor Campinas - Goiânia - GO. Somos uma empresa séria e confiável, que oferece produtos de qualidade e\xa0...', 'Água Iza é a fornecedora de água mineral com serviço de entrega em Goiânia, GO. Não perca tempo, peça agora seu galão ou bombona de água conosco.', 'Ache endereço e telefone de Água Iza Indústria E Comércio Ltda. atuante em Água Mineral, perto de Goiânia - GO.', 'Confira abaixo os telefones, endereço e e-mail para contato de Agua Iza em Goiânia, Goiás. GOMES E RIBEIRO AGUA MINERAL LTDA com o CNPJ 22.295.481/0001-42,\xa0...']"
VEREDAS COMERCIO DE AGUA E SERVICOS,NAO DISPONIBILIZADO,"['https://www.descubraonline.com/guia/go/goiania/veredas-comercio-de-agua-e-servicos-07925645000184/', 'https://www.numerodozap.com/empresa/veredas-comercio-de-agua-mineral-e-servicos-ltda/07925645000184', 'http://cnpj.info/Veredas-Comercio-de-Agua-Mineral-e-Servicos-Veredas-Comercio-de-Agua-e-Servicos', 'https://cnpj.biz/07925645000184', 'https://consultas.plus/lista-de-empresas/goias/goiania/07925645000184-veredas-comercio-de-agua-mineral-e-servicos-ltda/', 'https://cnpj.linkana.com/cnpj/VEREDAS-COMERCIO-DE-AGUA-MINERAL-E-SERVICOS-LTDA/07925645000184', 'https://listatudo.com.br/goias/grande-goiania-e-anapolis/goiania/casa-e-jardim/casa/iluminacao/abajures/veredas-comercio-de-agua-mineral/', 'https://brasilcnpj.org/go/goiania/veredas-comercio-de-agua-mineral-e-servicos-ltda-07925645000184', 'https://casadosdados.com.br/solucao/cnpj/veredas-comercio-de-agua-mineral-e-servicos-ltda-07925645000184']","['Confira abaixo os telefones, endereço e e-mail para contato de Veredas Comercio De Agua E Servicos em Goiânia, Goiás. VEREDAS COMERCIO DE AGUA MINERAL E\xa0...', 'Número do whatsapp da empresa ""Veredas Comercio de Agua Mineral e Servicos Ltda (Veredas Comercio de Agua e Servicos)"" localizada em Rua C-210, Goiania, GO.', 'Consulta CNPJ da empresa Veredas Comercio de Agua Mineral e Servicos LTDA | Veredas ... Fantasia nome, VEREDAS COMERCIO DE AGUA E SERVICOS ... GOIANIA - GO', 'Veredas Comercio de Agua e Servicos Veredas Comercio de Agua Mineral e Servicos LTDA Rua C-210 164 Quadra511 Lote 05. Jardim America Goiânia GO 74270-230.', 'Situação: ATIVA · Número do CNPJ: 07.925.645/0001-84 · Razão Social: Veredas Comercio De Agua Mineral E Servicos Ltda · Nome Fantasia: Veredas Comercio De Agua E\xa0...', 'Este CNPJ é de uma Matriz do tipo Sociedade Empresária Limitada, de porte Micro Empresa que está localizada em GOIANIA - GO. A sua principal atividade econômica\xa0...', 'A Veredas Comércio de Água Mineral está localizada na Rua C-0210, s/n qd 511 lt 5 Setor Pedro Ludovico - Goiânia - GO. Somos uma empresa séria e confiável,\xa0...', 'Atualmente a sede se encontra na cidade de GOIANIA no estado de GO, tendo como principal atividade economica ""Comércio varejista de bebidas"". A empresa possui\xa0...', 'VEREDAS COMERCIO DE AGUA MINERAL E SERVICOS LTDA - CNPJ 07925645000184 ... 74270-230. Bairro. JARDIM AMERICA. Município. GOIANIA. UF. GO. Telefone.']"
COMERCIAL DE BEBIDAS SILVA,NAO DISPONIBILIZADO,"['https://www.econodata.com.br/consulta-empresa/05729482000139-COMERCIAL-DE-BEBIDAS-SILVA-EIRELI', 'https://guiacidade.com.br/aparecida-de-goiania-go/empresa/comercial-de-bebidas-silva-1691201003.html', 'https://www.apontador.com.br/local/go/goiania/bebidas/C40675771B3F0C3F0F/comercial_de_bebidas_silva.html', 'https://www.descubraonline.com/guia/go/goiania/comercial-de-bebidas-silva-02028929000154/', 'https://www.jusbrasil.com.br/processos/nome/163558132/comercial-de-bebidas-silva-eireli-me', 'https://cnpj.biz/26105074000186', 'https://www.diariocidade.com/go/goiania/guia/comercial-de-bebidas-silva-02028929000154/', 'https://transparencia.cc/dados/cnpj/05729482000139-GO-comercial-de-bebidas-silva-eireli/']","['Consulte o CNPJ da COMERCIAL DE BEBIDAS SILVA de Aparecida de Goiânia, GO, seus sócios e contatos como telefones, emails e website, além de faturamento,\xa0...', 'Contato, endereço, telefone e whatsapp de Comercial de Bebidas Silva especialiado em DISTRIBUIDORES DE BEBIDAS em Aparecida de Goiânia-GO.', 'Encontre qual o telefone, o endereço, as fotos e as avaliações do Comercial de Bebidas Silva especializado em null localizado em Rua Couto Magalhaes, 95,\xa0...', 'Comercial De Bebidas Silva em Goiânia, Goiás. Acesse agora e confira ✆ Telefones, ... Endereço e dados de contato de COMERCIAL DE BEBIDAS SILVA. Endereço:', 'O Jusbrasil encontrou 1 processo de Comercial de Bebidas Silva Eireli - me nos Diários Oficiais. Todos os processos são do JFGO.', 'Todos os dados da empresa Comercial Silva Silva Bebidas LTDA com CNPJ 26.105.074/0001-86 - 26105074000186 de Goiânia/GO. Telefone, E-mail, Endereço...', 'Comercial De Bebidas Silva em Goiânia - GO, Goiás. Confira ✆ telefones, endereço, e-mail, atividade principal, razão social | Guia de empresas | Diário\xa0...', 'A empresa Comercial De Bebidas Silva Eireli, CNPJ 05.729.482/0001-39, de 26/06/2003, está com a situação BAIXADA na RFB. Veja todos os Detalhes.']"
DRINK'S & DRINK'S,NAO DISPONIBILIZADO,"['https://wanderlog.com/list/geoCategory/7743/the-best-bars-and-drinks-in-goiania', 'https://m.yelp.com/search?cflt=cocktailbars&find_loc=Goi%C3%A2nia+-+GO', 'https://www.instagram.com/worlddrinksgyn/?hl=en', 'https://www.curtamais.com.br/goiania/dia-do-coquetel-10-lugares-para-tomar-bons-drinks-em-goiania', 'https://www.tripadvisor.com/Restaurant_Review-g303324-d19873911-Reviews-Mali_Gastronomia_Drinks-Goiania_State_of_Goias.html', 'https://m.facebook.com/Drinks-Foods-108875631825421/', 'https://foursquare.com/v/mali-gastronomia--drinks/5e1b4df4ab13b80007786825']","[""We've collected the most-often-mentioned 50 places from other articles, including favorites like Celsin, Rocket 07 Pub e Restaurante, and Belga Pub."", 'These are some cocktail bars with a large number of reviews in Goiânia - GO, Brazil: Kabanas (2 reviews). Athena Bar (1 reviews). Skina Da Codorna (1 reviews).', ""537 Followers, 8 Following, 61 Posts - See Instagram photos and videos from World Drink's Goiânia (@worlddrinksgyn)"", 'Drinks & Foods, Goiânia, Brazil. Drinks & Foods Bar e Petiscaria. ... Page · Food & Drink. Drinks & Foods updated their profile picture. May 13, 2022\U000f078b\U000f07e0.', 'Mali Gastronomia & Drinks. Bar and Brazilian Restaurant$$$$. Goiânia.']"
ZERO GRAU BEBIDAS,+55 62 3293-1946,"['https://www.instagram.com/bebidas_zerograu/?hl=en', 'https://www.facebook.com/bebidaszerograugin/', 'https://guiafacil.com/site/zero-grau-bebidas/goiania/go/6232931946/', 'https://www.solutudo.com.br/go/goiania/depositos-de-bebidas/zero-grau-bebidas-5204254', 'https://guiacidade.com.br/goiania-go/empresa/zero-grau-bebidas-1707048000', 'https://www.listaamarela.com.br/empresa/go/goiania/zero_grau_bebidas_9024724', 'https://www.econodata.com.br/consulta-empresa/07142004000153-ZERO-GRAU-BEBIDAS-EIRELI', 'https://www.apontador.com.br/local/go/aparecida_de_goiania/alimentos_e_bebidas/C4162333260A3T0A3F/zero_grau_distribuidora_de_bebidas.html']","['Melhor preço da Região Bebidas,Gelo,Tabacaria Setor Coimbra Goiânia-Go Setor Oeste Seg/Seg:09:00/23:00hs #bebidas Estacionamento Pedidos.', 'Zero Grau Distribuidora, Goiânia, Brazil. 30 likes. Zero Grau Distribuidora de Bebidas O melhor preço da Região ! ... Goiânia, GO, Brazil.', 'ZERO GRAU BEBIDAS tem como foco o segmento de Bebidas - Depósitos e Distribuidores em Goiânia. Você pode localizá-lo em Avenida Castelo Branco, 1487 no ...', 'Zero Grau Bebidas ; Endereço. Avenida Anapolis, 2.765, Jardim Maria Helena - Quadra13 Lote 20 Goiânia/GO - CEP 74769-790 ; Telefone. (62) 3567-8202 • (62) 3208-\xa0...', 'Zero Grau Bebidas. Zero Grau Bebidas. Av Castelo Branco, 1487. Qd-38 Lt-46e Setor Coimbra - Goiânia/GO. (62) 329... Ver Telefone\xa0...', 'Na Lista Amarela você encontra o telefone, endereço e mais informações sobre Zero Grau Bebidas em Goiânia, GO.', 'Consulte o CNPJ da ZERO GRAU BEBIDAS de Goiânia, GO, seus sócios e contatos como telefones, emails e website, além de faturamento, quantidade de\xa0...', 'Zero Grau Distribuidora de Bebidas. AV VER GERALDO PADEIRO, Q 136, Sitios Santa Luzia,APARECIDA DE GOIANIA - GO, CEP: 74922-685. 0 avaliações. Aberto agora.']"
