,tel,link,descricao
BOM PRECO,NAO DISPONIBILIZADO,"['https://www.solutudo.com.br/empresas/sp/s-vicente/super-minimercados/mercado-bom-preco-2154765', 'https://www.ifood.com.br/delivery/sao-vicente-sp/porcoes-deliciosas--bom-preco-parque-bitaru/50856664-ef3a-40a4-9fec-d895de73a12c', '/search?q=BOM+PRECO,+SAO+VICENTE+-+SP&npsic=0&rflfq=1&rldoc=1&rllag=-23956752,-46397295,1870&tbm=lcl&sa=X&ved=2ahUKEwiFraeMyJf9AhV4FFkFHVyvCQUQtgN6BAgaEAE', 'https://www.apontador.com.br/local/sp/sao_vicente/alimentos_e_bebidas/C405831F23643C6431/mini_mercado_bom_preco.html', 'https://guiafacil.com/site/bar-e-adega-bom-preco/sao-vicente/sp/13997876063/', 'https://www.descubraonline.com/guia/sp/sao-vicente/mercado-bom-preco-33295208000134/', 'https://www.svicente.com.br/', '/search?q=BOM+PRECO,+SAO+VICENTE+-+SP&tbm=isch&source=univ&fir=l6hx377lL-B2cM%252ChOj5tgYteqoA2M%252C_%253BRweToETTBcCUtM%252ChOj5tgYteqoA2M%252C_%253BB0nfoyElYn-asM%252ChOj5tgYteqoA2M%252C_%253BBu8em6I0pFYfFM%252Co8Vy3qzTLCZQ7M%252C_%253Bk9d8kpGoGeJmDM%252ClWkxKhy7hKs9UM%252C_%253B5s5YRTfaui4yfM%252ClWkxKhy7hKs9UM%252C_%253BaxzkqU9UAxPC8M%252ChOj5tgYteqoA2M%252C_%253B5TvNdVOp7S-XyM%252CxFCwVqv2lA1K_M%252C_%253BN0dlD1g_axlgbM%252ClWkxKhy7hKs9UM%252C_%253BlaEQi6qSJaILGM%252C6uKM2jy_1yaMoM%252C_&usg=AI4_-kSddoJQJtvAQb4A3yg_u_jsscIngg&sa=X&ved=2ahUKEwiFraeMyJf9AhV4FFkFHVyvCQUQjJkEegQIJRAC', 'https://www.tripadvisor.com.br/Restaurants-g2180277-zfp16-Sao_Vicente_State_of_Sao_Paulo.html']","['Mercado Bom Preco ; Endereço. Rua Jose Rodrigues Martins, 200, Vila Nova Sao Vicente São Vicente/SP - CEP 11346-310 ; Telefone. (13) 3471-2180.', 'Porções Deliciosas/ Bom Preço. Ver mais ... CNPJ 14.380.200/0001-21 / Avenida dos Autonomistas, nº 1496, Vila Yara, Osasco/SP - CEP 06.020-902.', 'Dom: 10:00 às 18:00. Seg à Sáb: 09:00 às 20:00. telefone não informado.', 'BAR E ADEGA BOM PRECO tem como foco o segmento de Bebidas - Depósitos e Distribuidores em São Vicente. Você pode localizá-lo em Rua General Mário Hermes...', 'Confira abaixo os telefones, endereço e e-mail para contato de Mercado Bom Preco em São Vicente, São Paulo. ; Razão Social: MARIA LUCIA ROBERTO DOS SANTOS ; Nome\xa0...', 'Commerce Cloud Storefront Reference Architecture.', 'Os melhores restaurantes para comer barato: São Vicente, Brasil: Encontre ... Busque por preço, localização e muito mais! ... “Bom sorvete de massa”.']"
MERCEARIA COMA BEM,NAO DISPONIBILIZADO,"['https://www.apontador.com.br/local/mg/carmo_da_mata/mercearias/C401926507594E5944/mercearia_coma_bem.html', 'https://cnpj.biz/06230930000118', 'https://applocal.com.br/empresa/mercearia-coma-bem/carmo-da-mata/mg/12638319', 'https://www.orbis.to/MG/Carmo-da-Mata/Boa-Vista/empresa/Mercearia-Coma-Bem', 'https://consultas.plus/lista-de-empresas/minas-gerais/carmo-da-mata/06230930000118-cleia-aparecida-de-queiroz-resende/', 'https://www.solutudo.com.br/empresas/mg/carmo-mata/super+minimercados', 'https://wooki.com.br/g/supermercado_carmo-da-mata_mg']","['Encontre qual o telefone, o endereço, as fotos e as avaliações do Mercearia Coma Bem especializado em null localizado em Rua José Lobato, 35547-000, Centro,\xa0...', 'Mercearia Coma Bem Cleia Aparecida de Queiroz Resende 06.230.930/0001-18 ; CNPJ: 06.230.930/ ; Inscrição Estadual MG: 002172303.00-82 ; Inscrição Estadual MG:\xa0...', 'Mercearia Coma Bem em Carmo da Mata, MG ; Logradouro: Rua Leonidia Alves Melo ; Número: 274 ; Bairro: Boa Vista ; Cidade: Carmo da Mata ; Estado: Minas Gerais.', 'Mercearia Coma Bem na cidade de Carmo da Mata - Minas Gerais, Brasil · ENDEREÇO · Endereço no bairro Rio Pequeno: · TELEFONE · TELEFONE · CONTATO · CONTATO · MAPA.', 'Situação: ATIVA · Número do CNPJ: 06.230.930/0001-18 · Razão Social: Cleia Aparecida De Queiroz Resende · Nome Fantasia: Mercearia Coma Bem · Data de Abertura: 22/\xa0...', 'Sugestões na categoria · Encontramos 65 super - minimercados em Carmo da Mata, MG · Leisa Catarina Braz De Oliveira · Mercearia Coma Bem · Mercearia Catarina.', 'Supermercado Comabem (CNPJ Matriz). 22.362. ... MG, Carmo Da Mata, Centro - Comércio varejista de mercadorias em geral, ... Mercearia Coma Bem (CNPJ Matriz).']"
SUPERMERCADO SAO PEDRO,+55 35 3737-1198,"['https://www.solutudo.com.br/empresas/mg/caldas/super-minimercados/supermercado-sao-pedro-7702241', 'https://applocal.com.br/empresa/supermercado-sao-pedro/caldas/mg/12645173', 'https://www.diariocidade.com/mg/caldas/guia/supermercado-sao-pedro-02958193000113/', 'https://eguias.net/empresa/supermercado-s-pedro/sao-pedro-de-caldas/mg/112079', 'https://paginaamarela.com.br/empresa/supermercado-sao-pedro/caldas/mg/12643464', 'https://www.descubraonline.com/guia/mg/caldas/supermercado-sao-pedro-02958193000113/', 'https://cnpj.biz/02958193000113', 'https://cidadeurgente.com/mg/caldas/guia/supermercado-sao-pedro-02958193000113/', '/search?q=SUPERMERCADO+SAO+PEDRO,+CALDAS+-+MG&tbm=isch&source=univ&fir=LQAQ5jHOVEtZYM%252CMDLOkN4ChaOkAM%252C_%253BpCV52JfAiCfDGM%252Ccjwvgieg0JOrjM%252C_%253BnyE_TYB6CCMpNM%252CMDLOkN4ChaOkAM%252C_%253BymRzB_R4Y_4v5M%252CT6yJlSZyBhfnXM%252C_%253BCfYEAqJlX6nxOM%252CAA_PgU1wnBkf5M%252C_%253BnSD1GGOg3mDU-M%252CMDLOkN4ChaOkAM%252C_%253BrkYoL5t_jxCTBM%252CT6yJlSZyBhfnXM%252C_%253BF94vT0AbxrG_OM%252CMDLOkN4ChaOkAM%252C_%253B8oUWaPoAEIMPbM%252CMDLOkN4ChaOkAM%252C_%253Brho3MCvwtkMFmM%252CObZBgFa6bGZD6M%252C_&usg=AI4_-kSeROLz8zP-Qo082RBZVJanc_WxPw&sa=X&ved=2ahUKEwj4pvbjyJf9AhXEFVkFHdPBAkgQjJkEegQIGRAC']","['No mercado, a empresa está localizada no endereço Praca Uriel Alvim, Nº 137 no bairro Sao Pedro De Caldas em Caldas - MG, CEP 37780-000.', 'Somos Supermercados em Caldas onde você encontra variedades de produtos: Linha de Higiene Pessoal, Itens para Bebê, Produtos de Limpeza, Frutas, Verduras,\xa0...', 'Como chegar. Confira no mapa como chegar em Supermercado Sao Pedro, no endereço: Praca Uriel Alvim, 137, Sao Pedro de Caldas, Caldas-MG.', 'Supermercado S Pedro está localizada na cidade de São Pedro de Caldas, MG. Atuamos no segmento Supermercados. Confira aqui o telefone (35) 3737... e o\xa0...', 'Supermercado São Pedro está no bairro S Pedro Caldas na cidade de Caldas, MG. Veja aqui o telefone ☎ Telefone (35)... e o endereço completo para nos\xa0...', 'Supermercado Sao Pedro em Caldas, Minas Gerais. Acesse agora e confira ✆ Telefones, Endereço, E-mail, Situação, CNAEs, Data de Abertura...', 'Todos os dados da empresa Supermercado Sao Pedro Supermercado Melo & Oliveira Ltda. com CNPJ 02.958.193/0001-13 - 02958193000113 de Caldas/MG. Endereço...', 'Supermercado Sao Pedro em Caldas - MG, Minas Gerais. Confira ✆ telefones, endereço, e-mail, atividade principal, razão social | Guia de empresas | Guia da\xa0...']"
PAPELARIA SAO GERALDO,NAO DISPONIBILIZADO,"['https://www.apontador.com.br/local/mg/boa_esperanca/alimentos/C40379472C5E4E5E4E/papelaria_sao_geraldo.html', 'https://www.clickdisk.com.br/telefone/boa-esperanca-mg/papelaria-sao-geraldo', 'https://www.econodata.com.br/consulta-empresa/02640045000156-B-B-COMERCIO-DE-GENEROS-ALIMENTICIOS-LTDA', 'https://www.diariocidade.com/mg/boa-esperanca/guia/papelaria-sao-geraldo-02640045000156/', 'https://www.descubraonline.com/guia/mg/boa-esperanca/papelaria-sao-geraldo-02640045000156/', 'https://www.telefonecomercial.com/telefone/b-b-comercio-de-generos-alimenticios-ltda/02640045000156', 'https://transparencia.cc/dados/cnpj/02640045000156-MG-b-b-comercio-de-generos-alimenticios-ltda/', 'https://cnpj.biz/30937612000176']","['Encontre qual o telefone, o endereço, as fotos e as avaliações do Papelaria Sao Geraldo especializado em null localizado em Rua Frederico Leite, 169,\xa0...', 'Caso queira conhecer a loja física você pode localizá-la em Rua Frederico Leite, 169, BOA ESPERANÇA-MG. Para envio de orçamentos ou qualquer outro assunto você\xa0...', 'Consulte o CNPJ da PAPELARIA SAO GERALDO de Boa Esperança, MG, seus sócios e contatos como telefones, emails e website, além de faturamento, quantidade de\xa0...', 'Confira no mapa como chegar em Papelaria Sao Geraldo, no endereço: Rua Frederico Leite, 169, Centenario, Boa Esperança-MG. CEP: 37170-000 . Compartilhe:\xa0...', 'Confira abaixo os telefones, endereço e e-mail para contato de Papelaria Sao Geraldo em Boa Esperança, Minas Gerais. B & B COMERCIO DE GENEROS ALIMENTICIOS LTDA\xa0...', 'Número do telefone da empresa ""B & B Comercio de Generos Alimenticios Ltda (Papelaria Sao Geraldo)"" localizada em Rua Frederico Leite, Boa Esperanca, MG.', 'Essa empresa é uma MATRIZ do tipo Sociedade Empresária Limitada, de porte ""ME"" que está localizada em Boa Esperanca - MG. Sua atividade econômica principal\xa0...', 'Todos os dados da empresa Papelaria Wend Antonia Luciana Rodrigues Fernandes com CNPJ 30.937.612/0001-76 - 30937612000176 de Boa Esperança/MG. Telefone...']"
EMPORIO SAO FRANCISCO,NAO DISPONIBILIZADO,"['https://www.solutudo.com.br/empresas/sp/andradina/super-minimercados/emporio-sao-francisco-1186226', 'http://cnpj.info/Nair-Natalina-Rossi-de-Souza-Emporio-Sao-Francisco', 'https://www.instagram.com/explore/locations/c242034/andradina/?hl=en', 'https://www.econodata.com.br/consulta-empresa/05552827000121-FATIMA-APARECIDA-DOS-ANJOS', '/search?q=EMPORIO+SAO+FRANCISCO,+ANDRADINA+-+SP&tbm=isch&source=univ&fir=dRUdTvaK63x0rM%252CpgONFZjBpjMU5M%252C_%253BeKnUIgXVcnjaJM%252CqXhhy_xMDe44EM%252C_%253BZjJ1H1Q7SmkMfM%252C2yT99Gu6gvHOmM%252C_%253B6iYMWlh_961IrM%252CfSeLQcoC4K3dyM%252C_%253BE6IieBaKO3sdKM%252CC9otv1Vx2QurHM%252C_%253B1Vg88vzr_9rrmM%252CfSeLQcoC4K3dyM%252C_%253BskTLRI7SKzzd7M%252CNVzQ1oyOtDvcPM%252C_%253ByjCISSmlyg2g0M%252CqXhhy_xMDe44EM%252C_%253BiXyP35mpUbDPuM%252CC9otv1Vx2QurHM%252C_%253B3Wlu9k53CEH0qM%252CqXhhy_xMDe44EM%252C_&usg=AI4_-kTZM-bCEN3KADyy70y59I41LddLRA&sa=X&ved=2ahUKEwjKiuW6yZf9AhUmE1kFHdUqDlwQjJkEegQIHRAC', 'https://restaurantguru.com.br/Emporio-Vila-Rica-Andradina', 'https://www.facebook.com/emporiosaofrancisco.nh/']","['Emporio Sao Francisco ; Endereço. Rua Princesa Izabel, 530, Stella Maris - Salao Andradina/SP - CEP 16901-195 ; Telefone. (18) 3722-3060 ; Email. escritoriospaulo@\xa0...', 'Endereço. Rua Nove de Julho, 2469. C Postal 196. BENFICA ANDRADINA - SP 16900-415. Contatos. Atividades de negócios da empresa.', 'Andradina · Oeste Plaza Shopping · Andradina Sao Paulo Sp · Andradina Terra Do ... Terra Do Rei Do Gado - Andradina Sp · Teca E Jose Francisco Cabeleireiros\xa0...', 'Consulte o CNPJ da EMPORIO SAO CARLOS de Andradina, SP, seus sócios e contatos como telefones, ... Avenida Ercilio Mastro Francisco, 60 - Parque Fehr. SAO\xa0...', 'Jan 14, 2023 — Empório Vila Rica, #20 entre Andradina pubs & bares: 37 avaliações ... #20 de 299 pubs & bares em Andradina ... Andradina, São Paulo, Brasil.', 'Emporio Sao Francisco, Novo Horizonte, Sao Paulo. 2586 likes · 279 talking about this · 1089 were here. Supermarket.']"
EMPORIO SIMOES,+55 11 4591-3558,"['https://brazilguide.net/c/jose-carlos-simoes-andradina-01094383000177', 'https://spotway.com.br/sp/andradina/emp/13164024-emporio-simoes', 'https://www.emporiosimoespet.com.br/', 'https://www.econodata.com.br/consulta-empresa/66531716000123-EMPORIO-SIMOES-ITUPEVA-EIRELI', 'https://www.instagram.com/tessioortuzal/', 'https://www.facebook.com/emporiosimoes/?locale=pt_BR', 'https://www.solutudo.com.br/empresas/sp/andradina/super+minimercados', 'https://cnpj.biz/39290850000107']","['A empresa Emporio Simoes localizada em Rua Paraíba, 918, Benfica, Andradina/SP - possui CNPJ 010.943.830/0017-7.', 'A empresa Emporio Simoes, registrada na Receita Federal sob o CNAE Comércio varejista ... no endereço Rua Paraiba, 918 C Postal 196 - Benfica, Andradina/SP.', 'Rua Jundiaí Nº 178, Centro - Itupeva - SP. (11) 4591-3558. (11) 97153-9320. whatsapp. (11) 97153-9320. whatsapp. emporiosimoes.lojavirtual@gmail.com.', '01.094.383/0001-77. EMPORIO SIMOES. (JOSE CARLOS SIMOES ANDRADINA). 16.900-406. Rua Paraiba, 918 - Benfica. ANDRADINA, SP. Nenhum telefone encontrado ; 47.179.', 'Andradina-SP CT Tessio Ortuzal Personal Trainer \u200d♂️ Treinamento funcional na Areia ⚽️ Aulas de Futevolei · 167 posts · 2,961 followers · 2,040\xa0...', 'Empório Simões Itupeva · Página · Serviços para animais de estimação · Rua Jundiaí, 178, Itupeva, SP, Brazil · +55 11 4591-3558 · emporiosimoes@hotmail.com · Fechado\xa0...', 'Sugestões na categoria · Encontramos 224 super - minimercados em Andradina, SP · Mini Mercado Bom Dia · Franco Supermercados Ltda · Arroz Estrela Ltda · Emporio\xa0...', 'Todos os dados da empresa Emporio da Racao Andradina LTDA com CNPJ 39.290.850/0001-07 - 39290850000107 de Andradina/SP. Telefone, E-mail, Endereço...']"
SUPERMERCADO K-ROGERIO,+55 31 3833-1585,"['https://www.facebook.com/supermercadokrogerio/?locale=pt_BR', 'https://www.solutudo.com.br/empresas/mg/bom-j-amparo/super-minimercados/supermercado-k-rogerio-7459998', 'https://supermercado-k-rogerio.negocio.site/', 'https://www.econodata.com.br/consulta-empresa/05517595000170-SUPERMERCADO-K-ROGERIO-LTDA', 'https://www.descubraonline.com/guia/mg/bom-jesus-do-amparo/supermercado-k-rogerio-05517595000170/', 'https://www.diariocidade.com/mg/bom-jesus-do-amparo/guia/supermercado-k-rogerio-05517595000170/', 'https://cnpj.biz/05517595000170', 'https://br.todosnegocios.com/pt/supermercado-k-rog%C3%A9rio-31-3833-1585', 'http://cnpj.info/Supermercado-K-Rogerio-Ltda-Supermercado-K-Rogerio']","['Página · Supermercado · Praça Cardeal Motta, 356, Centro, Bom Jesus do. Amparo, MG, Brazil · +55 31 3833-1585 · cbp.empreendimentos@gmail.com · instagram.com/\xa0...', 'Endereço. Praca Cardeal Motta, 356, Centro - Loja 01 Bom Jesus do Amparo/MG - CEP 35908-000 ; Telefone. (31) 3133-1138 ; Email. cbp.empreendimentos@yahoo.com.br.', 'Supermercado em Bom Jesus do Amparo, delivery, entrega de produtos na região, zona rural e em Ipoema. Completo, funcionamos nos feriados. Abre às 07:00.', 'Consulte o CNPJ da SUPERMERCADO K-ROGERIO de Bom Jesus do Amparo, MG, seus sócios e contatos como telefones, emails e website, além de faturamento,\xa0...', 'Confira abaixo os telefones, endereço e e-mail para contato de Supermercado K-Rogerio em Bom Jesus do Amparo, Minas Gerais. · Endereço e dados de contato de\xa0...', 'Supermercado K-rogerio em Bom Jesus do Amparo - MG, Minas Gerais. Confira ✆ telefones, endereço, e-mail, atividade principal, razão social | Guia de\xa0...', 'Todos os dados da empresa Supermercado K-Rogerio LTDA com CNPJ 05.517.595/0001-70 - 05517595000170 de Bom Jesus do Amparo/MG. Telefone, E-mail, Endereço...', 'A Supermercado K-rogério está localizada em Praça Cardeal Motta, 356 - Centro, Bom Jesus do Amparo - MG, 35908-000, Brazil, Minas Gerais.', 'Consulta CNPJ da empresa Supermercado K-Rogerio LTDA | Supermercado K-Rogerio. Também ver outro informações: situação ... BOM JESUS DO AMPARO - MG 35908-000\xa0...']"
MINIMERCADO JAPONES,NAO DISPONIBILIZADO,"['https://www.solutudo.com.br/empresas/sp/socorro/super-minimercados/minimercado-japones-9898286', 'https://cnpj.biz/09122443000120', '/search?q=MINIMERCADO+JAPONES,+SOCORRO+-+SP&tbm=isch&source=univ&fir=YvxLgku6zSCu5M%252CWvzJ7JAg_I_-vM%252C_%253BL4J6nZCGfLu4IM%252CywYFbZjNJTVykM%252C_%253B7_PGx8C98fYZfM%252CobGGbgNO7znKqM%252C_%253BTKxvNx6vNH0ISM%252CWvzJ7JAg_I_-vM%252C_%253BukrUb2yz55zkCM%252CZM8593dFfv1VgM%252C_%253BiJnysoGdPuPEVM%252CWvzJ7JAg_I_-vM%252C_%253Be80Z7aeWgINENM%252CpgPNzTJKbx43mM%252C_%253BRUfYsrXyGygyLM%252CZM8593dFfv1VgM%252C_%253BLyCxRwthODisPM%252CJ0tBpt-dExiraM%252C_%253Buo1TIljaCJa44M%252Cbrcl1vNic-jK6M%252C_&usg=AI4_-kTSc7U2X-86Fr_YMOn7hlhIzmHLwA&sa=X&ved=2ahUKEwjb-s3Cypf9AhXVGFkFHQJWAmsQjJkEegQIOhAC', 'https://pt.foursquare.com/v/saikou-sushi/52e99f04498e1f9ff9d8db34', 'https://www.apontador.com.br/local/se/nossa_senhora_do_socorro/alimentos/C4045806381A2S1A21/super_jg_minimercado_e_servicos.html', 'https://www.facebook.com/profile.php?id=100026562646299', 'https://restaurantguru.com.br/Yakisoba-Celita-Socorro']","['A empresa Minimercado Japones trabalha desde 2007 na categoria Super - Minimercados na cidade de Socorro, SP na Rua Padre Saverio Marcicano, Nº 400 - Jardim\xa0...', 'CNPJ: 09.122.443/ ; Inscrição Estadual SP: 668.104.623.111 ; Razão Social: Sergio Harada ; Nome Fantasia: Minimercado Japones ; Data da Abertura: 26/09/2007 15 anos\xa0...', 'O melhor restaurante japonês da zona sul. Casa espaçosa, atendimento muito bom!!!,Vale a pena conhecer. Não deixe de pedir o Sushi do Chefe e o Chico Cesar\xa0...', 'Super Jg Minimercado e Servicos. Rua 159, CONJ ALBANO FRANCO, Taicoca,Nossa Senhora do Socorro - SE, CEP: 49160-000. 0 avaliações. Aberto agora.', 'Page · Supermarket · rua Pedro Patricio da Veiga n 244, Socorro, SP, Brazil · +55 19 3895-3506 · Mercadoteixeirasocorro@hotmail.com · Open now · Not yet rated (2\xa0...', 'Jan 11, 2023 — YAKISOBA CELITA, #14 entre Socorro fast food: 57 avaliações e 39 fotos ... Japonesa, Opções vegetarianas ... Socorro, São Paulo, Brasil.']"
SUPERMERCADO SAO DOMINGOS,NAO DISPONIBILIZADO,"['https://www.facebook.com/SupemercadoAtendeBem/?locale=pt_BR', 'http://www.supermercadosaodomingos.com.br/', 'https://www.solutudo.com.br/empresas/es/s-domingos-norte/super-minimercados/supermercado-sao-domingos-7565400', 'https://www.instagram.com/supermercadolidersd/?hl=en', 'https://play.google.com/store/apps/details?id=br.com.saodomingos&hl=en_US&gl=US']","['Página · Supermercado · Avenida Honório Fraga, 425 - Centro, São Domingos do Norte, ES, Brazil · +55 27 3742-1934 · atendebem@centraldecompras.com.br.', 'Santo Amaro s/n, Jardim Glória - Tabuleiro, Maceió - Al. Filial - Rua C60, Benedito Bentes II, Maceió - AL. Matriz: (82) 3332.2156. Filial: (82) 3353.2156.', 'No mercado, a empresa está localizada na Avenida Honorio Fraga, Nº 288 no bairro Centro em São Domingos do Norte - ES, CEP 29745-000. A empresa Supermercado\xa0...', 'Alegria é ter você aqui   São Domingos do Norte - ES 27 99654-5203 zap ☎️ 27 3742-1110 Segunda à sexta.. 7:00 às 18:30. Sábado até às 14:00', 'Imagine having your favorite market in the palm of your hand, arriving at home and in the comfort of your home, ordering those ingredients you so much need\xa0...']"
MERCADINHO DURAES,+55 77 3698-1382,"['https://www.solutudo.com.br/empresas/ba/ibotirama/super-minimercados/mercadinho-duraes-10193361', 'https://www.diariocidade.com/ba/ibotirama/guia/mercadinho-duraes-08040189000158/', 'https://www.descubraonline.com/guia/ba/ibotirama/mercadinho-duraes-08040189000158/', 'https://www.guiatelefone.com/ibotirama-ba/mercados-e-supermercados/164793/mercadinho-duraes', 'https://soamaps.com/country/BR/1615327/mercadinho-duraes', 'https://informacoesdobrasil.com.br/local/ba/ibotirama/mercadinho-duraes-avenida-jk-1143+586189/', 'https://www.telelistas.net/locais/ba/ibotirama/armazens+emporios+e+mercearias/bu-20869741/mercadinho+duraes+em+centro', 'https://transparencia.cc/dados/cnpj/08798336000153-BA-sergio-jose-duraes/', 'https://cidadeurgente.com/ba/ibotirama/guia/mercadinho-duraes-08040189000158/']","['No mercado, a empresa está localizada na Rua Otavio Mangabeira, Nº 1039 - Salao no bairro Centro em Ibotirama - BA, CEP 47520-000. A empresa Mercadinho Duraes\xa0...', 'A empresa Mercadinho Duraes, localizada no bairro Centro, em Ibotirama-BA foi fundada em 2006. A atividade principal da empresa é Comércio Varejista de\xa0...', 'Confira abaixo os telefones, endereço e e-mail para contato de Mercadinho Duraes em Ibotirama, Bahia. ARISTON PEREIRA DE SOUZA & CIA LTDA com o CNPJ 08.040.189/\xa0...', 'Avaliações, telefone e endereço de MERCADINHO DURÃES em Centro, Ibotirama, BA. Ligue (77) 3698-12...', 'Mercadinho Durães is headquartered in Bahia. The address of the Mercadinho Durães is BR-242, 488 - Centro, Ibotirama - BA, 47520-000, Brazil.', 'Informações sobre MERCADINHO DURAES - Avenida Jk, 1143 - TERREO, Ibotirama - BA.', 'Ache endereço e telefone de Mercadinho Duraes em Centro atuante em Armazéns, Empórios e Mercearias, perto de Centro, Ibotirama - BA.', 'Nov 7, 2022 — A empresa Sergio Jose Duraes, CNPJ 08.798.336/0001-53, de 23/04/2007, está com a situação INAPTA na RFB. Veja todos os Detalhes.', 'Mercadinho Duraes em Ibotirama - BA, Bahia. Confira ✆ telefones, endereço, e-mail, atividade principal, razão social | Guia de empresas | Guia da Cidade.']"
CEREALISTA ROSA,+55 77 99919-3645,"['https://www.solutudo.com.br/empresas/ba/ibotirama/super-minimercados/cerealista-rosa-10088464', 'https://guiafacil.com/site/cerealista-rosa/ibotirama/ba/7736982585', 'https://www.listaamarela.com.br/empresa/ba/ibotirama/cerealista_rosa_10056910', 'https://www.descubraonline.com/guia/ba/ibotirama/cerealista-rosa-01063679000120/', 'https://www.diariocidade.com/ba/ibotirama/guia/cerealista-rosa-01063679000120/', 'https://ne-np.facebook.com/TVIbotirama/videos/cerealista-rosa/1132316227237273/?__so__=permalink&__rv__=related_videos', 'https://www.facebook.com/TVIbotirama/videos/merchan-cerealista-rosa/273324257577342/', '/search?q=CEREALISTA+ROSA,+IBOTIRAMA+-+BA&tbm=isch&source=univ&fir=oovh9E53u_y39M%252CjxxvB_wA0JzNhM%252C_%253BQjUeWUCE_4TibM%252CyFt89JxjEqU7aM%252C_%253BFeCIbwhVhEQQnM%252CrlxfKAeQvyZIwM%252C_%253BML5e5K06YjCgUM%252CrlxfKAeQvyZIwM%252C_%253BOSeUoGGNgulP4M%252CXlM5caWc5b0mAM%252C_%253B8bKdCGPlxNrKhM%252CwVpxG6GtD6sfRM%252C_%253BENFrcOlnLTW-8M%252CwVpxG6GtD6sfRM%252C_%253Bq4onNHZRLqTVSM%252CLNuVj40XMvgHuM%252C_%253BY_8xBP7MHFCxZM%252Cx8P4yQTmoUSbqM%252C_%253BNRq2izlKf7nEYM%252CwVpxG6GtD6sfRM%252C_&usg=AI4_-kTPNZRe7vTnGTRwq7XqX6C1v24MgQ&sa=X&ved=2ahUKEwirvrbKy5f9AhUyElkFHThIBPoQjJkEegQIGxAC', 'https://www.apontador.com.br/local/ba/ibotirama/agricultura_e_pecuaria/C401458F33223S223D/cerealista_rosa.html']","['A empresa Cerealista Rosa trabalha desde 1996 na categoria Super - Minimercados na cidade de Ibotirama, BA na Avenida Jk, Nº 928 - Casa - Centro.', 'CEREALISTA ROSA tem como foco o segmento de Supermercados em Ibotirama. Você pode localizá-lo em Avenida J K 928 Centro, 928 no bairro Centro em Ibotira...', 'CEREALISTA ROSA está na categoria da Supermercados em Ibotirama/BA. Avenida J K 928 Centro , 928. Centro, Ibotirama, BA.', 'Cerealista Rosa em Ibotirama, Bahia. Acesse agora e confira ✆ Telefones, Endereço, E-mail, Situação, CNAEs, Data de Abertura...', 'Cerealista Rosa em Ibotirama - BA, Bahia. Confira ✆ telefones, endereço, e-mail, atividade principal, razão social | Guia de empresas | Diário Cidade.', 'TV Ibotirama लाइभ हुनुन्थ्यो. २०२१ मार्च २७\U000f078b\U000f07e0. Cerealista rosa. Cerealista rosa ... Prefeitura Municipal de Itaguaçu da Bahia\xa0...', '... o endereço, as fotos e as avaliações do Cerealista Rosa especializado em null localizado em Avenida Jk, 928, CASA, 47520-000, Centro, Ibotirama, BA.']"
