,tel,link,descricao
SUPERMERCADO BRAGA,+55 62 3379-1082,"['https://m.yelp.com/biz/supermercado-braga-mina%C3%A7u', 'https://www.guiatelefone.com/minacu-go/mercados-e-supermercados/576701/supermercado-braga', 'https://www.listaamarela.com.br/empresa/go/minacu/supermercado-braga_9639019', 'https://guiafacil.com/site/supermercado-braga/minacu/go/6233791244/', 'https://www.solutudo.com.br/empresas/go/minacu/super-minimercados/supermercado-braga-10194886', 'https://www.econodata.com.br/consulta-empresa/08533494000181-COMERCIAL-DE-SECOS-E-MOLHADOS-BRAGA-EIRELI', 'https://www.procuroacho.com/empresas/go/minacu/04.657.873/0001-22/supermercado-braga', 'https://www.apontador.com.br/local/go/minacu/alimentos_e_bebidas/C405690508295Z2955/supermercado_braga.html', 'https://www.planetabrasileiro.com/supermercado-braga-s-central-minacu-go-F100AC20219D841']","['Photos · Map · Av. Central 2. Minaçu - GO 76450-000. Brazil. Directions · (62) 3379-1244. Call Now · More Info. Menu for Supermercado Braga · Known For. No. Offers\xa0...', 'Telefone · Centro Comercial Freitas. (62) 3379-21... telefone. Setor Central, Minaçu, GO Supermercados · Comercial Goiás. (62) 3379-14... telefone · Comercial\xa0...', 'SUPERMERCADO BRAGA. SUPERMERCADO BRAGA está na categoria da Supermercados em Minaçu/GO. Avenida Central , 2. Setor Central, Minaçu, GO.', 'SUPERMERCADO BRAGA tem como foco o segmento de Supermercados em Minaçu. Você pode localizá-lo em Avenida Central, 2 no bairro Setor Central em Minaçu. P...', 'No mercado, a empresa está localizada na Avenida Maranhao, Nº 1282 no bairro Centro em Minaçu - GO, CEP 76450-000. A empresa Supermercado Braga está\xa0...', 'Consulte o CNPJ da SUPERMERCADO BRAGA de Minaçu, GO, seus sócios e contatos como telefones, emails e website, além de faturamento, quantidade de\xa0...', '... em 04/09/2001 através do CNPJ 04.657.873/0001-22, razão social Comercial Entre Lagos Ltda e nome fantasia Supermercado Braga. Localizada em Minacu / GO,\xa0...', '... o endereço, as fotos e as avaliações do Supermercado Braga especializado em null localizado em Avenida Maranhão, 76450-000, Centro, Minaçu, GO.', 'Mar 24, 2022 — Supermercado Braga - S Central - Minaçu Go · +55 (62) 337910...ver telefone · Escrever comentário · Escreva sua avaliação · Compartilhar · Sugerir\xa0...']"
SUPER SANTA MARIA,+55 51 3446-3948,"['https://www.facebook.com/pages/category/Retail-company/Super-Santa-Maria-109268174049423/', 'https://www.solutudo.com.br/empresas/rs/viamao/super-minimercados/super-santa-maria-10167466', 'https://www.econodata.com.br/consulta-empresa/06878294000135-T-FREITAS-DE-FRAGA-CIA-LTDA', 'https://play.google.com/store/apps/details?id=com.VRSoft.G221&hl=pt&gl=US', '/search?q=SUPER+SANTA+MARIA,+VIAMAO+-+RS&tbm=isch&source=univ&fir=CycwY09U9AGBEM%252CNGI_GzRDJQAbOM%252C_%253BN2tbyWu2gzOFJM%252Ctene5YPud8qeKM%252C_%253ByJTQysybTUyYiM%252Ctene5YPud8qeKM%252C_%253BGHjEm1RMUh3bsM%252Ctene5YPud8qeKM%252C_%253BQvvb3yKdvnMEyM%252Cf8YWogCo9RGd3M%252C_%253BBNQHvBJPhSGVBM%252CYqAkqTPTEQNl2M%252C_%253BfEpQFDEfoV69HM%252CYqAkqTPTEQNl2M%252C_%253B3MoiOoxbtDbHnM%252Ctene5YPud8qeKM%252C_%253Bef_psjv1jT4nhM%252Ctene5YPud8qeKM%252C_%253BtDCRujrvZgR4YM%252Ctene5YPud8qeKM%252C_&usg=AI4_-kRUJxj3FGboTPWWmnemTCPBIwaDSA&sa=X&ved=2ahUKEwi5976vj5_9AhWvFFkFHbNNAGYQjJkEegQIIBAC', 'https://apps.apple.com/br/app/super-santa-maria/id1509764730', 'https://www.diariocidade.com/rs/viamao/guia/super-santa-maria-06878294000135/', 'https://www.guiatelefone.com/viamao-rs/comercio-de-produtos-e-servicos/2381185/super-santa-maria', 'https://www.descubraonline.com/guia/rs/viamao/super-santa-maria-06878294000135/']","['Super Santa Maria, Viamão. ... See more of Super Santa Maria on Facebook ... 2385 Placido Mottin Ave Saint Cecilia Viamão / RS (51) 3446.3948 ☎️.', 'Super Santa Maria ; Endereço. Rua Nilo Scur, 327, Santo Onofre Viamão/RS - CEP 94440-470 ; Telefone. (51) 3446-3948 ; Email. mercadosantamaria@gmail.com.', 'Consulte o CNPJ da SUPER SANTA MARIA de Viamão, RS, seus sócios e contatos como telefones, emails e website, além de faturamento, quantidade de funcionários\xa0...', 'Nov 30, 2022 — Leia opiniões, compare as avaliações de clientes, veja capturas de tela e saiba mais sobre Super Santa Maria. Baixe Super Santa Maria e\xa0...', 'A empresa Super Santa Maria, localizada no bairro Santo Onofre, em Viamão-RS foi fundada em 2004. A atividade principal da empresa é Comércio Varejista de\xa0...', 'Avaliações, telefone e endereço de SUPER SANTA MARIA em Jardim Krahe, Viamão, RS. Ligue (51) 8427-18...', 'Super Santa Maria em Viamão, Rio Grande do Sul. Acesse agora e confira ✆ Telefones, Endereço, E-mail, Situação, CNAEs, Data de Abertura...']"
STOP SHOP MERCEARIA,+55 33 3221-3242,"['https://www.solutudo.com.br/empresas/mg/gov-valadares/super-minimercados/stop-shop-mercearia-10138206', 'https://www.econodata.com.br/consulta-empresa/04620777000100-STOP-SHOP-SUPERMERCADO-LTDA', 'https://www.cliqueiachei.com.br/telefone2/governador-valadares/mg/stop-shop-mercearia', 'https://www.apontador.com.br/local/mg/governador_valadares/mercearias/004620777000100/stop_shop_mercearia.html', 'https://guiafacil.com/site/stop-shop-mercearia/governador-valadares/mg/3332213243/', 'https://www.listaamarela.com.br/empresa/mg/governador-valadares/stop-shop-mercearia_8536292', 'https://www.guiatelefone.com/governador-valadares-mg/distribuidores-de-alimentos-e-bebidas/1128077/stop-shop-mercearia', 'https://www.diariocidade.com/mg/governador-valadares/guia/stop-shop-mercearia-04620777000100/', 'https://pt-br.facebook.com/pages/STOP-SHOP-Supermercado/141290596018705/']","['A empresa Stop Shop Mercearia trabalha desde 2001 na categoria Super - Minimercados na cidade de Governador Valadares, MG na Avenida Jk, Nº 2377 - Vila Rica\xa0...', 'Consulte o CNPJ da STOP SHOP MERCEARIA de Governador Valadares, MG, seus sócios e contatos como telefones, emails e website, além de faturamento,\xa0...', 'Governador Valadares MG. Stop Shop Mercearia. PROBLEMAS NO TELEFONE? Telefone. Fixo. (33) 3276-8540. Ligar. Endereço. Avenida Jk, 2564 - São Cristovão\xa0...', 'Stop Shop Mercearia. Avenida Jk, 2564, Vila Rica,Governador Valadares - MG, CEP: 35045-250. 0 avaliações.', 'STOP SHOP MERCEARIA tem como foco o segmento de Produtos Alimentícios em Governador Valadares. Você pode localizá-lo em Avenida Jk, 2564 no bairro Vila ...', 'Na Lista Amarela você encontra o telefone, endereço e mais informações sobre Stop Shop Mercearia em Governador Valadares, MG.', 'Avaliações, telefone e endereço de STOP SHOP MERCEARIA em Vila Rica, Governador Valadares, MG. Ligue (33) 3221-32...', 'Stop Shop Mercearia em Governador Valadares - MG, Minas Gerais. Confira ✆ telefones, endereço, e-mail, atividade principal, razão social | Guia de empresas\xa0...', 'STOP SHOP Supermercado, Governador Valadares. 42 curtidas · 3 estiveram aqui. Mercearia.']"
SUPERMERCADO RIO DOCE,NAO DISPONIBILIZADO,"['https://www.facebook.com/RioDoceSupermercado/?locale=pt_BR', 'https://www.instagram.com/supermercadosriodoce/?hl=en', 'https://smartsupermercados.com/loja/superm-rio-doce-santa-rita/', 'https://www.apontador.com.br/local/mg/governador_valadares/supermercados/J97GW92D/supermercado_rio_doce_sta_rita.html', 'https://www.econodata.com.br/consulta-empresa/03348897000137-SUPERMERCADO-RIO-DOCE-LTDA-', 'https://www.yelp.com/biz/supermercado-rio-doce-governador-valadares-2', 'https://www.solutudo.com.br/empresas/mg/gov-valadares/super-minimercados/supermercado-rio-doce-10157142', 'https://nicelocal.br.com/governador-valadares/shops/supermercado_rio_doce_santa_rita_-_smart_supermercados/']","['Rio Doce Supermercados, Governador Valadares. 6.706 curtidas · 138 falando sobre isso · 53 estiveram aqui. Supermercado rio doce,mais perto e mais barato!', '(33) 3212-3522 Av. Wenceslau Braz, 2838, Bairro Sta. Rita Av. Wenceslau Braz, 987, Bairro Sta. Rita Rua Pedro Lessa 533, Bairro Lourdes GV - Mg.', 'Economize na Rede Smart Supermercados! Governador Valadares / MG. Razão Social: SUPERMERCADO RIO DOCE LTDA. Endereço: Avenida Wenceslau Braz, 987.', 'Supermercado Rio Doce - Sta Rita. Avenida Wenceslau Braz, 987, Santa Rita,Governador Valadares - MG, CEP: 35040-570. 0 avaliações. Aberto agora.', 'Consulte o CNPJ da SUPERMERCADO RIO DOCE LTDA. de Governador Valadares, MG, seus sócios e contatos como telefones, emails e website, além de faturamento,\xa0...', ""Supermercado Rio Doce in Governador Valadares, reviews by real people. Yelp is a fun and easy way to find, recommend and talk about what's great and not so\xa0..."", 'A empresa Supermercado Rio Doce trabalha desde 2003 na categoria Super - Minimercados na cidade de Governador Valadares, MG na Avenida Wenceslau Braz,\xa0...', 'Supermercados em Governador Valadares · Industria de Baterias Raiom LTDA. Brasil, 35040-610, Gov. Valadares - MG, Av.']"
BIG MAIS SUPERMERCADOS,NAO DISPONIBILIZADO,"['https://www.bigmais.com.br/', 'https://www.facebook.com/superbigmais/?locale=pt_BR', 'https://bigmaisemcasa.com.br/', 'https://www.instagram.com/bigmaisoficial/?hl=en', 'https://www.tiendeo.com.br/Lojas/governador-valadares/big-mais-supermercados-rua-treze-de-maio/53508', 'https://www.jusbrasil.com.br/processos/nome/29152799/big-mais-supermercados-ltda', 'https://www.econodata.com.br/consulta-empresa/07263762000553-BIG-MAIS-SUPERMERCADOS-LTDA', 'https://www.solutudo.com.br/empresas/mg/gov-valadares/cestas-basicas/big-mais-supermercados-17517936', 'https://br.indeed.com/cmp/Bigmais-Supermercados/reviews?fcountry=BR&floc=Governador+Valadares%2C+MG']","['O Bigmais Supermercados está presente nas casas e na mente dos “mineiros do Vale” há mais de 20 anos. Nosso objetivo, encantar o Cliente.', 'Bigmais Supermercados está em Governador Valadares, MG - Capital Mundial Do Voo Livre. ... Arraste para o lado e confira os ganhadores do mês de Janeiro!', 'Comprar através do Bigmais em Casa, É DIFERENTE!', 'bigmaisoficial. Follow. Bigmais Supermercados ... Compre em nossas lojas, pelo site ou app e viva a experiência Bigmais! ... Empregos Governador Valadares.', 'A loja Big Mais Supermercados tem o seguinte horário de funcionamento: Segunda-feira 7:30 - 22:00, Terça-feira 7:30 - 22:00, Quarta-feira 7:30 - 22:00,\xa0...', 'O Jusbrasil encontrou 126 processos de Big mais Supermercados Ltda. nos Diários Oficiais. A maioria é do TJMG, ... TJMG · Governador Valadares, MG.', 'Consulte o CNPJ da BIG MAIS SUPERMERCADOS de Governador Valadares, MG, seus sócios e contatos como telefones, emails e website, além de faturamento,\xa0...', 'A empresa Big Mais Supermercados trabalha desde 2017 na categoria Cestas Básicas na cidade de Governador Valadares, MG na Avenida Rio Bahia,\xa0...', 'Empresa de responsabilidade e principios · prevenção de perdas (Ex-Funcionário) - Governador Valadares, MG - 13 de Novembro de 2018.']"
SUPERMERCADO SANTA CLARA,+55 35 3223-2174,"['https://www.clickdisk.com.br/telefone/varginha/supermercado-santa-clara', 'https://www.solutudo.com.br/empresas/mg/varginha/super-minimercados/supermercado-santa-clara-10181455', 'https://www.econodata.com.br/consulta-empresa/07936021000162-ADRIANA-REGUIM-BATISTA', 'https://www.descubraonline.com/guia/mg/varginha/supermercado-santa-clara-07936021000162/', 'https://www.cliqueiachei.com.br/telefone2/varginha/mg/supermercado-santa-clara-2', 'https://www.apontador.com.br/local/mg/varginha/alimentos_e_bebidas/32AJBHHV/supermercado_santa_clara_sao_sebastiao.html', 'https://nicelocal.br.com/varginha/shops/supermercado_santa_clara/', 'https://www.boaempresa.com.br/local/supermercado-santa-clara-supermercados-varginha-mg-755475', 'https://www.cylex.com.br/varginha/supermercado-santa-clara---s%C3%A3o-sebasti%C3%A3o-11571399.html', 'https://br.todosnegocios.com/pt/supermercado-santa-clara_18-35-3223-2174']","['VARGINHA - MG ... Como chegar e qual o mapa da SUPERMERCADO SANTA CLARA? ... Quais os principais produtos vendidos na SUPERMERCADO SANTA CLARA?', 'No mercado, a empresa está localizada na Rua Professora Nelma Baroni, Nº 195 no bairro Sao Sebastiao em Varginha - MG, CEP 37044-030. A empresa Supermercado\xa0...', 'Consulte o CNPJ da SUPERMERCADO SANTA CLARA de Varginha, MG, seus sócios e contatos como telefones, emails e website, além de faturamento, quantidade de\xa0...', 'Confira abaixo os telefones, endereço e e-mail para contato de Supermercado Santa Clara em Varginha, Minas Gerais. · 47.42-3-00 Comércio Varejista de Material\xa0...', 'Varginha MG. Supermercado Santa Clara. PROBLEMAS NO TELEFONE? Telefone. Fixo. (35) 3223-2174. Ligar. Endereço. Rua Professor Nelma Baroni,\xa0...', '... especializado em null localizado em Rua Prfa. Nelma Baroni, 195, 37044-030, São Sebastião, Varginha, MG. ... Supermercado Santa Clara - São Sebastião.', 'Supermercado Santa Clara,: localização da loja e detalhes de contato, comentários de clientes, ... Brasil, 37044-030, Varginha - MG, R. Profa.', 'Telefone e endereço de Supermercado Santa Clara em Varginha Rua Professora Nelma Baroni, 195 São Sebastião - Varginha - MG Tel: (35) 322...', 'Supermercado Santa Clara - São Sebastião Rua Prof Nelma Baroni 195 em Varginha, MG, ☎ (35) 3223-2..., ⌚ Horários de funcionamento e muito mais.', 'A Supermercado Santa Clara está localizada em R. Profa. Nelma Baroni, 195 - São Sebastiao, Varginha - MG, 37044-030, Brazil, Minas Gerais. Q3\xa0...']"
SM CONTINENTAL,NAO DISPONIBILIZADO,"['https://www.apontador.com.br/local/sp/itu/alimentos/G98QCFH7/sm_continental.html', 'https://mobile.guiamais.com.br/itu-sp/mercados-e-supermercados/supermercados/2036300264-4638696/sm-continental?amp', 'https://www.econodata.com.br/consulta-empresa/05149496000183-CONTINENTAL-COMERCIO-VAREJISTA-LTDA-', 'https://cidadeurgente.com/sp/itu/guia/sm-continental-05149496000183/amp/', 'https://www.encontrabrasil.com.br/supermercados/itu-sp/sobre/sm-continental', 'https://www.descubraonline.com/guia/sp/itu/sm-continental-05149496000183/', '/search?q=SM+CONTINENTAL,+ITU+-+SP&tbm=isch&source=univ&fir=s30gAUKJXoqOfM%252CRW3NFrmeFMwkKM%252C_%253BjJGOj2wQbKYDqM%252CRW3NFrmeFMwkKM%252C_%253BXflH1em9OgnImM%252CXHE66nauwibTEM%252C_%253BycdwWUT3ODHEWM%252CRW3NFrmeFMwkKM%252C_%253BneMPIntpJ7vPEM%252CRW3NFrmeFMwkKM%252C_%253B4OoyCxm949wpgM%252CRW3NFrmeFMwkKM%252C_%253Bim2bCKDKkjcimM%252CRW3NFrmeFMwkKM%252C_%253BGW35cCIbSJyLmM%252CRW3NFrmeFMwkKM%252C_%253B9Q8UK2LA5F5muM%252CRW3NFrmeFMwkKM%252C_%253BATmZ0PVLvzzTnM%252CRW3NFrmeFMwkKM%252C_&usg=AI4_-kQiel9yA7gEv2YIfEi5sx2MBoDk_Q&sa=X&ved=2ahUKEwjxm9TOj5_9AhVVEVkFHf-oApEQjJkEegQIERAC']","['... as fotos e as avaliações do Sm Continental especializado em null localizado em Rua Joaquim Delfino da Silva, 10, 13308-450, Jd Europa, Itu, SP.', 'Av Eugen Wissmann, 2100. São Luiz - Itu, SP CEP: 13304-270. Veja mais resultados de Supermercados. Ad. Ad. Avaliar SM CONTINENTAL.. Compartilhe.', 'Consulte o CNPJ da SM CONTINENTAL de Itu, SP, seus sócios e contatos como telefones, emails e website, além de faturamento, quantidade de funcionários,\xa0...', 'Sm Continental em Itu - SP, São Paulo. Confira ✆ telefones, endereço, e-mail, atividade principal, razão social | Guia de empresas | Guia da Cidade.', 'Nome Oficial: SM CONTINENTAL. Endereço: Rua Joaquim Delfino da Silva, 10 - Bairro: Jardim Europa - Itu - SP - CEP: 13308-450. Telefone: (11) 4019-7242.', 'Confira abaixo os telefones, endereço e e-mail para contato de Sm Continental em Itu, São Paulo. CONTINENTAL COMERCIO VAREJISTA LTDA com o CNPJ 05.149.496/\xa0...']"
SUPERMERCADOS ALVORADA,NAO DISPONIBILIZADO,"['https://www.facebook.com/supermercadoalvoradaitu/?locale=pt_BR', 'https://supermercadosalvorada.com/ofertas/', 'https://www.tiendeo.com.br/itu/alvorada-supermercados', 'https://www.catalogosofertas.com.br/lojas/alvorada-supermercados/localizacoes/itu', 'https://m.yelp.com/biz/supermercados-alvorada-itu', 'https://www.solutudo.com.br/empresas/sp/itu/supermercados/supermercado-alvorada-itu-loja-14-23023462']","['A rede de supermercados Alvorada de Itu tem sempre uma loja pertinho de você. Aqui a economia é... Av. Caetano Ruggieri 4001, 13310-600 Itu, SP.', 'Especial Vinhos Alvorada. Ofertas válidas de 07/02 a 21/02/2023 ou enquanto durarem nossos estoques. Cartão Alvorada. Peça já o seu. Cartões de Crédito.', 'Encontre as ofertas de Alvorada Supermercados em Itu e os melhores catálogos e ... Catálogo Atacadão em Itu | SP - Todas as lojas (exceto Atibaia) | 17.', 'Todos as localidades da Alvorada Supermercados e horário de funcionamento em Itu. ... Alvorada Supermercados Av. Caetano Ruggieri, nº 4001 Itu.', 'Photos · Map · R. Antônio de Toledo Piza de Almeida 100. Itu - SP 13306-180. Brazil. Directions · (11) 4024-2331. Call Now · More Info. Menu for Supermercados\xa0...', 'A empresa Supermercado Alvorada Itu - Loja 14 trabalha na categoria Supermercados na cidade de Itu, SP na Av. da Felicidade, Nº 155 - Cidade Nova I. Entre\xa0...']"
SUPERMERCADO PEG PAG JARDIM,NAO DISPONIBILIZADO,"['https://m.yelp.com/biz/supermercado-peg-pag-jardim-jardim', 'https://www.solutudo.com.br/empresas/ms/jardim/super-minimercados/supermercado-peg-pag-jardim-10214445', 'https://listaamarela.com.br/empresa/ms/jardim/supermercado-peg-pag-jardim-8669536', 'https://www.guiatelefone.com/jardim-ms/mercados-e-supermercados/754983/supermercado-peg-pag-jardim', 'https://guiacidade.com.br/jardim-ms/empresa/supermercado-peg-pag-jardim-16899040.html', 'https://www.apontador.com.br/local/ms/jardim/supermercados/C4076168065B3O5B31/supermercado_peg_pag_jardim.html', 'https://applocal.com.br/empresa/supermercado-peg-pag-jardim/jardim/ms/8680886', 'https://m.guiaking.com.br/empresa/supermercado+peg+pag+jardim_jardim_ms_356495.html', 'https://www.descubraonline.com/guia/ms/jardim/supermercado-peg-pag-jardim-09245730000127/']","['R. Tenente Bernardes 471. Jardim - MS 79240-000. Brazil. Directions ; (67) 3251-2083. Call Now ; More Info. Menu for Supermercado Peg Pag Jardim.', 'A empresa Supermercado Peg Pag Jardim trabalha há mais de 16 anos na categoria Super - Minimercados na cidade de Jardim, MS na Rua Tenente Bernardes,\xa0...', 'SUPERMERCADO PEG PAG JARDIM. SUPERMERCADO PEG PAG JARDIM está na categoria da Supermercados em Jardim/MS. Rua Tenente Bernardes , 471. Centro, Jardim, MS.', 'Avaliações, telefone e endereço de SUPERMERCADO PEG PAG JARDIM em Centro, Jardim, MS. Ligue (67) 3251-20...', 'Supermercado Peg Pag Jardim. Supermercado Peg Pag Jardim. R Tenente Bernardes, 471 Centro - Jardim/MS. (67) 325... Ver Telefone\xa0...', '... as fotos e as avaliações do Supermercado Peg Pag Jardim especializado em null localizado em Rua Tenente Bernardes, 471, 79240-000, Centro, Jardim, MS.', 'Contato Ligue ☎ (67)... Supermercado Peg Pag Jardim em Jardim, MS. Você procura por Supermercados na região? Faça a sua lista de compras e venha conferir\xa0...', 'Supermercados em Jardim MS Endereço: R Tenente Bernardes 471 - Bairro: Centro 79240-000 (67) 3251-2083. Empresas Relacionadas. ANTONIO RAMALHO BRINGEL.', 'Supermercado Peg Pag Jardim em Jardim, Mato Grosso do Sul. Acesse agora e confira ✆ Telefones, Endereço, E-mail, Situação, CNAEs, Data de Abertura...']"
QUALIDADE SUPERMERCADO,+55 14 3239-2977,"['https://www.facebook.com/qualidadesupermercado/', 'https://www.instagram.com/qualidadesupermercados/?hl=en', '/search?q=QUALIDADE+SUPERMERCADO,+BAURU+-+SP&tbm=isch&source=univ&fir=ZMpVoWX8xrOTJM%252CW2jvOHEqE4nX8M%252C_%253BvmkjxrpSWEl-tM%252CW2jvOHEqE4nX8M%252C_%253BRcBrlNQaUc2qgM%252CMpWXu2LiAw3FwM%252C_%253BJDViazFK9z6BKM%252CW2jvOHEqE4nX8M%252C_%253BXh0NZxwe_FqyPM%252CW2jvOHEqE4nX8M%252C_%253Bv85-STT1qoRe9M%252C4al7H--5KP1c8M%252C_%253BUwfS67QYMLUEQM%252CW2jvOHEqE4nX8M%252C_%253BM78RL9FFKxrZzM%252CLzoiE61gEzyydM%252C_%253BkVq_vAJePegQUM%252CW2jvOHEqE4nX8M%252C_%253BmbwVDGIrscNeWM%252CW2jvOHEqE4nX8M%252C_&usg=AI4_-kR41nme2DjWGYyTYqH2p2dp1wy9dg&sa=X&ved=2ahUKEwiRuOThj5_9AhWFD1kFHfnVCjQQjJkEegQIChAC', 'https://www.solutudo.com.br/empresas/sp/bauru/supermercados/supermercado-qualidade-17973654', 'https://nicelocal.br.com/bauru/shops/qualidade_supermercado/', 'https://www.descubraonline.com/guia/sp/bauru/qualidade-supermercado-05202935000174/', 'https://www.locaisdobrasil.com.br/encontre/mercados/bauru-sp/qualidade-supermercado/631baa432b32f90f24df84b4', 'https://www.diariocidade.com/sp/bauru/guia/qualidade-supermercado-05202935000174/']","['Page · Supermarket · Rua Cesar Cruz Ciafrei, 6-13, Bauru, SP, Brazil · +55 14 3239-2977 · Not yet rated (3 Reviews) · See More About Qualidade supermercado · Pinned\xa0...', 'Produtos inspecionados e com qualidade indiscutível! Lojas Bauru: Octávio Rasi Jd. Chapadão Comendador Jaú: Jardim Pires #qualidadesupermercados.', 'Supermercado Qualidade ; Endereço. Rua Cézar Cruz Ciafrei, 6-13, Núcleo Habitacional Mary Dota Bauru/SP - CEP 17026-770 ; Telefone. (14) 3239-2977 ; Email.', 'Qualidade Supermercado,: localização da loja e detalhes de contato, ... Brasil, 17026-800, Bauru - SP, R. César Cruz Ciafrei, 6-13 - Jardim Chapadao.', 'Qualidade Supermercado em Bauru, São Paulo. Acesse agora e confira ✆ Telefones, Endereço, E-mail, Situação, CNAEs, Data de Abertura...', 'Qualidade Supermercado em Bauru - SP, melhor Mercados da região. Veja como chegar no endereço, horário de funcionamento, telefone, promoções,\xa0...', 'Qualidade Supermercado em Bauru - SP, São Paulo. Confira ✆ telefones, endereço, e-mail, atividade principal, razão social | Guia de empresas | Diário\xa0...']"
MERCOCENTER,+55 14 3237-1459,"['https://m.yelp.com/biz/mercocenter-supermercados-bauru', 'https://www.solutudo.com.br/empresas/sp/bauru/super-minimercados/mercocenter-supermercados-139536', 'https://www.facebook.com/MercoMaisSupermercados/', 'https://foursquare.com/v/mercocenter/4da619aa0437d0a79345e6ce', 'https://www.listaamarela.com.br/empresa/sp/bauru/mercocenter_supermercados_7770774', 'https://guiafacil.com/site/mercocenter-supermercados/bauru/sp/1432321999/', 'https://www.econodata.com.br/consulta-empresa/04102741000134-MERCO-M-COMERCIO-DE-ALIMENTOS-LTDA']","['Bauru - SP 17020-690. Brazil. Directions. (14) 3237-1459. Call Now. More Info. Menu for Mercocenter Supermercados. Known For. No. Offers Delivery.', 'Mercocenter Supermercados ; Endereço. Alameda Cônego Aníbal Difrância, 2-6, Parque Alto Sumaré Bauru/SP - CEP 17020-690 ; Telefone. (14) 3237-1459 ; Email.', 'Merco Mais Supermercado · Page · Supermarket · Cônego Aníbal Difrância, 2-6, Bauru, SP, Brazil · +55 14 3202-9255 · mercocenterloja1@uol.com.br · Closed now · Rating\xa0...', 'See 1 tip from 31 visitors to Mercocenter. ... Mercocenter. Miscellaneous Shop ... ""A loja mais completa de acessórios e fantasias de Bauru e região!"".', 'MERCOCENTER SUPERMERCADOS ; KIBARATO SUPERMERCADO · Parque São João em Bauru , SP · (14) 3218... ver telefone ; SUPERMERCADO VIEIRA DIAS SILVA BAURU · Jardim Nova\xa0...', 'MERCOCENTER SUPERMERCADOS tem como foco o segmento de Supermercados em Bauru. Você pode localizá-lo em Rua Carlos Marques, 15030 no bairro Jardim Bela V...', 'Consulte o CNPJ da MERCOCENTER de Bauru, SP, seus sócios e contatos como telefones, emails e website, além de faturamento, quantidade de funcionários,\xa0...']"
SUPERMERCADO BONANCA,+55 14 3277-7076,"['https://www.facebook.com/supermercadobonanca/?locale=pt_BR', 'https://www.solutudo.com.br/empresas/sp/bauru/super-minimercados/supermercado-bonanca-100007', 'https://www.apontador.com.br/local/sp/bauru/alimentos_e_bebidas/KK6X43DQ/supermercado_bonanca.html', 'https://www.econodata.com.br/consulta-empresa/09168085000196-SUPERMERCADO-BONANCA-EIRELI', 'https://www.diariocidade.com/sp/bauru/guia/supermercado-bonanca-09168085000196/', 'https://www.listamais.com.br/local/cad_idXB7D7Qf/supermercado-bonanca-ltda-mercados-em-bauru-sp', 'http://cnpj.info/Supermercado-Bonanca-Eireli-Supermercado-Bonanca']","['Dê uma passada e confira você mesmo! - Duas lojas: Rua Alberto Del Masso Nº 5-4;1 Pousada da Esperança Telefone: 14- 3277-7105', 'Rua Alberto Del Masso, 5041, Pousada da Esperança I Bauru/SP - CEP 17022-096. Ver telefone. (14) 3239-2081 · Ligar · Como chegar. Compartilhar.', 'Supermercado Bonanca. Rua Alberto Del Masso, 541, Pousada da Esperança Ii,Bauru - SP, CEP: 17022-096. 0 avaliações.', '09.168.085/0002-77. SUPERMERCADO BONANCA EIRELI. 17.051-420. AVENIDA ELIAS MIGUEL MALUF 6-70, - VILA INDUSTRIAL. BAURU, SP. Comércio Varejista. 1 a 10\xa0...', 'Supermercado Bonanca em Bauru - SP, São Paulo. Confira ✆ telefones, endereço, e-mail, atividade principal, razão social | Guia de empresas | Diário Cidade.', ""Supermercado Bonanca Ltda Bauru SP Mercados | Encontre na Lista Mais o Telefone, WhatsApp, Endereço, Avaliações e Como Chegar em rua alberto del'masso,"", 'Consulta CNPJ da empresa Supermercado Bonanca LTDA | Supermercado Bonanca. Também ver outro informações: situação cadastral, ... BAURU - SP 17022-096\xa0...']"
