,tel,link,descricao
COMERCIAL SANTO ANTONIO DE PADUA,NAO DISPONIBILIZADO,"['https://comercialsaoluis.com.br/', '/search?q=COMERCIAL+SANTO+ANTONIO+DE+PADUA,+SAO+LUIS+-+MA&tbm=isch&source=univ&fir=r03fBiR8QE4VeM%252C92ZUv7LfKq86qM%252C_%253Br-GsJOKEzBwsXM%252C92ZUv7LfKq86qM%252C_%253B-CRz6Z0QGycM-M%252CEqVHt-H-Az620M%252C_%253ByhZz4NygWOg8vM%252CG_o5_NK03NItYM%252C_%253BgfLovUAYQR5pSM%252C8mWh4nPfEIYx3M%252C_%253BOW9v7-EjYNjWeM%252C3kNYSgFBXXvbMM%252C_%253BvsJqnJyiszr6xM%252C92ZUv7LfKq86qM%252C_%253BgxNXAx6z_iI1gM%252CcUyFb2F4EJmEwM%252C_%253Bz-uv_ZAhvYZMsM%252CzyO_r_GIOxa7EM%252C_%253BzHihBehGifkNwM%252C8a5K6tPbF6B-PM%252C_&usg=AI4_-kTBXe0E3GJXIXXX7dS1B5409i-tsA&sa=X&ved=2ahUKEwjS9oq60qf9AhWiEVkFHaASAMAQjJkEegQIFRAC', 'https://cnpj.biz/02500135000141', 'https://www.facebook.com/ParStAntoniodePadua/', 'https://empresasdobrasil.com/empresa/comercial-santo-antonio-de-padua-02500135000141', 'https://br.linkedin.com/in/antonio-de-padua-costa-658a9b146', 'https://moovitapp.com/index/en/public_transit-Igreja_De_Santo_Ant%C3%B4nio_De_P%C3%A1dua-Sao_Luis-site_190478662-4043']","['A Comercial São Luis, maior Home Center do recôncavo baiano, atua há 80 anos no mercado. Localizada em Santo Antônio de Jesus-BA, a 180 km de Salvador,\xa0...', 'Localização. Logradouro: Avenida Jose Sarney, 31 A. Bairro: Camboa. CEP: 65099-110. Município: São Luís. Estado: Maranhão. Para correspondência: Comercial\xa0...', 'Paróquia Santo Antônio de Pádua, São Luís, Brazil. 1870 likes · 7 talking about this · 2797 were here. Página da Paróquia Santo Antônio de Pádua, cuja...', 'Dados da empresa COMERCIAL SANTO ANTONIO DE PADUA - C R ALMEIDA - ME - CNPJ 2500135000141. ... Cidade São Luís. CEP 65.099-110. Telefone: Não disponível\xa0...', 'Veja o perfil profissional de Antonio de Padua CostaAntonio de Padua Costa no LinkedIn. O LinkedIn é a maior rede de negócios do mundo,\xa0...', 'Directions to Igreja De Santo Antônio De Pádua (São Luis) with public transportation. The following transit lines have routes that pass near Igreja De Santo\xa0...']"
MINIMERCADO BRASIL,NAO DISPONIBILIZADO,"['https://www.econodata.com.br/consulta-empresa/08669555000132-JOAO-A-DA-SILVA-CIA-LTDA', 'https://www.guiatelefone.com/foz-do-iguacu-pr/distribuidores-de-alimentos-e-bebidas/1486839/minimercado-brasil', 'https://foz.portaldacidade.com/guia-comercial/foz-do-iguacu/mini-mercado-franciele', 'https://www.facebook.com/Minimercadogabriel1/?locale=pt_BR', 'https://www.solutudo.com.br/empresas/pr/foz/super+minimercados', 'https://www.yelp.com/search?cflt=grocery&find_loc=Foz+do+Igua%C3%A7u+-+PR', 'https://g1.globo.com/pr/oeste-sudoeste/especial-publicitario/market-4-u/noticia/2021/04/07/maior-rede-de-minimercados-autonomos-do-brasil-chega-a-foz-do-iguacu.ghtml']","['Consulte o CNPJ da MINIMERCADO BRASIL de Foz do Iguaçu, PR, seus sócios e contatos como telefones, emails e website, além de faturamento, quantidade de\xa0...', 'Avenida Brasil, 500 - SL 1 - Centro, Foz do Iguaçu, PR - Cep: 85851-000 - Ver no mapa. Telefone. (45) 3523-5628 · Sugerir alteração. Avalie. Sua Avaliação.', 'Veja o telefone, endereço e demais informações de Mini Mercado Franciele em Foz do Iguaçu / PR | Supermercados e Mercados em Foz do Iguaçu / PR | Portal da\xa0...', 'Mini Mercado Gabriel · Página · Mercearia · Rua: Palestra Italia 893, Foz do Iguaçu, PR, Brazil · +45 99 29 37 17 · Fechado agora · Classificação · 5,0 (14\xa0...', 'Procurando por Super - Minimercados em Foz do Iguaçu, PR? A Solutudo reúne as melhores opções e as melhores ofertas em Super - Minimercados da cidade.', 'Best Grocery in Foz do Iguaçu - PR, Brazil - Super Muffato, Ruta 12, Big Hipermercado, Supermercado Sol, Supermercado Nipon, Supermercado Ideal,\xa0...', 'Apr 7, 2021 — Pensando nisso, a maior rede de minimercados autônomos do Brasil chegou a Foz do Iguaçu no início de 2021. Moradores podem fazer compras 24\xa0...']"
COMERCIAL BELAL,NAO DISPONIBILIZADO,"['https://www.descubraonline.com/guia/pr/foz-do-iguacu/comercial-belal-04231037000181/', 'https://www.procuroacho.com/empresas/pr/foz-do-iguacu/04.231.037/0001-81/comercial-belal', 'https://www.diariocidade.com/pr/foz-do-iguacu/guia/comercial-belal-04231037000181/', 'https://informacoesdobrasil.com.br/local/pr/foz-do-iguacu/comercial-belal-rua-assis-brasil-578+4278351/', 'https://cnpj.biz/04231037000181', 'https://cidadeurgente.com/pr/foz-do-iguacu/guia/comercial-belal-04231037000181/', 'https://foz.portaldacidade.com/guia-comercial/foz-do-iguacu/condominio-residencial-megavila', 'https://www.booking.com/hotel/br/wyndham-golden-foz-suites.html', 'https://www.booking.com/hotel/br/foz-plaza.en-gb.html', 'https://www.hotelbellaitalia.com.br/']","['Confira abaixo os telefones, endereço e e-mail para contato de Comercial Belal em Foz do Iguaçu, Paraná. BELAL COMERCIO DE ALIMENTOS LTDA com o CNPJ 04.231.037/\xa0...', 'Informações da Empresa Comercial Belal - 04.231.037/0001-81. ... Localizada em Foz do Iguacu / PR, a empresa é uma Matriz do tipo Sociedade Empresária\xa0...', 'A empresa Comercial Belal, localizada no bairro Vila Portes, em Foz do Iguaçu-PR foi fundada em 2001. A atividade principal da empresa é Comércio Varejista\xa0...', 'COMERCIAL BELAL. Rua Assis Brasil, 578, Foz do Iguaçu - PR. Editar os dados desse local. Distrito: FOZ DO IGUAÇU Subdistrito: FOZ DO IGUAÇU.', 'CNPJ: 04.231.037/ ; Inscrição Estadual PR: 90237217-21 ; Razão Social: Belal Comercio de Alimentos LTDA ; Nome Fantasia: Comercial Belal ; Data da Abertura: 12/01/\xa0...', 'Comercial Belal em Foz do Iguaçu - PR, Paraná. Confira ✆ telefones, endereço, e-mail, atividade principal, razão social | Guia de empresas | Guia da\xa0...', 'Jardim Residencial Bela Vista - 85.856-630 - Foz do Iguaçu/PR ... Condomínio Centro Comercial Las Hadas ... Condomínio Comercial Residencial Grand Prix.', 'Rua Rui Barbosa, 394, Foz do Iguacu City Centre, Foz do Iguaçu, CEP 85851-170, Brazil – Great location ... High floor with great views of the Parana river.', 'Rua Marechal Deodoro, 1819, Foz do Iguacu City Centre, Foz do Iguaçu, CEP 85851-030, Brazil – Excellent location - show map.', 'Com sua tradição, estrutura atualizada, excelência em seus serviços e gastronomia é a melhor opção para sua hospedagem em Foz do Iguaçu.']"
MERCEARIA CEREJEIRA,NAO DISPONIBILIZADO,"['https://www.solutudo.com.br/empresas/pr/pnt-grossa/distribuidoras-de-alimentos/mercearia-cerejeira-6076579', 'https://cnpj.biz/09103675000130', 'https://www.descubraonline.com/guia/pr/ponta-grossa/mercearia-cerejeira-09103675000130/', 'https://www.diariocidade.com/pr/ponta-grossa/guia/mercearia-cerejeira-09103675000130/', 'https://brazilguide.net/c/i-peca-e-cia-ltda-09103675000130', 'https://www.dnb.com/business-directory/company-profiles.ivo_peca.28b1beba6bde4b1560cd143388baa45d.html', 'https://cadastroempresa.com.br/cnpj/09.103.675/0001-30-mercearia-cerejeira-ivo-peca', 'https://consultacnpj.com/cnpj/ivo-peca-mercearia-cerejeira-09103675000130', 'https://guiafacil.com/endereco/rua-cerejeira/ponta-grossa/pr/']","['A empresa Mercearia Cerejeira trabalha há mais de 15 anos na categoria Distribuidoras de Alimentos na cidade de Ponta Grossa, PR na Rua Cerejeira,\xa0...', 'Contatos. Telefone(s): (42) 3239-1113 (Ligar). Localização. Logradouro: Rua Cerejeira, 707. Bairro: Santa Paula. CEP: 84061-210. Município: Ponta Grossa.', 'Confira abaixo os telefones, endereço e e-mail para contato de Mercearia Cerejeira em Ponta Grossa, Paraná. ; Razão Social: IVO PECA ; Nome Fantasia: MERCEARIA\xa0...', 'A empresa Mercearia Cerejeira, localizada no bairro Santa Paula, em Ponta Grossa-PR foi fundada em 2007. A atividade principal da empresa é Comércio\xa0...', 'A empresa Mercearia Cerejeira localizada em Rua Cerejeira, 707, Contorno, Ponta Grossa/PR - possui CNPJ 091.036.750/0013-0.', 'Doing Business As: MERCEARIA CEREJEIRA. Company Description: ... Address: PONTA GROSSA, PARANA Brazil. *Address and contact information is available with\xa0...', 'Mercearia Cerejeira - Ivo Peca com CNPJ 09.103.675/0001-30 é uma empresa de Ponta Grossa/PR aberta em 27/09/2007. Acesse para mais informações.', 'Empresa de ponta grossa /PR fundada em 27/09/2007. Sua atividade principal é Comércio varejista de produtos alimentícios em geral ou especializado em produtos\xa0...', 'Veja no mapa como chegar em Rua Cerejeira em Ponta Grossa e as empresas e profissionais que se localizam neste endereço. O CEP é 84061...']"
MIEL SALGADOS,NAO DISPONIBILIZADO,"['https://www.solutudo.com.br/empresas/sp/pontal/distribuidoras-de-alimentos/miel-salgados-8299954', 'https://cnpj.biz/08450452000268', 'https://www.diariocidade.com/sp/pontal/guia/miel-salgados-08450452000187/', 'https://restaurantguru.com.br/Miel-Salgados-Pontal', 'https://cidadeurgente.com/sp/pontal/guia/miel-salgados-08450452000268/', 'https://avaliacoesbrasil.com/cafeteria/sao-paulo/miel-salgados-loja-2/']","['Miel Salgados ; Endereço. Rua Ananias Da Costa Freitas, 784, Centro Pontal/SP - CEP 14180-000 ; Telefone. (16) 3953-1608 ; Email. jamilcontabil@netpontal.com.br.', 'CNPJ: 08.450.452/ ; Inscrição Estadual SP: 550.025.438.119 ; Razão Social: Jesmiel Bianculli ; Nome Fantasia: Miel Salgados ; Data da Abertura: 12/07/2013 9 anos, 6\xa0...', 'A empresa Miel Salgados, localizada no bairro Centro, em Pontal-SP foi fundada em 2006. A atividade principal da empresa é Comércio Varejista de Produtos\xa0...', 'Jan 5, 2023 — O menu deste pub & bar é recomendado para os amantes da culinária. O Google dá uma classificação 4.8, então escolha pub & bar Miel Salgados\xa0...', 'Miel Salgados em Pontal - SP, São Paulo. Confira ✆ telefones, endereço, e-mail, atividade principal, razão social | Guia de empresas | Guia da Cidade.', '10 Comentários. Miel Salgados - Loja 2. Cafeteria. Lanchonete. R. Olegário Alves da Silva - Jardim Raimunda Fernandes, Pontal - SP, 14180-000, Brasil.']"
SHEEP ESPORTE & NUTRICAO,NAO DISPONIBILIZADO,"['https://m.yelp.com/biz/sheep-esporte-e-nutri%C3%A7%C3%A3o-jundia%C3%AD-2', 'https://foursquare.com/v/sheep-esporte--nutri%C3%A7%C3%A3o/4e7396ea88778d253b330acd', 'https://guiafacil.com/site/sheep-esporte-e-nutricao/jundiai/sp/1145231326/', 'https://www.listamais.com.br/local/cad_idXDZQ0BQ/sheep-esporte-e-nutricao-suplementos-alimentares-em-jundiai-sp', 'https://www.econodata.com.br/consulta-empresa/01064001000162-SHEEP-COMERCIO-DE-SUPLEMENTO-ALIMENTAR-E-ROUPAS-LTDA', 'https://www.ligueinformajundiai.com.br/a/jundiai-sp/sheep-esporte-e-nutricao/', 'https://eguias.net/empresa/sheep-esporte-e-nutricao/jundiai/sp/2160380', 'https://clasp.com.br/sheep-esporte-e-nutricao-vila-virginia-jundiai-sp/a/NTc4NTQ3', 'https://www.listaamarela.com.br/empresa/sp/jundiai/sheep-esporte-e-nutricao-10566261', 'https://applocal.com.br/empresa/sheep-esporte-e-nutricao/jundiai/sp/10577612/amp']","['Photos · Map · R. do Rosário 77. Jundiaí - SP 13201-014. Brazil. Directions · (11) 4521-7919. Call Now · More Info. Menu for Sheep Esporte e Nutrição · Known For. No.', 'See 2 photos from 18 visitors to Sheep Esporte & Nutrição.', 'SHEEP ESPORTE E NUTRICAO tem como foco o segmento de Suplementos Alimentares em Jundiaí. Você pode localizá-lo em Rua Major Gustavo Adolfo Storch, 145 n...', 'Jundiaí - SP. Contato. Telefone (11) 4523-1326.', 'Consulte o CNPJ da SHEEP ESPORTE & NUTRICAO de Jundiaí, SP, seus sócios e contatos como telefones, emails e website, além de faturamento, quantidade de\xa0...', 'Sheep Esporte e Nutrição Jundiai na lista Ligue Informa. ... R do Rosário, 77 - Centro - Jundiai - SP. 11 4521..(Ver Telefone). +INFO. (11) 4521-7919\xa0...', 'SHEEP ESPORTE E NUTRIÇÃO está localizada no bairro Vila Virgínia na cidade de Jundiaí, SP. Atuamos no segmento Suplementos Alimentares.', '(11) 4523-1326. Rua Maj Gustavo Adolfo Storch 145. Vila Virgínia, Jundiaí - SP. Peça um orçamento ou entre em contato. Nome. E-mail. Telefone. Mensagem.', 'SHEEP ESPORTE E NUTRIÇÃO está na categoria da Suplementos Alimentares em Jundiaí/SP. Rua do Rosário , 77. Centro, Jundiaí, SP.', 'Sheep Esporte e Nutrição, uma empresa consolidada na categoria de Produtos Alimentícios em Jundiaí, SP. Nós distribuímos alimentos para diversos seguimentos\xa0...']"
NEW AGUAS JUNDIAI,+55 11 4816-1393,"['https://newagua.com.br/', 'https://www.solutudo.com.br/empresas/sp/jundiai/agua-e-gelo/new-agua-distribuidora-de-agua-mineral-118221', 'https://moovitapp.com/index/en/public_transit-New_Agua_Jundiai_Distribuidora_De_Agua_Mineral-Jundiai-site_51012810-3812', 'http://cnpj.info/New-Agua-Jundiai-Distribuidora-de-Agua-Mineral-New-Aguas-Jundiai', 'https://www.maisdireto.com.br/fontes-e-distribuidores-de-agua-mineral/vila-arens-ii/jundiai/sp/new-agua-jundiai-distribuidora-de-agua-mineral-683989', 'https://acharei.com.br/poi/new_agua_rua_maestro_frederico_nano-1168334.html', 'https://www.planetabrasileiro.com/new-agua-jundiai-distribuidora-de-agua-mineral-ltda-jundiai-sp-F1607C70019D6', 'https://www.descubraonline.com/guia/sp/jundiai/new-aguas-jundiai-03204180000111/']","['Há mais de 20 anos atuando no ramo de distribuição de água mineral natural na região de Jundiaí, a New Água trabalha com produtos de consumo retornável e\xa0...', 'Endereço. Rua Maestro Frederico Nano, 342, Vila Arens II - - Jundiaí/SP - CEP 13202-542 ; Telefone. (11) 4816-1396 • (11) 4816-1609 ; Email. new.aguamineral@gmail\xa0...', '6 days ago — Directions to New Agua Jundiai Distribuidora De Agua Mineral (Jundiaí) with public transportation. The following transit lines have routes\xa0...', 'Nome da empresa, NEW AGUA JUNDIAI DISTRIBUIDORA DE AGUA MINERAL LTDA ; Fantasia nome, NEW AGUAS JUNDIAI ; Inicio atividade data, 1999-06-01 ; Natureza jurídica\xa0...', 'New Água Jundiaí Distribuidora de Água Mineral - Rua Frederico Nano, Vila Arens II - Jundiaí SP! Telefone (11) 4816-1393. Fontes e Distribuidores de Água\xa0...', 'R. Maestro Frederico Nanô, 342 - Vila Arens II, Jundiaí - SP, 13202-542, Brasil ... New Água - Galão de Água em Jundiaí - Distribuidora - Home - Disque Água\xa0...', 'Mar 23, 2022 — Fontes e Distribuidores de Água Mineral. alimentos - endereço: r Frederico Nano,mto, 342 - Vl Arens Ii - (13202542) Jundiaí, São Paulo\xa0...', 'Confira abaixo os telefones, endereço e e-mail para contato de New Aguas Jundiai em Jundiaí, São Paulo. NEW AGUA JUNDIAI DISTRIBUIDORA DE AGUA MINERAL LTDA com\xa0...']"
LOJA DE CONVENIENCIA ACACIAS,NAO DISPONIBILIZADO,"['https://www.descubraonline.com/guia/sp/assis/loja-de-conveniencia-acacias-04153606000118/amp/', 'https://cadastroempresa.com.br/cnpj/04.153.606/0001-18-loja-de-conveniencia-acacias-josepha-ribeiro-giroto-assis', 'https://www.solutudo.com.br/empresas/busca?q=conveniencia&cidade=assis&estado=sp', 'https://www.planetabrasileiro.com/assis/conveniencias', 'https://www.apontador.com.br/local/sp/assis/parques/C407972F3B1D2S1D29/mercadinho_do_parque.html', '/search?q=LOJA+DE+CONVENIENCIA+ACACIAS,+ASSIS+-+SP&tbm=isch&source=univ&fir=FE1xvtkGNlWLoM%252C1dpcYJhJ3X7NjM%252C_%253BOJH2Of_TQqdy3M%252Cm4tx0sHRHbw3NM%252C_%253BRv9IKQ3SEBoSHM%252CNHnvkZOobGElIM%252C_%253BkCdo-X1WbdXpXM%252CNHnvkZOobGElIM%252C_%253B2uLZi5paP1inaM%252Cm4tx0sHRHbw3NM%252C_%253BfeR0AvqZHYzv8M%252CNHnvkZOobGElIM%252C_%253BogZ2X_7J7UrG2M%252CRpyH9Rwsp8h7jM%252C_%253BtyFXqL1uRV0ZuM%252C1dpcYJhJ3X7NjM%252C_%253Bw_KRiZMCzoYO_M%252CNHnvkZOobGElIM%252C_%253B-ROF4_U4UpvaUM%252Cm4tx0sHRHbw3NM%252C_&usg=AI4_-kQnnNSEpozWDCwG6dYFV9G3CYUzww&sa=X&ved=2ahUKEwjE9vvl0qf9AhVyFVkFHZV9DcAQjJkEegQIExAC']","['Confira abaixo os telefones, endereço e e-mail para contato de Loja De Conveniencia Acacias em Assis, São Paulo. · Endereço e dados de contato de LOJA DE\xa0...', 'Logradouro: Gildo dos Santos Granjeia, 120 ; Bairro: Parque das Acacias ; CEP: 19813-140 ; Município: Assis ; Estado: São Paulo.', 'Procurando por ""conveniencia"" em Assis, SP ? A Solutudo reúne as melhores opções e as melhores ofertas em ""conveniencia"" da cidade.', 'conveniências, conveniência lojas - endereço: Rua Constituição, 471 - Vl Ouro Verde - (19816622) Assis, São Paulo - telefone: +55 (18) 332282...', '... as avaliações do Mercadinho do Parque especializado em null localizado em Rua Gildo dos Santos Granjeia, 110, 19813-140, Parque das Acácias, Assis, SP.']"
BLUEBERRY,NAO DISPONIBILIZADO,"['https://www.solutudo.com.br/empresas/sc/gaspar/distribuidoras-de-alimentos/blueberry-6905058', '/search?q=BLUEBERRY,+GASPAR+-+SC&tbm=isch&source=univ&fir=aMtpRIPzELOTzM%252Cs2r8Ior5o6tnGM%252C_%253BJ4wJNg38xTbncM%252Chqm7sMk3hOhxxM%252C_%253BxkddZZNDt36-HM%252Cj2OjiHutzZab0M%252C_%253B7nUa8k2MAuS67M%252Cj2OjiHutzZab0M%252C_%253BcRwK83ey8Jr9xM%252Cj2OjiHutzZab0M%252C_%253BqcUWhG1PX1iMVM%252Cj2OjiHutzZab0M%252C_%253BJUJn6fUR4IdWPM%252Chu14hThgAxDEGM%252C_%253Bcp9B-kZVwyG3EM%252CYbCY6hXZ4GAN4M%252C_%253Bp973-1RIBhIDfM%252Cj2OjiHutzZab0M%252C_%253B_N8b7xlOdm-JEM%252CyDl23u6YVcQEuM%252C_&usg=AI4_-kRHRsUocAt3SEifK87zdAyLUy2PMw&sa=X&ved=2ahUKEwiRqp7s0qf9AhW1EFkFHad2BrYQjJkEegQICRAC', 'https://www.econodata.com.br/consulta-empresa/08807715000162-BLUEBERRY-COMERCIO-DE-PRODUTOS-NATURAIS-LTDA', 'https://www.apontador.com.br/local/sc/gaspar/enderecos_empresariais/C4089157540B4C0B41/blueberry.html', 'https://www.descubraonline.com/guia/sc/gaspar/blueberry-08807715000162/', 'https://www.diariocidade.com/sc/gaspar/guia/blueberry-08807715000162/', 'https://applocal.com.br/empresa/blueberry/gaspar/sc/12870592', 'https://cnpj.biz/08807715000162', 'https://paginaamarela.com.br/empresa/blueberry/gaspar/sc/12868883']","['A empresa Blueberry trabalha desde 2007 na categoria Distribuidoras de Alimentos na cidade de Gaspar, SC na Rua Anfiloquio Nunes Pires, Nº 5309 - Sala: 01;\xa0...', 'Consulte o CNPJ da BLUEBERRY de Gaspar, SC, seus sócios e contatos como telefones, emails e website, além de faturamento, quantidade de funcionários,\xa0...', 'Blueberry. Rua Nilton Cardoso, 266, TERREO, Bela Vista,Gaspar - SC, ... Localização. Rua Nilton Cardoso, 266, TERREO, Bela Vista, 89110-000, Gaspar - SC.', 'Blueberry em Gaspar, Santa Catarina. ... BLUEBERRY COMERCIO DE PRODUTOS NATURAIS LTDA com o CNPJ 08.807.715/0001-62, ... Bela Vista - Gaspar - SC', 'Blueberry em Gaspar - SC, Santa Catarina. Confira ✆ telefones, endereço, e-mail, atividade principal, razão social | Guia de empresas | Diário Cidade.', 'Blueberry fica sediada no endereço Rua Nilton Cardoso 266 no bairro Bela Vista na cidade de Gaspar, SC. Saiba como chegar navegando pelo mapa. O CEP do endereço\xa0...', 'Todos os dados da empresa Blueberry Comercio de Produtos Naturais LTDA com CNPJ 08.807.715/0001-62 - 08807715000162 de Gaspar/SC. Telefone, E-mail, Sócios.', 'Blueberry exerce/atua como Ramo de Atividade de Empresas e localiza-se na Rua Nilton Cardoso no bairro Bela Vista na cidade de Gaspar, SC.']"
ASSADOS DO SUL,+55 47 99989-9011,"['https://www.facebook.com/aassadosdosul/', 'https://www.solutudo.com.br/sc/gaspar/restaurantes/assados-do-sul-6903923', 'https://www.guiatelefone.com/gaspar-sc/restaurantes/2431065/assados-do-sul', 'https://pt.foursquare.com/v/assados-do-sul/503a2e8fe4b01bb806ebed38', 'https://www.here.com/p/076xjxn4-c5072413de2f06263023188085834990', 'https://inteligue.com.br/assados-do-sul', 'https://www.zapia.digital/gaspar-sc/centro/restaurante/assados-do-sul/2244885', 'https://paginaamarela.com.br/empresa/assados-do-sul/gaspar/sc/11306856']","['No mercado, a empresa está localizada na Rua Emma Reinert, Nº 11 no bairro Centro em Gaspar - SC, CEP 89110-001. A empresa Assados Do Sul está cadastrada na\xa0...', 'Assados do Sul, o melhor lugar para comer da região. Aqui você encontra a comida mais deliciosa da cidade de Gaspar, SC. Espaço ideal para fazer reuniões de\xa0...', 'Ver 1 foto de 20 clientes para Assados Do Sul. ... Assados Do Sul. Restaurante Brasileiro e Casa de Frango Frito$$$$. Gaspar. Salvar. Compartilhar.', 'Assados do Sul Rua Industrial José Beduschi Gaspar - Restaurant Brazilian. Drive, bike, walk, public transport directions on map to Assados do Sul - HERE\xa0...', 'Mais Restaurantes em Gaspar - SC · ASSADOS DO SUL · CASCANEIA · BOCÃO RESTAURANTE E LANCHONETE · RESTAURANTE E LANCHONETE MILÃO · RESTAURANTE DELÍCIA DO VALE.', 'A empresa ASSADOS DO SUL atua no segmento de Restaurante e está localizada na Rua Emma Reinert, 11 - AP 5, no bairro Centro em Gaspar/SC\xa0...', 'Assados do Sul é tradição da gastronomia local. Contato: ☎ Telefone (47).... Restaurantes em Gaspar, SC? Venha até nosso restaurante temos várias opções de\xa0...']"
REFRY,+55 91 3228-2667,"['https://www.solutudo.com.br/pa/ananindeua/distribuidoras-de-alimentos/refry-2158190', 'https://www.diariocidade.com/pa/ananindeua/guia/refry-01110060000120/', 'https://www.facebook.com/cnaananindeua1/photos/', 'https://www.descubraonline.com/guia/pa/ananindeua/refry-01110060000120/', 'https://cnpj.biz/01110060000120', '/search?q=REFRY,+ANANINDEUA+-+PA&tbm=isch&source=univ&fir=_VbhHHH0aggGtM%252C7kNdBcDZuh7IgM%252C_%253BS-tuzMez_KAfNM%252CZ-nPPq0VF_UTNM%252C_%253BG5EC4yENy5vy5M%252C8qqsXdFCDSWDkM%252C_%253BFNI-QOldqyhp5M%252CZ-nPPq0VF_UTNM%252C_%253Bik_5q2TWzrvYiM%252CZ-nPPq0VF_UTNM%252C_%253BSEZ-COr6uXhkzM%252C8qqsXdFCDSWDkM%252C_%253BhPjmMyHjlsTU7M%252C8qqsXdFCDSWDkM%252C_%253BxkFCHxwK8ZZowM%252CZ-nPPq0VF_UTNM%252C_%253BpwF3himR0rEqpM%252C7kNdBcDZuh7IgM%252C_%253BV4aBtKna2-OlCM%252C8qqsXdFCDSWDkM%252C_&usg=AI4_-kTho6GSOsWotYuHFRVYWJBce7SAqg&sa=X&ved=2ahUKEwiS28f40qf9AhWLMVkFHbNWApYQjJkEegQIGBAC', 'https://cidadeurgente.com/pa/ananindeua/guia/refry-01110060000120/']","['A empresa Refry trabalha desde 1996 na categoria Distribuidoras de Alimentos na cidade de Ananindeua, PA na Quadra Um, Nº 8 - Cj Valparaiso - Coqueiro.', 'Refry em Ananindeua - PA, Pará. Confira ✆ telefones, endereço, e-mail, atividade principal, razão social | Guia de empresas | Diário Cidade.', ""CNA Ananindeua (Ananindeua - PA). @cnaananindeua1 · ... May be an image of 1 person and text that says 'Referee Juíz Trophy Troféu."", 'REFRY INDUSTRIA E COMERCIO DE ALIMENTOS LTDA com o CNPJ 01.110.060/0001-20, iniciou as atividades em 13/03/1996. A principal atividade dessa empresa é\xa0...', 'Todos os dados da empresa Refry Industria e Comercio de Alimentos LTDA com CNPJ 01.110.060/0001-20 - 01110060000120 de Ananindeua/PA. Endereço, Sócios...', 'Refry em Ananindeua - PA, Pará. Confira ✆ telefones, endereço, e-mail, atividade principal, razão social | Guia de empresas | Guia da Cidade.']"
RUTRA CAN' S PET SHOP,+55 69 99393-3399,"['https://cnpj.biz/04054787000125', 'https://moovitapp.com/index/es/transporte_p%C3%BAblico-Pet_Shop_Pet_C%C3%A3o-Porto_Velho-site_200446382-3767', 'https://m.yelp.com/biz/pet-house-pet-shop-porto-velho', ""/search?q=RUTRA+CAN'+S+PET+SHOP,+PORTO+VELHO+-+RO&tbm=isch&source=univ&fir=jj2F_Ky19jlQTM%252CjgzYnGfcJXwVMM%252C_%253BkUy8-QSiA10rSM%252CQ4L_e0oEJhLR7M%252C_%253BbNJ196W4Nu6LcM%252Cl3v-_78BeZuuHM%252C_%253BVCGAYeOw7CHa0M%252Cl3v-_78BeZuuHM%252C_%253BPaOC1gV8Drm1sM%252CRlwpHi9C9Kq1qM%252C_%253BGX1b8ROxS8Ub-M%252C_v3e-ic0MwI1MM%252C_%253BjVcmgcBQl_z9eM%252CfzMJQbkzCyXFZM%252C_%253BCMYzpcE7l_xspM%252CDU3A2iFiBNzpKM%252C_%253BbpGfka_B1bKKcM%252C_v3e-ic0MwI1MM%252C_%253BKWPEjgk910kymM%252Cl3v-_78BeZuuHM%252C_&usg=AI4_-kRMoiseJT100WSonAn7gEHQ49pUAQ&sa=X&ved=2ahUKEwit_-T-0qf9AhWsMlkFHa3GDk8QjJkEegQIHRAC"", 'https://pittsfieldsuns.com/tracker/index.html?t=sponsor&sponsor_id=7&url=//brenaninliterge.gq/198pittsfieldsunscomXHjmini', 'http://odmp.org/link?url=//lieterturnlefolic.ml/199-ycfodmp651', 'https://www.instagram.com/petshopyamamoto/?hl=en']","['Localização. Logradouro: Avenida Imigrantes, 3357. Bairro: Costa e Silva. CEP: 78918-260. Município: Porto Velho. Estado: Rondônia. Para correspondência:', 'Nov 15, 2022 — Avenida Raimundo Cantuária 6305 Lagoinha Porto Velho - Ro 78910-790 Brasil está a 327 m de distancia, 5 minutos andando. Avenida Amazonas 7067\xa0...', 'Photos · Map · Av. Calama 1263. Porto Velho - RO 76801-309. Brazil. Directions · (69) 3221-4726. Call Now · More Info. Services for Pet House Pet Shop\xa0...', 'Todd cadenhead softball, Witch will dress up, Dota 2 wtf 4, Concurso ifro porto velho ro, Truecopy extended distance licensing, Bcs tak terbatas waktu,\xa0...', 'Simbolos do cristianismo antigo, Filiation paternelle marriage vows, ... Lake ruataniwha holiday park nzxt, Atacadista centro norte porto velho ro mapa,\xa0...', ""Banho e tosa's profile picture · Arra&Sani&Arei  's profile picture · Font,bebed,comed's profile picture · Bolsa&caixa's profile picture · Cama&toca's profile\xa0...""]"
