,tel,link,descricao
KK SUPRIMENTOS,+55 71 4102-0319,[],[]
DELICATESSEN DOCE PAO,NAO DISPONIBILIZADO,"['https://www.instagram.com/delicatessendocepao/?hl=en', 'https://www.facebook.com/delicatessendocepao/', 'https://m.yelp.com/biz/delicatessen-doce-p%C3%A3o-salvador', 'https://www.ifood.com.br/delivery/salvador-ba/doce-pao-brotas-brotas/810410cf-40fe-4e9f-8dee-5b7a85df8645', 'https://www.solutudo.com.br/empresas/ba/salvador/super-minimercados/delicatessen-doce-pao-5404263', 'https://www.econodata.com.br/consulta-empresa/33822941000160-JOSE-LUCIANO-GALINDO-DA-SILVA', 'https://restaurantguru.com.br/Delicatessen-Doce-Pao-Salvador']","['DELICATESSEN DOCE PÃO. Adoçando o seu dia desde 2012   Dom à Dom 06h às 21h50. Café da Manhã  Almoço  Ceia café☕️ Brotas✨Matatu✨Uruguai✨Jardim Cruzeiro', 'Faça seu pedido online na Doce Pão Brotas e receba em casa agora mesmo! Delivery de Restaurantes em Salvador é aqui no iFood.', 'Delicatessen Doce Pao ; Endereço. Rua Doutor Edson Teixeira Barbosa, 32, Fazenda Grande Ii - Cajazeiras Salvador/BA - CEP 41342-165 ; Telefones. (71) 3033-7298\xa0...', 'Consulte o CNPJ da DOCE PAO DELICATESSEN de Salvador, BA, seus sócios e contatos como telefones, emails e website, além de faturamento, quantidade de\xa0...', 'Jan 8, 2023 — Delicatessen Doce Pão #2706 entre Salvador restaurantes: 107 ... #2706 de 26859 lugar para comer em Salvador ... Salvador, Bahia, Brasil.']"
CABANA DA ROSKA,NAO DISPONIBILIZADO,"['https://www.tripadvisor.com.br/LocationPhotoDirectLink-g303272-d4155682-i124411397-Cabana_do_Camarao-Salvador_State_of_Bahia.html', 'https://nl-nl.facebook.com/cabanadacely/', '/search?q=CABANA+DA+ROSKA,+SALVADOR+-+BA&tbm=isch&source=univ&fir=-f2BuD2wxY6BeM%252C7SU050TWv0wjWM%252C_%253BUsVrg1ec0_S8LM%252C7SU050TWv0wjWM%252C_%253BN1pp7xS0AYZKhM%252C7SU050TWv0wjWM%252C_%253BmofkOiKbf0UiYM%252C7SU050TWv0wjWM%252C_%253BjhTJ1VEIr424RM%252C7SU050TWv0wjWM%252C_%253B9goDG9TZ06LzaM%252CaAYllXg-e4dPKM%252C_%253BZCwfQ_XGLjahnM%252C7SU050TWv0wjWM%252C_%253Bfts63kSsr86uZM%252CYQU1LPDt0Qp0zM%252C_%253B5xMRn9db_sfeEM%252C7SU050TWv0wjWM%252C_%253BAsppCayhReiDiM%252C7SU050TWv0wjWM%252C_&usg=AI4_-kR06Gkv7rsZeYYBYkxh6e3hk_7BwA&sa=X&ved=2ahUKEwi20cKXvpL9AhXJD1kFHY99BZwQjJkEegQIERAC', 'https://www.tripadvisor.it/LocationPhotoDirectLink-g303272-d4155682-i124411397-Cabana_do_Camarao-Salvador_State_of_Bahia.html', 'https://cnpj.biz/05905819000111', 'https://www.diariocidade.com/ba/salvador/guia/cabana-da-roska-05905819000111/amp/', 'https://m.yelp.com/search?cflt=seafood&find_loc=Feira+de+Santana+-+BA', 'https://es.restaurantguru.com/Cabana-do-Joao-Salvador-2']","['Foto de Cabana do Camarão, Salvador: roska – Confira as 49 fotos e vídeos reais dos membros do ... Avenida Afranio Peixoto, Salvador, Bahia 40484-605 Brasil.', 'Immagine di Cabana do Camarao, Salvador: roska - Guarda i 49 video e foto amatoriali dei ... Avenida Afranio Peixoto, Salvador, Bahia 40484-605 Brasile.', 'Cabana da Roska Mercadinho e Lanchonete Piedade LTDA 05.905.819/0001-11 ; CNPJ: 05.905.819/ ; Razão Social: Mercadinho e Lanchonete Piedade LTDA ; Nome Fantasia:\xa0...', 'Cabana Da Roska em Salvador - BA, Bahia. Confira ✆ telefones, endereço, e-mail, atividade principal, razão social | Guia de empresas | Diário Cidade.', ""Best Seafood in Feira de Santana - BA, Brazil - Mistura, Restaurante Paraíso Tropical, ... Curitibaiano, Guido's, Bar do Mamão, A Confraria, Cabana da Cely,\xa0..."", 'Nov 1, 2022 — Cabana do João-Barra, n.º 261 entre las marisquerías de Salvador de Bahia: 111 opiniones y 20 fotos detalladas.']"
VSR EMBALAGENS,NAO DISPONIBILIZADO,"['https://www.descubraonline.com/guia/ba/salvador/vsr-embalagens-08387231000101/', 'https://www.econodata.com.br/consulta-empresa/08387231000101-VSR-COMERCIO-DE-ALIMENTOS-LTDA', 'https://www.diariocidade.com/ba/salvador/guia/vsr-embalagens-08387231000101/', 'https://cnpj.biz/08387231000101', 'http://cnpj.info/Vsr-Comercio-de-Alimentos-Vsr-Embalagens', 'https://consultas.plus/lista-de-empresas/bahia/salvador/08387231000101-vsr-comercio-de-alimentos-ltda/', 'https://pt-br.facebook.com/embalagenssalvador/', 'https://www.telelistas.net/ba/salvador/embalagens']","['Confira abaixo os telefones, endereço e e-mail para contato de Vsr Embalagens em Salvador, Bahia. · 47.55-5-02 Comercio Varejista de Artigos de Armarinho · 47.21-\xa0...', 'Consulte o CNPJ da VSR EMBALAGENS de Salvador, BA, seus sócios e contatos como telefones, emails e website, além de faturamento, quantidade de funcionários,\xa0...', 'A empresa Vsr Embalagens, localizada no bairro Nova Brasilia, em Salvador-BA foi fundada em 2006. A atividade principal da empresa é Comércio Varejista de\xa0...', 'Todos os dados da empresa Vsr Embalagens Vsr Comercio de Alimentos LTDA com CNPJ 08.387.231/0001-01 - 08387231000101 de Salvador/BA. Telefone, E-mail...', 'Consulta CNPJ da empresa Vsr Comercio de Alimentos LTDA | Vsr Embalagens. ... Fantasia nome, VSR EMBALAGENS ... NOVA BRASILIA SALVADOR - BA 41350-000\xa0...', 'A empresa Vsr Comercio De Alimentos Ltda, aberta em 26/10/2006, é uma MATRIZ do tipo Sociedade Empresária Limitada que está situada em Salvador – BA.', 'Cajazeiras, Salvador, BA, Brazil ... Ver mais sobre Embalagens Salvador. Embalagens Salvador está em Embalagens Salvador. 15 de set de 2021\U000f078b\U000f07e0.', 'Rua da Indonésia, 18. Granjas Rurais Presidente Vargas - Salvador - BA. Ver Tel Info Email.']"
HORTI FRUT DA TERRA,+55 71 99147-1167,"['https://hortifrut-coisas-da-terra.business.site/', 'https://www.procuroacho.com/empresas/ba/salvador/08.691.484/0001-74/horti-frut-da-terra', '/search?q=HORTI+FRUT+DA+TERRA,+SALVADOR+-+BA&tbm=isch&source=univ&fir=s461g0rBRjgL9M%252CSRdIK0gSgRnJNM%252C_%253Bu_n9FrZXGmnr0M%252CSRdIK0gSgRnJNM%252C_%253BKqrCTJoOiyT4zM%252CaQFH9zoWFBoB-M%252C_%253BXmBkCxo9iDWpYM%252Cyl-u8sT0REXlHM%252C_%253Bv_qTsr2aJ6a3dM%252CQ5nn-Z-yWLdiZM%252C_%253BLGcbxiiiM_4t_M%252C0v5Kn7Xd78_DcM%252C_%253BEJsLedy7onVkLM%252C3kQfEqaWdnoQuM%252C_%253BbVSd05NQJR9HyM%252C37zjSUP-9NGK2M%252C_%253BxlmaiMpWQ47UCM%252C0v5Kn7Xd78_DcM%252C_%253BL1Q-hfDYF4P3iM%252CSRdIK0gSgRnJNM%252C_&usg=AI4_-kRWak0_l7Z9hlnd16aM8wpRvcb76w&sa=X&ved=2ahUKEwjdjN_svpL9AhU7EVkFHT4-C9sQjJkEegQIChAC', 'https://www.facebook.com/HortifrutiSalvador/', 'https://hortifruti.com.br/', 'https://www.diariocidade.com/ba/salvador/guia/horti-frut-da-terra-08691484000174/', 'https://cnpj.biz/08691484000174', 'https://www.benditoguia.com.br/empresa/horti-fruti-da-terra-campinas-de-brotas-salvador-ba', 'https://br.todosnegocios.com/pt/hortifrut-coisas-da-terra-71-99147-1167']","['Informações da Empresa Horti Frut da Terra - 08.691.484/0001-74. ... Localizada em Salvador / BA, a empresa é uma Matriz do tipo Empresário (Individual),\xa0...', 'Entregamos em toda salvador, comercializamos frutas, verduras, legumes, ... Hortifruti Salvador is in Salvador, BA, Brazil. ... 1 Banana da terra', 'Tomate Italiano Orgânico Hortifruti Natural da Terra. (Unidade com aprox. 500g). De R$ 9,99-20%. R$ 7,99. Adicionar. Batata Inglesa Orgânica Hortifruti\xa0...', 'Horti Frut Da Terra em Salvador - BA, Bahia. Confira ✆ telefones, endereço, e-mail, atividade principal, razão social | Guia de empresas | Diário Cidade.', 'Todos os dados da empresa Horti Frut da Terra Marinalva da Silva Santos com CNPJ 08.691.484/0001-74 - 08691484000174 de Salvador/BA. Telefone, E-mail...', 'Horti Fruti da Terra Campinas de Brotas Salvador BA - Mercado de frutas e vegetais em Salvador localizada no endereço R. Campinas de Brotas, 19 - Campinas\xa0...', 'Hortifrut Coisas Da Terra está localizado em Salvador (Bahia). Esta empresa está operando na seguinte indústria: Mercearias e supermercados. Indústria Comida »\xa0...']"
MERCADINHO SHALON,NAO DISPONIBILIZADO,"['https://www.yelp.com/biz/mercadinho-shalon-salvador', '/search?q=MERCADINHO+SHALON,+SALVADOR+-+BA&npsic=0&rflfq=1&rldoc=1&rllag=-12975327,-38476511,4251&tbm=lcl&sa=X&ved=2ahUKEwioqfyZv5L9AhUrFVkFHd8xBTUQtgN6BAgTEAE', 'https://www.solutudo.com.br/empresas/ba/salvador/super-minimercados/mercadinho-shalon-5361229', 'https://guiafacil.com/site/mercadinho-shalon/salvador/ba/7134061992/', 'https://inteligue.com.br/mercadinho-shalon-salvador', 'https://www.apontador.com.br/local/ba/salvador/mercearias/C40889273D124T1242/mercadinho_shalon.html', 'https://www.listaamarela.com.br/empresa/ba/salvador/mercadinho_shalon_10078129/mapa']","['R. Lauro de Freitas 124. Salvador - BA 41500-190. Brazil. Directions. (71) 3251-6674. Call Now. More Info. Menu for Mercadinho Shalon. Known For.', 'Mercadinho Shalon ; Endereço. Rua Pacifico Pereira, 120, Garcia Salvador/BA - CEP 40100-170 ; Telefone. (71) 3359-1783 ; Email. estruturacontabil@hotmail.com.br.', 'MERCADINHO SHALON tem como foco o segmento de Supermercados em Salvador. Você pode localizá-lo em Rua Direta da Mata Escura, 433 no bairro Mata Escura e...', 'Veja o telefone e endereço da empresa MERCADINHO SHALON Salvador, Supermercados em Salvador - BA. R Lauro de Freitas, São Cristóvão. Fone (71) 3251-667...', '... qual o telefone, o endereço, as fotos e as avaliações do Mercadinho Shalon ... localizado em Rua Pacífico Pereira, 120, 40100-170, Garcia, Salvador, BA.', 'Na Lista Amarela você encontra o telefone, endereço e mais informações sobre Mercadinho Shalon em Salvador, BA.']"
MERCADINHO L M,NAO DISPONIBILIZADO,"['https://www.solutudo.com.br/ba/salvador/super-minimercados/mercadinho-l-m-5358265', 'https://cnpj.biz/08486591000160', 'https://www.guiatelefone.com/salvador-ba/mercados-e-supermercados/165120/mercadinho-l-m', 'https://www.apontador.com.br/local/ba/salvador/alimentos_e_bebidas/C4068647621A0D1A0A/mercadinho_l_m.html', 'https://www.descubraonline.com/guia/ba/salvador/mercadinho-l-m-08486591000160/', 'https://www.diariocidade.com/ba/salvador/guia/mercadinho-l-m-08486591000160/', 'https://www.guiaurbana.com.br/e/mercadinho-l-m-salvador-ba', 'https://cidadeurgente.com/ba/salvador/guia/mercadinho-l-m-08486591000160/', '/search?q=MERCADINHO+L+M,+SALVADOR+-+BA&tbm=isch&source=univ&fir=b7IpPT1sfhEE8M%252CcvzKbt7W4YaGwM%252C_%253BpyoozioNbX7JlM%252CjwaG0hks0vrDAM%252C_%253Bpe7IgBbE8kOI6M%252CcvzKbt7W4YaGwM%252C_%253BW5pTTEvjo1nhbM%252CmbKvGG7pQPgZuM%252C_%253Bv0RymFIg0X9PgM%252CmbKvGG7pQPgZuM%252C_%253BGszYfwerhNRAzM%252CmbKvGG7pQPgZuM%252C_%253B0vYt9dsZ3vr74M%252CQzxjQ-mkpZhtQM%252C_%253ByV-UnlK3KBQmYM%252CmbKvGG7pQPgZuM%252C_%253BIJnUlXIQT9_IwM%252C37zjSUP-9NGK2M%252C_%253BVKoQL6b8vJxf5M%252CcvzKbt7W4YaGwM%252C_&usg=AI4_-kRJpuSMHIlkBvT5KyRW1wWe1F0Gjw&sa=X&ved=2ahUKEwjMmKbEv5L9AhUpEFkFHZxJC6gQjJkEegQILRAC']","['No mercado, a empresa está localizada na Rua Artur Orrico, Nº 14 - Terreo no bairro Campinas De Piraja em Salvador - BA, CEP 41275-490. A empresa Mercadinho L M\xa0...', 'Todos os dados da empresa Mercadinho L M Super L M Comercio de Genero Alimenticios LTDA com CNPJ 08.486.591/0001-60 - 08486591000160 de Salvador/BA.', 'Avaliações, telefone e endereço de MERCADINHO L M em Campinas Pirajá, Salvador, BA. Ligue (71) 2107-32...', 'Mercadinho L M. Rua Artur Orrico, 14, TERREO, Pirajá,Salvador - BA, CEP: 41275-490. 0 avaliações.', 'Mercadinho L M em Salvador, Bahia. Acesse agora e confira ✆ Telefones, Endereço, E-mail, Situação, CNAEs, Data de Abertura...', 'Mercadinho L M em Salvador - BA, Bahia. Confira ✆ telefones, endereço, e-mail, atividade principal, razão social | Guia de empresas | Diário Cidade.', 'Endereço, telefone e avaliações de Mercadinho L M - Supermercados. ... Rua Artur Orrico, 14 - Campinas Pirajá - Salvador, BA - CEP: 41275-490.', 'Mercadinho L M em Salvador - BA, Bahia. Confira ✆ telefones, endereço, e-mail, atividade principal, razão social | Guia de empresas | Guia da Cidade.']"
MERCADINHO SAO FELIPE,NAO DISPONIBILIZADO,"['https://m.yelp.com/biz/mercadinho-s%C3%A3o-felipe-salvador', 'https://www.solutudo.com.br/empresas/ba/salvador/super-minimercados/mercadinho-sao-felipe-5447487', 'https://www.listamais.com.br/local/cad_id9XZ59f/mercadinho-sao-felipe-mercados-em-salvador-ba', 'https://cnpj.biz/08841379000174', 'https://foursquare.com/v/mercadinho-s%C3%A3o-felipe/51c73e68498eb080c39b3fd7', 'https://guiafacil.com/site/mini-mercadinho-sao-felipe/salvador/ba/7133925721/', 'https://www.apontador.com.br/local/ba/salvador/mercearias/C40716073C325Z3254/mercadinho_sao_felipe.html']","['Photos · Map · R. da Engomadeira 355. Salvador - BA 41200-005. Brazil. Directions · (71) 3384-5690. Call Now · More Info. Menu for Mercadinho São Felipe · Known For.', 'No mercado, a empresa está localizada na Avenida Bahia, Nº 28 - Terreo no bairro Fazenda Grande Do Retiro em Salvador - BA, CEP 40352-350. A empresa Mercadinho\xa0...', 'Mercadinho São Felipe Salvador BA Mercados | Encontre na Lista Mais o Telefone, WhatsApp, Endereço, Avaliações e Como Chegar em Rua Gonçalo Coelho\xa0...', 'Todos os dados da empresa Mercadinho Sao Felipe LTDA com CNPJ 08.841.379/0001-74 - 08841379000174 de Salvador/BA. Telefone, E-mail, Endereço, Sócios...', 'See 1 tip from 33 visitors to Mercadinho São Felipe. ... Marechal Rondon, Salvador ... See what your friends are saying about Mercadinho São Felipe.', 'MINI MERCADINHO SAO FELIPE tem como foco o segmento de Supermercados em Salvador. Você pode localizá-lo em Rua Vicente Celestino, 91 no bairro Marechal ...', 'Encontre qual o telefone, o endereço, as fotos e as avaliações do Mercadinho Sao Felipe ... em Rua Mq. de Maricá, 191, TERREO, 40310-000, Iapi, Salvador, BA.']"
PANETE,NAO DISPONIBILIZADO,"['https://m.yelp.com/biz/panete-delicatessen-salvador', 'https://support.google.com/websearch/answer/3338405?hl=en', 'https://www.waze.com/live-map/directions/panete-delicatessen-r.-barao-de-macaubas-salvador?to=place.w.210699910.2106999103.3613273', 'https://www.facebook.com/pages/category/community/panetedelicatessen/posts/', '/search?q=PANETE,+SALVADOR+-+BA&tbm=isch&source=univ&fir=NBnVJgc-q0lMSM%252C2tCcF5DojNJb_M%252C_%253Bmm8lyqG9TqhRsM%252CjXaVFpiKl4IWaM%252C_%253BIIkNqs_FIe7CCM%252CkYyXVy0_6ZbDcM%252C_%253BE2yyy2LmbhesVM%252CjXaVFpiKl4IWaM%252C_%253B2svBYBCmzNjG1M%252CQ1ajlBY4nYhqcM%252C_%253BPqTkmcy7TjJZtM%252CQ1ajlBY4nYhqcM%252C_%253B2ZssYUwUx_x_EM%252CjXaVFpiKl4IWaM%252C_%253B2sf-48v8YgCM2M%252CQ1ajlBY4nYhqcM%252C_%253BFH4p1zBx_Cvw8M%252CjXaVFpiKl4IWaM%252C_%253BDH-bCHo_AlDuGM%252CjXaVFpiKl4IWaM%252C_&usg=AI4_-kTW1D60goM2txE8UcdruG1-5CK6Bw&sa=X&ved=2ahUKEwiFjv6awJL9AhXjFlkFHbXECq0QjJkEegQIExAC', 'https://restaurantguru.com/PANINI-PANIFICADORA-Salvador', 'https://panetemercadopadaria.negocio.site/', 'https://www.econodata.com.br/consulta-empresa/39940925000158-DELICATESSEN-E-MERCADO-PANETE-LTDA', 'https://www.ruasdobrasil.com.br/local/padaria-panete-salvador-ba']","['R. Barão de Macaúbas, Salvador, Bahia, Brazil. Open in Waze. (71) 3241-6441. Closed now. Sunday06:00 - 12:00. Monday06:00 - 20:00. Tuesday06:00 - 20:00.', 'Dec 31, 2022 — Panete Delicatessen. 77 likes. Rua Barão de Macaúbas, 5, Barbalho, Salvador-Ba (71)3241-6441 Segunda a Sábado 06:00 às 20:30 Domingo 06:00\xa0...', 'PANETE - Mercado Padaria ... e o bom atendimento são os princípios básicos da PANETE, do café da manhã até o jantar trazendo ótimos pães, ... Salvador - BA.', 'Consulte o CNPJ da PANETE MERCADO de Salvador, BA, seus sócios e contatos como telefones, emails e website, além de faturamento, quantidade de funcionários,\xa0...', 'Ruas do Brasil. Padaria Panete, Salvador - Bahia. BRASIL / ESTADOS / BAHIA / SALVADOR. Publicado em Salvador, Bahia. Close.']"
1001 MERCADO,NAO DISPONIBILIZADO,"['https://www.apontador.com.br/local/sp/sao_bernardo_do_campo/alimentos/C404653909173C1738/mercado_1001.html', 'https://www.solutudo.com.br/empresas/sp/s-bernardo-campo/super-minimercados/1001-mercado-4179003', 'https://www.guiatelefone.com/sao-bernardo-do-campo-sp/mercados-e-supermercados/2636323/1001-mercado', 'https://sao-paulo.empresaselojas.com.br/empresaselojas/alvarenga-sao-bernardo-do-campo-sao-paulo/5880661/-MERCADO.html', 'https://www.diariocidade.com/sp/sao-bernardo-do-campo/guia/1001-mercado-08059532000106/', 'https://www.descubraonline.com/guia/sp/sao-bernardo-do-campo/1001-mercado-08059532000106/', 'https://saopauloguiaonline.com.br/comercio/supermercados/mercado-1001-sao-bernardo-campos', 'https://applocal.com.br/empresa/mercado-1001/sao-bernardo-do-campo/sp/11941934']","['Encontre qual o telefone, o endereço, as fotos e as avaliações do Mercado 1001 ... Avenida Laura, 100, A, Alvarenga, 09852-400, São Bernardo Do Campo - SP.', 'No mercado, a empresa está localizada na Avenida Laura, Nº 100 - 100a no bairro Jardim Laura em São Bernardo do Campo - SP, CEP 09852-400. A empresa 1001\xa0...', 'Consulte a nossas ofertas. estamos no endereço Avenida Laura, 100 - A, no bairro de Alvarenga na cidade de São Bernardo do Campo, SP. Avalie. Sua Avaliação.', 'C F Figueiredo Mini Mercado Me Categorias: • Supermercados Localidade: São Bernardo do Campo - Alvarenga Endereço: Estrada Da Cama Patente, 00207.', 'A empresa 1001 Mercado, localizada no bairro Alvarenga, em São Bernardo do Campo-SP foi fundada em 2006. A atividade principal da empresa é Comércio\xa0...', 'Confira abaixo os telefones, endereço e e-mail para contato de 1001 Mercado em São Bernardo do Campo, São Paulo. EDILSON LAURENTINO DOS SANTOS MERCADO com o\xa0...', 'Avenida Laura , 100 - Jardim Laura. São Bernardo Campos - SP - CEP: 09852-400. Telefone: Não informado. Mercado 1001 - São Bernardo Campos você encontra\xa0...', 'Ligue ☎ (11)... Realize suas compras no Mercado 1001 em São Bernardo do Campo, SP. Atuamos como Supermercados na região, onde a nossa família atende a sua!']"
MINI MERCADO LACADOR,+55 51 3219-3888,"['http://mercadolacador.com.br/', 'https://www.solutudo.com.br/empresas/rs/pto-alegre/super-minimercados/mini-mercado-lacador-4954493', 'https://cnpj.biz/05070641000136', 'https://www.apontador.com.br/local/rs/porto_alegre/restaurantes/J8RY28S2/mini_mercado_lacador.html', 'https://www.diariocidade.com/rs/porto-alegre/guia/mini-mercado-lacador-05070641000136/', 'https://www.descubraonline.com/guia/rs/porto-alegre/mini-mercado-lacador-05070641000136/', 'https://www.zapia.digital/porto-alegre-rs/medianeira/empresas-variadas/mini-mercado-lacador/3393892', 'https://empresasdobrasil.com/empresa/mini-mercado-lacador-05070641000136', 'https://moovitapp.com/index/en/public_transit-Mini_Mercado_Lacador-Porto_Alegre-site_226616234-964']","['TELEFONE · (51) 3219-3888 · (51) 98194-2724 · (51) 98011-9709\xa0...', 'No mercado, a empresa está localizada na Rua Coronel Neves, Nº 296 no bairro Medianeira em Porto Alegre - RS, CEP 90870-280. A empresa Mini Mercado Lacador\xa0...', 'Todos os dados da empresa Mini Mercado Lacador Roberto Serafim de Souza com CNPJ 05.070.641/0001-36 - 05070641000136 de Porto Alegre/RS. Telefone, E-mail...', 'Mini Mercado Lacador ... Dom à Sáb: 11:30 às 14:30. ver telefone. +55 51 3217-3899.', 'Confira no mapa como chegar em Mini Mercado Lacador, no endereço: Rua Coronel Neves, 293, Medianeira, Porto Alegre-RS. CEP: 90870-280 . Compartilhe:\xa0...', 'Mini Mercado Lacador em Porto Alegre, Rio Grande do Sul. Acesse agora e confira ✆ Telefones, Endereço, E-mail, Situação, CNAEs, Data de Abertura...', 'A empresa MINI MERCADO LAÇADOR atua no segmento de Empresas Variadas e está localizada na Rua Coronel Neves, 296, no bairro Medianeira em Porto Alegre/RS\xa0...', 'Endereço · R CORONEL NEVES, 296 · Bairro MEDIANEIRA · Cidade Porto Alegre · CEP 90.870-280 · Telefone: Não disponível\xa0...', 'These Bus lines stop near Mini Mercado Lacador: 0402 PORTO ALEGRE / TRAMANDAÍ, ... Rodoviária De Santo Antônio Da Patrulha; Rs-030 - Parada 176.']"
NEIDE POZZER MORAES,NAO DISPONIBILIZADO,"['https://www.jusbrasil.com.br/processos/nome/135027800/neide-pozzer-moraes', 'https://www.descubraonline.com/guia/rs/porto-alegre/neide-pozzer-moraes-02217580000107/', 'https://cnpj.biz/02217580000107', 'https://casadosdados.com.br/solucao/cnpj/neide-pozzer-moraes-02217580000107', 'https://www.diariocidade.com/rs/porto-alegre/guia/neide-pozzer-moraes-02217580000107/', 'https://empresasdobrasil.com/empresa/neide-pozzer-moraes-02217580000107', '/search?q=NEIDE+POZZER+MORAES,+PORTO+ALEGRE+-+RS&tbm=isch&source=univ&fir=RPw-VGbqbnxzPM%252CBNRTWiVkUvchHM%252C_%253BOdreV4Krnwn7LM%252CdvI2LWJv0MHzcM%252C_%253BqCHcxfikjXoAOM%252CBNRTWiVkUvchHM%252C_%253B13Tnt9G6G3_7BM%252CBNRTWiVkUvchHM%252C_%253B-kslkQku5-kwHM%252CBNRTWiVkUvchHM%252C_%253BF4Ex9PHKKVD_7M%252CZLMpbW-NMt4RjM%252C_%253BTZ2lWIDZjWDkfM%252CIxJvxTbERYw-nM%252C_%253BrmIt7XAUs8RBXM%252CAHyFWl1zLjX3YM%252C_%253BjfBcHdLNVRBXMM%252Cgz6sqJHVPxqAWM%252C_%253BtnPB2kL4IvwWrM%252CFe0QvWi72uK2CM%252C_&usg=AI4_-kTvJxhlXV-L8EdFF8lFg-uqofSiJQ&sa=X&ved=2ahUKEwjG7tuewZL9AhVuKFkFHZO4B1wQjJkEegQIJRAC', 'https://www.cnpj.pro/info/02217580000107', 'https://transparencia.cc/dados/cep/91030020-rua-candiota-bairro-passo-da-areia-porto-alegre-rs/', 'https://diarioeletronico.defensoria.rs.def.br/edicao/2161/pdf']","['O Jusbrasil encontrou 9 processos de Neide Pozzer Moraes nos Diários Oficiais. Todos os processos são do TJRS. ... TJRS · Porto Alegre, RS.', 'Razão Social: NEIDE POZZER MORAES ; Nome Fantasia: NEIDE POZZER MORAES ; Natureza Jurídica: 213-5 Empresário Individual ; CNPJ: 02.217.580/0001-07 ; Início das\xa0...', 'Localização. Logradouro: Rua Candiota, 29. Bairro: Passo da Areia. CEP: 91030-020. Município: Porto Alegre. Estado: Rio Grande do Sul. Para correspondência:', 'NEIDE POZZER MORAES - CNPJ 02217580000107. CNPJ. 02.217.580/0001-07. Razão Social. NEIDE POZZER MORAES ... PORTO ALEGRE. UF. RS. E-MAIL. Quadro Societário.', 'Neide Pozzer Moraes em Porto Alegre - RS, Rio Grande do Sul. Confira ✆ telefones, endereço, e-mail, atividade principal, razão social | Guia de empresas\xa0...', 'R CANDIOTA, 29 · Bairro PASSO DA AREIA · Cidade Porto Alegre · CEP 91.030-020 · Telefone: Não disponível\xa0...', 'Consulte a Receita Federal. Endereço: R Candiota, 29. Bairro: Passo da Areia Complemento: Cidade: Porto Alegre / RS CEP: 91030-020. Telefone: ---\xa0...', 'CNPJ: 02.217.580/0001-07. Nome Fantasia: NEIDE POZZER MORAES. Município / UF: PORTO ALEGRE / RS. Logradouro: RUA CANDIOTA. Bairro: PASSO DA AREIA.', 'Feb 23, 2022 — DEFENSORIA PÚBLICA DO RIO GRANDE DO SUL. Rua Sete de Setembro, 666 - Centro Histórico - Porto Alegre/RS www.defensoria.rs.def.br.']"
MINI MERCADO CANESSO,+55 51 3023-7495,"['https://m.facebook.com/profile.php?id=309445849392594&__tn__=C-R', 'https://pt.foursquare.com/v/mini-mercado-canesso/4f986df9e4b06526ab01d6c0', 'https://www.solutudo.com.br/empresas/rs/pto-alegre/super-minimercados/mini-mercado-canesso-ltda-4962701', 'https://www.econodata.com.br/consulta-empresa/06058583000198-ALCIDES-ANTONIO-CANESSO', 'https://www.descubraonline.com/guia/rs/porto-alegre/mini-mercado-canesso-06058583000198/', 'https://www.guiatelefone.com/porto-alegre-rs/mercados-e-supermercados/2291694/mini-mercado-canesso', 'https://local.infobel.br.com/BR107282883-5133955525/mini_mercado_canesso-porto_alegre.html', 'https://cidadeurgente.com/rs/porto-alegre/guia/mini-mercado-canesso-06058583000198/', 'https://www.diariocidade.com/rs/porto-alegre/guia/mini-mercado-canesso-06058583000198/']","['Mini Mercado Canesso, Porto Alegre. 81 likes · 288 were here. Grocery Store.', 'Veja o que seus amigos estão dizendo sobre Mini Mercado Canesso. Ao criar uma conta, você é capaz de seguir amigos e especialistas em quem confia e ver os\xa0...', 'No mercado, a empresa está localizada na Rua Joao Pitta Pinheiro Filho, Nº 248 no bairro Camaqua em Porto Alegre - RS, CEP 91920-560. A empresa Mini Mercado\xa0...', 'Consulte o CNPJ da MINI MERCADO CANESSO de Porto Alegre, RS, seus sócios e contatos como telefones, emails e website, além de faturamento, quantidade de\xa0...', 'Confira abaixo os telefones, endereço e e-mail para contato de Mini Mercado Canesso em Porto Alegre, Rio Grande do Sul. ; Razão Social: ALCIDES ANTONIO CANESSO\xa0...', 'Avaliações, telefone e endereço de MINI MERCADO CANESSO em Camaquã, Porto Alegre, RS. Ligue (51) 3395-55...', 'Mini Mercado Canesso - MERCEARIAS GOURMET (RETALHO), Porto Alegre, 91920, Rua Professor Doutor João Pitta Pinheiro Filho 248, TEL: 5133955..., Brasil,\xa0...', 'Mini Mercado Canesso em Porto Alegre - RS, Rio Grande do Sul. Confira ✆ telefones, endereço, e-mail, atividade principal, razão social | Guia de empresas\xa0...', 'A empresa Mini Mercado Canesso, localizada no bairro Camaqua, em Porto Alegre-RS foi fundada em 2003. A atividade principal da empresa é Comércio Varejista\xa0...']"
