,tel,link,descricao
RESTAURANTE E PIZZARIA DONA BETTA,NAO DISPONIBILIZADO,"['https://www.tripadvisor.com/Restaurant_Review-g2342781-d5363479-Reviews-Restaurante_e_Pizzaria_Dona_Betta-Cariacica_State_of_Espirito_Santo.html', 'https://www.facebook.com/pizzariadonabetta/', 'https://www.apontador.com.br/local/es/cariacica/pizzarias/C40502675E0B2Q0B2C/restaurante_e_pizzaria_dona_betta.html', 'https://www.solutudo.com.br/es/cariacica/restaurantes/restaurante-e-pizzaria-dona-betta-7025997', 'https://www.econodata.com.br/consulta-empresa/09089398000159-MARIA-ELISABETE-DA-SILVEIRA-RODRIGUES', 'https://pizzariaspertodemim.com/e/restaurante-e-pizzaria-dona-betta-btqgta/', 'https://www.sluurpy.com.br/cariacica/restaurante/1425645/restaurante-e-pizzaria-dona-betta', 'https://cidadeurgente.com/es/cariacica/guia/restaurante-e-pizzaria-dona-betta-09089398000159/amp/', 'https://www.turismo2rodas.com/es/cariacica/guia/restaurante-e-pizzaria-dona-betta-09089398000159/amp/']","['Restaurante e Pizzaria Dona Betta, Cariacica: See unbiased reviews of Restaurante e Pizzaria Dona Betta, one of 248 Cariacica restaurants listed on\xa0...', 'Rua 74 - Nova Rosa da Penha II, Cariacica, ES, ... Ver mais sobre Pizzaria Dona Betta. Pizzaria Dona Betta ... PIZZARIA DONA BETTA ESTARÁ ABERTA AGORA', 'Restaurante e Pizzaria Dona Betta. Rua Setenta e Quatro, 421, LOJA 01, Nova Rosa da Penha Ii,Cariacica - ES, CEP: 29157-263. 0 avaliações. Aberto agora.', 'Restaurante E Pizzaria Dona Betta ; Endereço. Rua Setenta E Quatro, 421, Nova Rosa Da Penha - Loja 01 Cariacica/ES - CEP 29157-263 ; Telefone. (27) 9943-4668.', 'Consulte o CNPJ da RESTAURANTE E PIZZARIA DONA BETTA de Cariacica, ES, seus sócios e contatos como telefones, emails e website, além de faturamento,\xa0...', 'Restaurante e Pizzaria Dona Betta em Cariacica desde 2007. ... Betta, para encontrar Pizzarias em Rua Setenta e Quatro, Nova Rosa da Penha, Cariacica - ES\xa0...', 'Restaurante E Pizzaria Dona Betta, Cariacica: navegue nos menu, leia acima de revisões dos usuários de Sluurpy com uma classificação de 70/100 e verifique\xa0...', 'Restaurante E Pizzaria Dona Betta em Cariacica - ES, Espírito Santo. Confira ✆ telefones, endereço, e-mail, atividade principal, razão social | Guia de\xa0...', 'Restaurante E Pizzaria Dona Betta em Cariacica, Espírito Santo. Acesse agora e confira ✆ telefones, endereço e horários de atendimento dessa empresa\xa0...']"
RESTAURANTE MILLER,NAO DISPONIBILIZADO,"['https://www.tripadvisor.es/Restaurant_Review-g2342781-d5364082-Reviews-Restaurante_Miller-Cariacica_State_of_Espirito_Santo.html', 'https://www.tripadvisor.com.pe/Restaurant_Review-g2342781-d5364082-Reviews-Restaurante_Miller-Cariacica_State_of_Espirito_Santo.html', 'https://www.solutudo.com.br/empresas/es/cariacica/restaurantes/restaurante-miller-7025908', 'https://www.apontador.com.br/local/es/cariacica/restaurantes/C40207875E3C3Z3C33/restaurante_miller.html', 'https://restaurantespertodemim.com/e/restaurante-miller-anperq/', 'https://www.econodata.com.br/consulta-empresa/09179498000176-RESTAURANTE-JUREWISKI-LTDA', 'https://www.descubraonline.com/guia/es/cariacica/restaurante-miller-09179498000176/', 'https://www.benditoguia.com.br/empresa/restaurante-miller-bela-aurora-cariacica-es', 'https://www.sluurpy.com.br/cariacica/restaurante/1406772/restaurante-miller']","['Ubicación y contacto. Rua Castelo Branco 28 Aracagy, Cariacica, Estado de Espíritu Santo 29141-620 Brasil.', 'Restaurante Miller, Cariacica: Consulta 2 opiniones sobre Restaurante Miller con puntuación 4.5 de 5 y clasificado en Tripadvisor N.°122 de 468 restaurantes\xa0...', 'A empresa Restaurante Miller trabalha desde 2007 na categoria Restaurantes na cidade de Cariacica, ES na Rua Castelo Branco, Nº 28 - Bela Aurora.', 'Dom à Sáb: 11:30 às 14:30. ver telefone. +55 27 3233-9084.', 'Restaurante Miller · Rua Castelo Branco, 28. Bela Aurora, Cariacica - ES · (27) 3233-9084 ☎ · RESTAURANTE E LANCHONETE NOVO SABOR · RESTAURANTE ALTOS SABORES.', 'Consulte o CNPJ da RESTAURANTE MILLER de Cariacica, ES, seus sócios e contatos como telefones, emails e website, além de faturamento, quantidade de\xa0...', 'Confira abaixo os telefones, endereço e e-mail para contato de Restaurante Miller em Cariacica, Espírito Santo. ... RESTAURANTE JUREWISKI LTDA com o CNPJ 09.179.', 'Restaurante Miller Bela Aurora Cariacica ES - Restaurante em Cariacica localizada no endereço R. Castelo Branco - Bela Aurora, Cariacica - ES, 29141-620,\xa0...', 'Boa comida bem temperada bom atendimento.super recomendo... LEIA TODOS OS COMENTÁRIOSN. Compare os melhores restaurantes nas proximidadesa Restaurante Miller\xa0...']"
RESTAURANTE COIMBRA GRILL,+55 27 3090-1090,"['https://www.tripadvisor.com/Restaurant_Review-g2342781-d6035709-Reviews-Coimbra_Grill-Cariacica_State_of_Espirito_Santo.html', 'https://www.tripadvisor.co/Restaurant_Review-g2342781-d6035709-Reviews-Coimbra_Grill-Cariacica_State_of_Espirito_Santo.html', 'https://www.dnb.com/business-directory/company-profiles.restaurante_coimbra_grill_ltda.31f463b29598ec6e33eea2a372c188cb.html', 'https://yellow.place/en/restaurante-coimbra-grill-cariacica-brazil', 'https://www.solutudo.com.br/es/cariacica/restaurantes/restaurante-coimbra-grill-7023507', 'https://cnpj.biz/03223066000139', 'https://paginaamarela.com.br/empresa/restaurante-coimbra-grill/cariacica/es/11841671', '/search?q=RESTAURANTE+COIMBRA+GRILL,+CARIACICA+-+ES&tbm=isch&source=univ&fir=3lMj5Sv5IgX1SM%252CHQrZiRks0EkM5M%252C_%253BpDfSA3ST0-7QSM%252C_c54K3Ny7NEbRM%252C_%253BfxTmiamcuXaIdM%252CWnNtK3kb4vytvM%252C_%253BNc0KhVe5u1XSpM%252Ca4iaW9vUt_uc_M%252C_%253BcVGYls6_GGo-EM%252CF9IQIAWh1_TUpM%252C_%253BlXtqFtVfoaGKkM%252CXlogeivHvz_r2M%252C_%253Bnjgby0s6ORz21M%252CF9IQIAWh1_TUpM%252C_%253B_6srWNOAW4Rd9M%252CKHIPBWNMQmcHXM%252C_%253Bu5xHleAU_ezg8M%252CHKcE890y1gISZM%252C_%253Bx9EfteMsNvIMuM%252C56i4z84pbP_8sM%252C_&usg=AI4_-kSddJk4TFd1BhWGhTvEy-rJFpZlug&sa=X&ved=2ahUKEwj2tsG1qJH9AhWuD1kFHXthDVAQjJkEegQILxAC', 'https://autovinmotor-fcagroup.es/coimbra-grill-5476562283135600202/']","[""4.5 4 reviews. #39 of 301 Restaurants in Cariacica. There aren't enough food, service, value or atmosphere ratings for Coimbra Grill, ES yet."", 'Coimbra Grill, Cariacica: Consulta 4 opiniones sobre Coimbra Grill con puntuación 4,5 de 5 y clasificado en Tripadvisor N.°40 de 248 restaurantes en Cariacica.', 'Find company research, competitor information, contact details & financial data for RESTAURANTE COIMBRA GRILL LTDA of CARIACICA, ESPIRITO SANTO.', 'Restaurante Coimbra Grill ; CLOSED · MO, 10:30 – 15:00, SA, 10:30 – 15:00. TU, 10:30 – 15:00, SU, closed. WE, 10:30 – 15:00. TH, 10:30 – 15:00. FR, 10:30 – 15:00\xa0...', 'A empresa Restaurante Coimbra Grill trabalha há mais de 23 anos na categoria Restaurantes na cidade de Cariacica, ES na Avenida Expedito Garcia,\xa0...', 'Todos os dados da empresa Restaurante Coimbra Grill LTDA com CNPJ 03.223.066/0001-39 - 03223066000139 de Cariacica/ES. Telefone, E-mail, Endereço...', 'Restaurantes em Cariacica, ES? Venha até Restaurante Coimbra Grill. Contato: Telefone (27).... Deguste os melhores pratos da gastronomia na cidade pelo\xa0...', 'Coimbra Grill · Contatos · Descricao · Caracteristicas · Mapa · Avaliacoes · Empresas semelhantes · Categorias.']"
BAR DO GILSON,+55 31 3834-9086,"['https://www.tripadvisor.com/Restaurant_Review-g1752486-d4529302-Reviews-Restaurante_Do_Gilson-Itabira_State_of_Minas_Gerais.html', 'https://www.facebook.com/restaurantedogilson/', 'https://www.ifood.com.br/delivery/itabira-mg/restaurante-do-gilson-amazonas/a573190b-e54d-433e-9962-eaabd8456845', 'https://www.solutudo.com.br/empresas/mg/itabira/restaurantes/bar-do-gilson-10142557', 'https://www.guiadoturismobrasil.com/gastronomia/3/bar/12/MG/itabira/502/bar-e-restaurante-do-gilson/26896', 'https://www.descubraonline.com/guia/mg/itabira/bar-do-gilson-04978330000107/', 'https://www.diariocidade.com/mg/itabira/guia/bar-do-gilson-04978330000107/', 'https://www.apontador.com.br/local/mg/itabira/balada/C4031898124B4E4B49/gilson_geraldo_leite_bar_e_restaurante_do_gilson.html', '/search?q=BAR+DO+GILSON,+ITABIRA+-+MG&tbm=isch&source=univ&fir=FRw5Sw80pBiGeM%252C55zFLKiiO1CwQM%252C_%253BMVbFA7sRjLjC_M%252CCIIcHfGO31A7QM%252C_%253BUL1-JmzEoP3joM%252C55zFLKiiO1CwQM%252C_%253BnYJr_psa9oWa4M%252CYnL8hnN6ZMGITM%252C_%253BF_o4wADa8tncOM%252CYnL8hnN6ZMGITM%252C_%253BwtKlvl2zRdx-AM%252CYnL8hnN6ZMGITM%252C_%253BbuquAMVytvyyZM%252CBvRSFGuP9P_KkM%252C_%253Bsz5CckxAuf8F8M%252C5yxwQTYhNi-WYM%252C_%253Bm8YxAcrA8XGQdM%252CCIIcHfGO31A7QM%252C_%253B8DKtBhelRWYO9M%252C55zFLKiiO1CwQM%252C_&usg=AI4_-kSEi-nm23l7HVJJW5Dy5G9c88zFKw&sa=X&ved=2ahUKEwiZ447jqJH9AhUHLFkFHRA1ARsQjJkEegQIIBAC']","[""4.5 4 reviews. #43 of 90 Restaurants in Itabira. There aren't enough food, service, value or atmosphere ratings for Restaurante Do Gilson, MG yet."", '941 Avenida Brasil, 35900-369 Itabira, MG, Brazil. Get Directions · Rating · 4.7. (20 reviews) · 127 people checked in here · +55 31 3834-9086 · http://\xa0...', 'Tel.: 31 3834-9086.', 'A empresa Bar Do Gilson trabalha há mais de 20 anos na categoria Restaurantes na cidade de Itabira, MG na Avenida Brasil, Nº 941 - Amazonas.', 'Itabira/MG - Bar e Restaurante do Gilson. (31) 3834-9086. Avenida Brasil, 941 - Amazonas - CEP: 35900-369. Itabira / MG. BRAZIL SALES- BANNER FULL HOME.', 'Bar Do Gilson em Itabira, Minas Gerais. Acesse agora e confira ✆ Telefones, Endereço, E-mail, Situação, CNAEs, Data de Abertura...', 'Bar Do Gilson em Itabira - MG, Minas Gerais. Confira ✆ telefones, endereço, e-mail, atividade principal, razão social | Guia de empresas | Diário Cidade.', '... do Gilson Geraldo Leite Bar e Restaurante do Gilson especializado em null localizado em Avenida Brasil, 941, 35900-369, Amazonas, Itabira, MG.']"
CHICO SAVASSI,+55 31 3831-3936,"['https://www.facebook.com/chicosavassiitabira/', 'https://restaurantguru.com/Chico-Savassi-Itabira', 'https://www.instagram.com/restaurantechicosavassi/?hl=en', 'https://www.tripadvisor.com.br/Restaurant_Review-g1752486-d8671807-Reviews-Chico_Savassi-Itabira_State_of_Minas_Gerais.html', 'https://business.google.com/website/chicosavassi', '/search?q=CHICO+SAVASSI,+ITABIRA+-+MG&tbm=isch&source=univ&fir=T4zGXzrzFaanhM%252C0Kve8lx5NhJlMM%252C_%253Bqwt7hl0cOk223M%252CJ3TzWfyo0AX5gM%252C_%253BDHz1XUwR0nhmSM%252Cf9iKNJiVOytXUM%252C_%253Ba9bCj4o_JwMFZM%252CoyQ_KgkexQxRHM%252C_%253BIr6Tr1edauaNaM%252Ctguhx__kc2uaQM%252C_%253B6Tw3ekczyN9QqM%252Ctguhx__kc2uaQM%252C_%253BJ30C_IXoG5W6_M%252CGKjGnOfQ5hfe8M%252C_%253Bz10_zMlVQh962M%252Cf9iKNJiVOytXUM%252C_%253Bpkt7XabolOvuFM%252Cida7KC5ckQyMrM%252C_%253BPjRy3gQ6uDXx5M%252CAASM6IwnPlg_kM%252C_&usg=AI4_-kTR5Zk1hOcOYylWZraw3BrOj-lmdA&sa=X&ved=2ahUKEwj6wquPqZH9AhUZFFkFHd8pCSQQjJkEegQIQhAC', 'https://www.solutudo.com.br/empresas/mg/itabira/restaurantes/chico-savassi-10113631', 'https://carta.menu/restaurants/itabira/chico-savassi']","['Restaurante Chico Savassi, Itabira. 3.720 curtidas · 4 falando sobre isso · 862 estiveram aqui. Comida mineira, ambiente aconchegante, espaço Kids....', '5237 Followers, 2077 Following, 504 Posts - See Instagram photos and videos from Chico Savassi (@restaurantechicosavassi) ... Itabira hoje está em festa!', 'A empresa Chico Savassi trabalha há mais de 24 anos na categoria Restaurantes na cidade de Itabira, MG na Rua Zeca Amancio, Nº 61 - : A; - Centro.', 'Dec 14, 2022 — La carta de Chico Savassi de Itabira tiene 4 Platos. Haga su órden aquí desde la ... Chico Savassi Rua Zeca Amâncio, 52, Itabira MG, 35.']"
CHOPERIA PIZZARIA CHURRASCARIA DOM LAGARTO,+55 55 3422-2828,"['https://www.tripadvisor.com.br/Restaurant_Review-g2344057-d7870150-Reviews-Choperia_Pizzaria_Churrascaria_Dom_Lagarto-Alegrete_State_of_Rio_Grande_do_Sul.html', 'https://www.facebook.com/dom.lagarto/?locale=pt_BR', 'https://www.tripadvisor.pt/Restaurant_Review-g2344057-d7870150-Reviews-Choperia_Pizzaria_Churrascaria_Dom_Lagarto-Alegrete_State_of_Rio_Grande_do_Sul.html', 'https://pizzariaspertodemim.com/e/choperia-pizzaria-churrascaria-dom-lagarto-cmxqku/', 'https://www.cylex.com.br/alegrete/choperia-pizzaria-churrascaria-dom-lagarto-11802756.html', 'https://www.descubraonline.com/guia/rs/alegrete/choperia-pizzaria-churrascaria-dom-lagarto-00886555000182/', 'https://www.diariocidade.com/rs/alegrete/guia/choperia-pizzaria-churrascaria-dom-lagarto-00886555000182/', 'https://guiacidade.com.br/alegrete-rs/empresa/butecao-do-morais-churrascaria-e-pizzaria-3152553.html']","['Choperia Pizzaria Churrascaria Dom Lagarto, RS ainda não recebeu pontuações suficientes para a comida, serviço, preço e ambiente.', 'Página · Pizzaria · Av Assis Brasil 1780, Alegrete, RS, Brazil · +55 55 3422-2828 · domlagarto@hotmail.com · Fechado agora · Classificação · 3,7 (606 avaliações).', 'Choperia Pizzaria Churrascaria Dom Lagarto, Alegrete: Veja 4 dicas e avaliações imparciais de Choperia Pizzaria Churrascaria Dom Lagarto, com classificação\xa0...', 'Av Assis Brasil, 1780, Casa Cidade Alta, Alegrete - RS · Razão Social: Francisco Cesar do Prado Pedroso & Cia Ltda · CNPJ: 00.886.555/0001-82 · Data de abertura:\xa0...', 'Choperia Pizzaria Churrascaria Dom Lagarto Av. Assis Brasil, 1780 - Cidade Alta em Alegrete, RS, ☎ (51) 3422-2..., ⌚ Horários de funcionamento,\xa0...', 'Choperia Pizzaria Churrascaria Dom Lagarto em Alegrete, Rio Grande do Sul. Acesse agora e confira ✆ Telefones, Endereço, E-mail, Situação, CNAEs,\xa0...', 'Choperia Pizzaria Churrascaria Dom Lagarto em Alegrete - RS, Rio Grande do Sul. Confira ✆ telefones, endereço, e-mail, atividade principal, razão social\xa0...', 'Butecão do Morais Churrascaria e Pizzaria ... Cs Ibirapuitã - Alegrete/RS. (55) 342... (55) 342... (55) 999. ... Pizzaria e Choperia Dom Lagarto.']"
SUSHI HOUSE,NAO DISPONIBILIZADO,"['https://www.facebook.com/sushihousealegrete/', 'https://www.instagram.com/sushihousealegrete/?hl=en', 'https://www.tripadvisor.com/Restaurant_Review-g2344057-d8498687-Reviews-Sushi_House_Temakeria-Alegrete_State_of_Rio_Grande_do_Sul.html', 'https://br.locale.online/sushi-house-alegrete-1804495276.html', 'https://www.solutudo.com.br/empresas/rs/alegrete/restaurantes/sushi-house-9753549', 'https://foursquare.com/v/sushi-house-temakeria/5667686b498e6c7babaade59', '/search?q=SUSHI+HOUSE,+ALEGRETE+-+RS&tbm=isch&source=univ&fir=PLOMb41kx3D7yM%252CfnSSoZU12bihWM%252C_%253B3F2gMRU1hWDtOM%252CwY7A1ArdlSKfpM%252C_%253BZwW4s4HanMvDpM%252CHeCbxyXuZ6XFbM%252C_%253BqU-50sMh6eI7XM%252CQBGKTy5wpD1BEM%252C_%253B9xx5XoAhtsW5pM%252Ci96QV0nyroP9-M%252C_%253BGrHitt_V3az7fM%252C-liDlDgKGsFaBM%252C_%253BnkuDELhZl6MzoM%252CfnSSoZU12bihWM%252C_%253BJHDdr_vl1hjVIM%252CIPiN_n6c_2It-M%252C_%253Ba3_mW6MLpDeLGM%252Cbt9s_YXqhYoDQM%252C_%253BS0SKXM_eR6tIbM%252CezijUkcwMHuuIM%252C_&usg=AI4_-kS4iLiDv9PodpcK77v2vPRXgBhmfg&sa=X&ved=2ahUKEwiZ6oXrqZH9AhUfEFkFHSWiB8gQjJkEegQIGhAC', 'https://guiacidade.com.br/alegrete-rs/empresa/sushi-house-21083550', 'https://br.todosnegocios.com/pt/sushi-house_27P-55-99650-4700', 'https://www.diariocidade.com/rs/alegrete/guia/sushi-house-07751257000396/']","['3219 Followers, 3667 Following, 994 Posts - See Instagram photos and videos from Sushi House (@sushihousealegrete) ... A morada do sushi no Alegrete!', ""4.5 4 reviews. #25 of 48 Restaurants in Alegrete. There aren't enough food, service, value or atmosphere ratings for Sushi House Temakeria, RS yet."", 'Sushi House Alegrete in Alegrete - Contact details, Address Map, Photos, offers, Real time Reviews and Ratings. ... Alegrete, RS 97543-610', 'Sushi House ; Endereço. Rua Thimoteo Paim, 101, Cidade Alta - Comercial Frente Alegrete/RS - CEP 97543-610 ; Telefones. (55) 3426-2348 ; Email. cobaza@hotmail.com.', 'Contato, endereço, telefone e whatsapp de Sushi House especialiado em COMIDA JAPONESA em Alegrete-RS.', 'O número de telefone da Sushi House é (55) 99650-4700. Q2. Onde Sushi House se localiza? A Sushi House está localizada em Rua\xa0...', 'Sushi House em Alegrete - RS, Rio Grande do Sul. Confira ✆ telefones, endereço, e-mail, atividade principal, razão social | Guia de empresas | Diário\xa0...']"
TOCA DO CARI CONVENIENCIA,NAO DISPONIBILIZADO,"['https://www.solutudo.com.br/empresas/ba/cairu/restaurantes/toca-do-cari-conveniencia-10168253', 'https://restaurantespertodemim.com/e/toca-do-cari-conveniencia-bctucb/', 'https://www.descubraonline.com/guia/ba/cairu/toca-do-cari-conveniencia-07102240000227/', 'https://brazilguide.net/c/restaurante-lobo-lobo-ltda-07102240000227', 'http://cnpj.info/Restaurante-Lobo-Lobo-Toca-do-Cari-Conveniencia', 'https://www.instagram.com/restaurante.toca.do.cari/?hl=en', 'https://www.numerodozap.com/empresa/restaurante-lobo-lobo-ltda/07102240000227', '/search?q=TOCA+DO+CARI+CONVENIENCIA,+CAIRU+-+BA&tbm=isch&source=univ&fir=S8cBg4p1bE2tfM%252CaMx61XMrHSl9GM%252C_%253BLtXOSGwICPiFbM%252CSiMCBTQmgqj_qM%252C_%253Blxgd3nGXfcWHlM%252CQvtDZ4Y83g1YrM%252C_%253BoPpLYpH-8NyLuM%252CQvtDZ4Y83g1YrM%252C_%253Bm7C4G6cOf3v63M%252CQvtDZ4Y83g1YrM%252C_%253BX4gHqqsp4uMQ6M%252CrnRfuEO2wgBxeM%252C_%253BGhyHshgkjD0ItM%252CrnRfuEO2wgBxeM%252C_%253BeoD6V3u0Rcy_rM%252CaMx61XMrHSl9GM%252C_%253BrRkR96iK5E_xKM%252CSiMCBTQmgqj_qM%252C_%253BDXQZoVUpHhBe7M%252CSiMCBTQmgqj_qM%252C_&usg=AI4_-kSYYaMhErvUEiQ5EmNlwUPMzp5xiA&sa=X&ved=2ahUKEwiRzNLQqpH9AhWFKFkFHX12CGwQjJkEegQIMBAC', 'https://transparencia.cc/dados/cnpj/07102240000227-BA-restaurante-lobo-lobo-ltda/']","['Toca Do Cari Conveniencia ; Endereço. Rua Boca Da Barra, 246, Velha Boipeba - Loja; Cairu/BA - CEP 45420-000 ; Telefone. (75) 3641-4523 ; Email. portolopesvca@\xa0...', 'Toca do Cari Conveniencia · Rua Boca da Barra, 246, Loja; Velha Boipeba, Cairu - BA · (75) 3641-4523 ☎ · PIZZARIA MERCEDES · RESTAURANTE JJ ALVES · RESTAURANTE\xa0...', 'Confira abaixo os telefones, endereço e e-mail para contato de Toca Do Cari Conveniencia em Cairu, Bahia. RESTAURANTE LOBO, LOBO LTDA com o CNPJ 07.102.', 'CEP: 45420-000. Endereço: Rua Boca da Barra, 246. Complemento: Loja;. Bairro: Velha Boipeba. Cidade/UF: Cairu/BA. Contato. Telefone: (75) 3641-4523.', 'Restaurante Lobo, Lobo LTDA | Toca do Cari Conveniencia ... Endereço. Rua Boca da Barra, 246. Loja; VELHA BOIPEBA CAIRU - BA 45420-000\xa0...', '177 Followers, 271 Following, 8 Posts - See Instagram photos and videos from @restaurante.toca.do.cari.', 'Número do whatsapp da empresa ""Restaurante Lobo, Lobo Ltda (Toca do Cari Conveniencia)"" localizada em Rua Boca Da Barra, Cairu, BA.', 'Estado: BA ; Município: Cairu ; Bairro: Velha Boipeba ; Logradouro: Rua Boca Da Barra ; Número: 246\xa0...']"
PIZZARIA JARDIM,+55 19 3876-5430,"['https://www.facebook.com/pizzaria.jardim/?locale=pt_BR', 'https://www.instagram.com/pizzariajardim/?hl=en', 'https://www.tripadvisor.com.br/Restaurant_Review-g675028-d5336277-Reviews-Pizzaria_Jardim-Vinhedo_State_of_Sao_Paulo.html', 'https://www.ifood.com.br/delivery/vinhedo-sp/pizzaria-jardim-centro/d9281467-5bba-4bd9-aca2-d409ed9d2aeb', 'https://restaurantguru.com.br/Pizzaria-Jardim-Vinhedo', 'https://pt.foursquare.com/v/pizzaria-jardim/4c312b5f452620a10e43200f', 'https://www.sluurpy.com.br/vinhedo/restaurante/1452477/pizzaria-jardim', '/search?q=PIZZARIA+JARDIM,+VINHEDO+-+SP&tbm=isch&source=univ&fir=LsJfmI0TjMlxgM%252Cp3hWgebKQeVX1M%252C_%253BWUnJw7c2YfdHSM%252Cp3hWgebKQeVX1M%252C_%253Bblo-5j5JnqXxUM%252Cemw_yxGPbVs4cM%252C_%253Bl8uiEsBYU8SnRM%252Cemw_yxGPbVs4cM%252C_%253BbgPs7RcGXtfKPM%252Cp3hWgebKQeVX1M%252C_%253BZvs9ziw3nY7rjM%252CYxlroJx3hIERTM%252C_%253B2Y-C8ie84XqcuM%252CYxlroJx3hIERTM%252C_%253BcbcRykfz1onwBM%252Cp3hWgebKQeVX1M%252C_%253BUCEQyMfMxpRAsM%252CqOu6KOuVr51XyM%252C_%253BKDilWKbChZavNM%252CITSrPPowMydCHM%252C_&usg=AI4_-kQlgKPDKxSJpzkHSHfRnjtCZh79XQ&sa=X&ved=2ahUKEwicvIuKq5H9AhUWFFkFHQBtA2AQjJkEegQIPBAC', 'https://nool.com.br/page/1796/sp/vinhedo/centro/pizzaria/pizzaria-jardim']","['A Melhor Pizza da Cidade. Desde 1994 ⏰ Quarta à Domingo -18h às 23h30 Vinhedo -Sp Delivery ☎️ (19)3876-5430 (19)9 9737-5954 · 565 posts · 3,419\xa0...', 'Pizzaria Jardim, Vinhedo: Veja 27 dicas e avaliações imparciais de Pizzaria ... Rua Jundiai 241 Arvore Grande, Vinhedo, Estado de São Paulo 13280-071 Brasil\xa0...', 'Faça seu pedido online na Pizzaria Jardim e receba em casa agora mesmo! Delivery de Restaurantes em Vinhedo é aqui no iFood.', '7 days ago — Pizzaria Jardim, #7 entre Vinhedo pizzarias: 663 avaliações e 50 fotos detalhadas. Encontrar no mapa e ligar para reservar uma mesa.', 'Ver 5 fotos e 3 dicas de 102 clientes para Pizzaria Jardim. ""Ótima pizzaria tradicional de Vinhedo! E barato! ... Planejando uma viagem para São Paulo?', 'Pizzaria Jardim. Alimentação - Pizzaria. Rua Jundiaí, 241, Centro, - Vinhedo-SP. Pizzaria. Delivery Disk Pizza. De quarta a domingo das 18h às 23h30.']"
SANTA BIRITA,NAO DISPONIBILIZADO,"['https://www.tripadvisor.com/Restaurant_Review-g941641-d5360128-Reviews-Santa_Birita-Guarapari_State_of_Espirito_Santo.html', 'https://www.tripadvisor.co.uk/Restaurant_Review-g941641-d5360128-Reviews-Santa_Birita-Guarapari_State_of_Espirito_Santo.html', 'https://www.facebook.com/SantaByritaGuarapari/', 'https://local.infobel.br.com/BR101641282-2732614014/santa_birita-guarapari.html', 'https://www.solutudo.com.br/empresas/es/guarapari/restaurantes/santa-birita-10195272', '/search?q=SANTA+BIRITA,+GUARAPARI+-+ES&tbm=isch&source=univ&fir=D2J_HX8KlfubjM%252C9K2VQrU6sJhlTM%252C_%253Br29HZJILrIbXhM%252C5oLDA7MRH0CI0M%252C_%253BZHHZSzSIYhzqrM%252CUHylg7vb2l2VeM%252C_%253BtrhWcmixR0_ONM%252CDzLNyHNAiG841M%252C_%253B9zaLInnXwHXEtM%252C5oLDA7MRH0CI0M%252C_%253BMn1bt8oqx4xlbM%252C5oLDA7MRH0CI0M%252C_%253BmyBVKGrHNCKR7M%252Ck8BFEw1nkF1K6M%252C_%253B4LxE8zDaOMGtVM%252C5oLDA7MRH0CI0M%252C_%253BE5WoTzr8C3WLUM%252CSoBkpXtjKGt8LM%252C_%253BhkXvglRkDHkw2M%252C3kbTjWXV1ba8qM%252C_&usg=AI4_-kSsRDCY0f5v5_TmCiWilLEc2xOzBA&sa=X&ved=2ahUKEwiPzKK-q5H9AhW7EFkFHfU4DcYQjJkEegQINhAC', 'https://www.apontador.com.br/local/es/guarapari/enderecos_empresariais/C40699474F1E1N1E18/santa_birita.html', 'https://www.econodata.com.br/consulta-empresa/08436722000103-OTTONI-RESTAURANTE-E-LANCHONETE-LTDA']","['Santa Birita, Guarapari: See 11 unbiased reviews of Santa Birita, rated 4.5 of 5 on Tripadvisor and ranked #63 of 576 restaurants in Guarapari.', 'Santa Birita, Guarapari: See 11 unbiased reviews of Santa Birita, rated 4.5 of 5 on Tripadvisor and ranked #64 of 576 restaurants in Guarapari.', 'Santa Byrita Guarapari, Guarapari. 689 likes · 224 were here. O melhor almoço de Guarapari é aqui no Santa Byrita! Pratos prontos e comida a quilo!...', 'Santa Birita - RESTAURANTES, Guarapari, 29216, Rua Cannes 117, TEL: 2732614..., Brasil, Nesta página : Santa Birita, BR101641282.', 'A empresa Santa Birita trabalha desde 2006 na categoria Restaurantes na cidade de Guarapari, ES na Rua Cannes, Nº 117 - Loja 01 - Praia Do Morro.', '... as fotos e as avaliações do Santa Birita especializado em null localizado em Rua Cannes, 30, LOJA 13, 14 E 15, 29216-200, Praia do Morro, Guarapari, ES.', 'Consulte o CNPJ da SANTA BIRITA de Guarapari, ES, seus sócios e contatos como telefones, emails e website, além de faturamento, quantidade de funcionários, ...']"
