,tel,link,descricao
CORACAO DE ESTUDANTE,NAO DISPONIBILIZADO,"['https://www.facebook.com/escolacoracaodeestudante/?locale=pt_BR', 'https://m.facebook.com/escolacoracaodeestudante/?locale=de_DE', 'https://www.melhorescola.com.br/escola/escola-coracao-de-estudante', 'https://www.instagram.com/coracao_de_estudantepapelaria/?hl=en', 'https://m.yelp.com/biz/cora%C3%A7%C3%A3o-de-estudante-recife', 'https://qedu.org.br/escola/26529726-escola-coracao-de-estudante', 'https://www.escol.as/308211-escola-coracao-de-estudante', 'https://querobolsa.com.br/escolas/202768-escola-coracao-de-estudante']","['Escola Coração de Estudante · Página · Escola particular · Rua Gurupé, 221, Recife, PE, Brazil · +55 81 3428-9805 · escolacoracaodeestudante@hotmail.com · Fechado\xa0...', 'Escola Coração de Estudante · Seite · Privatschule · Rua Gurupé, 221, Recife, PE, Brazil · +55 81 3428-9805 · escolacoracaodeestudante@hotmail.com · Derzeit\xa0...', 'A Escola Coracao De Estudante se localiza em: Rua Gurupe, 221- Afogados, Recife - Pernambuco. As informações de contato se encontram abaixo. Rua Gurupe, 221-\xa0...', 'Recife /PE ⏰ 8:00hs as 18:30hs Papelaria Livraria (livros didáticos e religiosos) Presentes · 97 posts · 252 followers · 235 following.', 'Photos · Map · Av. Professor Artur de Sá 170. Recife - PE 50740-520. Brazil. Directions · (81) 3272-2157. Call Now · More Info. Menu for Coração de Estudante · Known\xa0...', 'Confira informações sobre telefone, endereço, número de matriculados, Enem, ... ofertadas e rendimento da ESCOLA CORACAO DE ESTUDANTE em Recife, Pernambuco.', 'Como está avaliada a escola Escola Coracao de Estudante localizada na cidade de Recife no bairro Afogados, como foi o seu desempenho no IDEB?', 'Rua Gurupe, 221- Afogados, Recife - Pernambuco · (81) 3428-9805 · escolacoracaodeestudante@hotmail.com.']"
LANCHONETE E SELF-SERVICE L APAZ,NAO DISPONIBILIZADO,"['https://www.tripadvisor.com/Restaurant_Review-g304560-d5340222-Reviews-Lanchonete_e_Self_Service_L_Apaz-Recife_State_of_Pernambuco.html', 'https://www.tripadvisor.ch/Restaurant_Review-g304560-d5340222-Reviews-Lanchonete_e_Self_Service_L_Apaz-Recife_State_of_Pernambuco.html', 'https://es.restaurantguru.com/Lanchonete-e-Self-Service-L-Apaz-Recife', 'https://www.guiatelefone.com/recife-pe/restaurantes/1647257/lanchonete-e-self-service-l-apaz', 'https://www.descubraonline.com/guia/pe/recife/lanchonete-e-self-service-l-apaz-03578693000192/', 'https://www.diariocidade.com/pe/recife/guia/lanchonete-e-self-service-l-apaz-03578693000192/', 'https://guiaderestaurantesbrasil.com.br/pe/lanchonete-e-self-service-l-apaz-delivery-cardapio-whatsapp-rodizio-preco-promocao-sao-jose-recife-529381', '/search?q=LANCHONETE+E+SELF-SERVICE+L+APAZ,+RECIFE+-+PE&tbm=isch&source=univ&fir=gk1y5wHKHa_tzM%252CX7MHehjmQ4ICrM%252C_%253Bds5DSSvKHj8BcM%252CXWtKmNIzUu-WLM%252C_%253BXeFuT3GbO2J4VM%252CX7MHehjmQ4ICrM%252C_%253BEdPgSgDEyZ85wM%252CX7MHehjmQ4ICrM%252C_%253BKLpPLXPO9jfjbM%252CX7MHehjmQ4ICrM%252C_%253Bg8zQBZhQnb5XJM%252CX7MHehjmQ4ICrM%252C_%253Bzi6KZZEm3UUJKM%252CX7MHehjmQ4ICrM%252C_%253Br83qzTa5_HyOxM%252CXWtKmNIzUu-WLM%252C_%253BVr5__thrqdFZ-M%252CXWtKmNIzUu-WLM%252C_%253BtDQ4d3xhKHzZXM%252CXWtKmNIzUu-WLM%252C_&usg=AI4_-kQLLUtCCtp3NEbi5GVLMguFRi9hIA&sa=X&ved=2ahUKEwinkuub_4_9AhW7EVkFHSxPDB8QjJkEegQIGhAC', 'https://transparencia.cc/dados/cnpj/03578693000192-PE-cledinalva-m-a-dos-santos/']","['Lanchonete e Self-Service L Apaz, Recife: See 3 unbiased reviews of Lanchonete e Self-Service L Apaz, rated 4 of 5 on Tripadvisor and ranked #1865 of 4091\xa0...', 'Lanchonete e Self-Service L Apaz, Recife: 3 Bewertungen von Lanchonete e ... Rua Direita 242 Rochdale, Recife, Bundesstaat Pernambuco 50020-255 Brasilien.', 'Lanchonete e Self-Service L Apaz, n.º 7246 entre los restaurantes de Recife: 3 opiniones. Localízalo en el mapa y llama para reservar mesa.', 'Avaliações, telefone e endereço de LANCHONETE E SELF-SERVICE L APAZ em São José, Recife, PE. Ligue (81) 3033-48...', 'Razão Social: CLEDINALVA M.A DOS SANTOS ; Nome Fantasia: LANCHONETE E SELF-SERVICE L APAZ ; Natureza Jurídica: 213-5 Empresário Individual ; CNPJ: 03.578.693/0001-\xa0...', 'Lanchonete E Self-service L Ap em Recife - PE, Pernambuco. Confira ✆ telefones, endereço, e-mail, atividade principal, razão social | Guia de empresas\xa0...', 'Telefone Lanchonete E Self-Service L Apaz - Delivery - Cardápio - Whatsapp - Rodízio - Preço - Promoção - Sao Jose - Recife. Endereço: Rua Direita 242 Loja\xa0...', 'Essa empresa é uma MATRIZ do tipo Empresário (Individual), de porte ""DEMAIS"" que está localizada em Recife - PE. Sua atividade econômica principal é\xa0...']"
PIZZARIA E RESTAURANTE CANTINHO PERNAMBUCANO,NAO DISPONIBILIZADO,"['https://www.tripadvisor.com.br/Restaurant_Review-g304560-d5341161-Reviews-Pizzaria_e_Restaurante_Cantinho_Pernambucano-Recife_State_of_Pernambuco.html', 'https://restaurantguru.com.br/Cantinho-Pernambucano-Recife-2', 'https://www.telelistas.net/locais/pe/recife/pizzarias/bu-19895611/pizzaria+cantinho+pernambucano+em+varzea', 'https://www.apontador.com.br/local/pe/recife/pizzarias/C40167091B333E333C/pizzaria_e_restaurante_cantinho_pernambucano.html', 'https://pt.foursquare.com/v/cantinho-pernambucano/4c4dac75d667d13a0f97399f', 'https://pizzariaspertodemim.com/e/pizzaria-e-restaurante-cantinho-pernambucano-crktoo/', 'https://www.listaamarela.com.br/empresa/pe/recife/cantinho-pernambucano_9422690', 'https://www.diariocidade.com/pe/recife/guia/pizzaria-e-restaurante-cantinho-pernambucano-03816046000171/']","['Pizzaria e Restaurante Cantinho Pernambucano, Recife: See 3 unbiased reviews of ... Rua Francisco Lacerda 154 Varzea, Recife, Pernambuco 50741-150 Brasil +\xa0...', 'Jan 8, 2023 — Cantinho Pernambucano, #369 entre Recife pizzarias: 38 avaliações e 9 fotos detalhadas. Encontrar no mapa e ligar para reservar uma mesa.', 'Ache endereço e telefone de Pizzaria Cantinho Pernambucano em Várzea atuante em Pizzarias, perto de Várzea, Recife - PE. ... Pizzarias. Restaurantes\xa0...', 'Pizzaria e Restaurante Cantinho Pernambucano. Rua Francisco Lacerda, 154, Várzea,Recife - PE, CEP: 50741-150. 0 avaliações.', 'Cantinho Pernambucano. Restaurante Brasileiro$$$$. Recife ... Um amigo encontrou um grampo na pizza, comprei 2 cupons de pizza, liguei no ultimo dia de\xa0...', 'Pizzaria e Restaurante Cantinho Pernambucano em Recife desde 2000. Acesse agora e confira Telefones, whatsapp, Endereço e Localização da empresa,\xa0...', 'CANTINHO PERNAMBUCANO. CANTINHO PERNAMBUCANO está na categoria da Pizzarias em Recife/PE. Rua Francisco Lacerda , 154. Várzea, Recife, PE.', 'Pizzaria E Restaurante Cantinho Pernambucano em Recife - PE, Pernambuco. Confira ✆ telefones, endereço, e-mail, atividade principal, razão social | Guia de\xa0...']"
RESTAURANTE TIO ARMENIO,+55 81 3039-2773,"['https://www.tioarmenio.com.br/', 'https://www.tripadvisor.com/Restaurant_Review-g304560-d4080412-Reviews-Tio_Armenio_Shopping_rio_mar-Recife_State_of_Pernambuco.html', 'https://www.instagram.com/tioarmenio/?hl=en', 'https://www.linkedin.com/company/tio-armenio', 'https://untappd.com/v/tio-armenio/1597003?filter=you', 'https://www.econodata.com.br/consulta-empresa/05593832000182-VISEU-COMERCIO-DE-ALIMENTOS-E-TURISMO-LTDA', 'https://www.facebook.com/tioarmenio/', 'https://www.ifood.com.br/delivery/recife-pe/tio-armenio---plaza-shopping-parnamirim/b8a50b08-13d0-4d0c-ae20-f1c3f23709e0']","['Shopping Recife. R. Padre Carapuceiro, 777 - 423 - Boa Viagem, Recife - PE, 51020-900, Brazil. (81) 34631-873 ; Caruaru Shopping. Av. Adjar da Silva Casé, 800 -\xa0...', 'Tio Armenio Shopping rio-mar, Recife: See 411 unbiased reviews of Tio Armenio ... rated 4 of 5 on Tripadvisor and ranked #53 of 2628 restaurants in Recife.', '32.2k Followers, 106 Following, 255 Posts - See Instagram photos and videos from Tio Armênio (@tioarmenio) ... Follow. Tio Armênio. Portuguese Restaurant\xa0...', ""Av. República do Líbano, 251 - Pina. Recife, Pe 51110-160, br. Get directions. Employees at Tio Armenio. Click here to view Vitoria Freire's profile\xa0..."", ""Find out what's popular at Tio Armênio in Recife, PE in real-time and see activity. ... Tio Armênio. Restaurant, Shopping Mall. Av. República do Líbano,\xa0..."", 'Consulte o CNPJ da RESTAURANTE TIO ARMENIO de Recife, PE, seus sócios e contatos como telefones, emails e website, além de faturamento, quantidade de\xa0...', 'Tio Armênio · Page · Portuguese Restaurant · riomarrecife.com.br/index. php?option=com_loja&view=loja&Itemid=7&codl oja=303 · Rating · 4.3 (836 Reviews).', 'Tio Armênio - Plaza Shopping. Ver mais ... Copyright 2021 - iFood - Todos os direitos reservados iFood com Agência de Restaurantes Online S.A..']"
EMMANUEL ALIMENTOS,NAO DISPONIBILIZADO,"['https://consultas.plus/lista-de-empresas/pernambuco/recife/04374723000101-w-l-matos-de-oliveira/', 'https://cnpj.biz/04374723000101', 'https://lojasshoppingrecife.com.br/pe/emmanuel-alimentos-boa-viagem-recife-bares-e-restaurantes-223056', 'https://www.facebook.com/egnutricao/', 'https://www.linkedin.com/in/emanuel-alcantara-76ab69a3', 'https://emanuelnutri.com/', 'https://www.instagram.com/emanuelgvnutri/', '/search?q=EMMANUEL+ALIMENTOS,+RECIFE+-+PE&tbm=isch&source=univ&fir=G2MzB6RN0r1flM%252CE9yLu82E9wyj7M%252C_%253BowSLJ8YX4G8PWM%252Cnw_X3Jfb0gkMAM%252C_%253B8U5TYbIuMOsh6M%252CtmpS8doJYD9frM%252C_%253B_PTjnC2LDp09fM%252CtmpS8doJYD9frM%252C_%253Bl6GEjQ-GseqsQM%252Cptyva8UX30oS6M%252C_%253BCXLS1PJTksW6MM%252CtmpS8doJYD9frM%252C_%253BWjL3UfPos_nscM%252CJH0QPvEGwFMEFM%252C_%253BXsWXkCluFLL1iM%252CtmpS8doJYD9frM%252C_%253Bd65Aq3Ii-Ce8AM%252CtmpS8doJYD9frM%252C_%253Bhxh_PqXCEh5O-M%252CtmpS8doJYD9frM%252C_&usg=AI4_-kRaZyMffyngsOsFVSlRZ88XfsNwSg&sa=X&ved=2ahUKEwi39fWt_4_9AhWfFlkFHc5GCFoQjJkEegQIHhAC', 'https://spotway.com.br/pe/recife/emp/6418215-charles-emmanuel-alves-dos-santos']","['Estado / UF: Pernambuco / PE · Município: Recife · Bairro: Boa Viagem · Logradouro: Avenida Engenheiro Domingos Ferreira · Número: 4189 · Complemento: Apt 106 · CEP:\xa0...', 'Todos os dados da empresa Emmanuel Alimentos W L Matos de Oliveira com CNPJ 04.374.723/0001-01 - 04374723000101 de Recife/PE. Telefone, Endereço, CNAE(s)...', 'Telefone Emmanuel Alimentos - Boa Viagem - Recife - Bares e Restaurantes ; Endereço: Avenida Engenheiro Domingos Ferreira 4189 Apt 106 CEP: 51021040 ; Bairro: Boa\xa0...', 'Nutricionista Emanuel Gonçalves, Recife. ... Emanuel Gonçalves é nutricionista esportivo. ... comida é prazer e alimentação precisa ser saudável e', 'Honesty and Integrity is what keeps our clients coming to us time and again for all of their Siding and Roofing needs. By instilling confidence and building\xa0...', 'Emanuel Gonçalves é um profissional especializado em nutrição esportiva, nascido em Caruaru-PE e baseado em Recife-PE. Atuando na área desde 2015,\xa0...', 'Emanuel Gonçalves. Health/beauty ... ➡Recife-PE Consultas Online e Presencial 81-99755-5593 ... Se você exagerou na comida ou na bebida e agora.', 'Rw Brand. Acessórios para Dança. Rua Tenente Joao Cicero, 717 - Boa Viagem Recife / PE ; Irmaos Folhagens. Distribuidora de Alimentos. Rua Sucupira, 240 -\xa0...']"
BONAPARTE,+55 81 3322-4207,"['https://www.tripadvisor.com/Restaurant_Review-g304560-d4884310-Reviews-Restaurante_Bonaparte-Recife_State_of_Pernambuco.html', 'https://www.yelp.com/biz/bonaparte-recife', 'https://www.bonaparte.com.br/', 'https://www.instagram.com/rest_bonaparte/?hl=en', 'https://foursquare.com/v/grupo-bonaparte/52f12ac4498e145e8081bc44', 'https://br.indeed.com/cmp/Restaurante-Bonaparte/reviews?fcountry=BR&floc=Recife%2C+PE', 'https://www.flickr.com/photos/mcdemoura/7018838045', 'https://www.tripadvisor.co/Restaurant_Review-g304560-d4884310-Reviews-Restaurante_Bonaparte-Recife_State_of_Pernambuco.html']","['R. Comendador Bento Aguiar 56. Recife - PE 50720-705. Brazil. Directions. (81) 3301-1727. Call Now. More Info. Menu for Bonaparte. Known For.', 'O Bonaparte se destaca por trabalhar de forma única com o camarão. Seu cardápio visita tendências globais e da alta gastronomia com requite e sabor.', '25.4k Followers, 934 Following, 1576 Posts - See Instagram photos and videos from Restaurante Bonaparte (@rest_bonaparte)', 'See 3 photos and 1 tip from 20 visitors to Grupo Bonaparte. ""Empresa lider Norte Nordeste no setor de Franquias""', 'Avaliações dos funcionários da empresa Restaurante Bonaparte acerca da cultura Restaurante Bonaparte, salários, benefícios, equilíbrio trabalho e vida\xa0...']"
SPOLETO CULINARIA ITALIANA,NAO DISPONIBILIZADO,"['https://foursquare.com/v/spoleto-culin%C3%A1ria-italiana/4bfaa957508c0f47b6484031', 'https://www.spoleto.com.br/', 'https://restaurantguru.com.br/Spoleto-Culinaria-Italiana-Recife-2', 'https://www.tripadvisor.it/Restaurant_Review-g304559-d5345981-Reviews-Spoleto_Culinaria_Italiana-Olinda_State_of_Pernambuco.html', 'https://www.tripadvisor.com.pe/Restaurant_Review-g304559-d5345981-Reviews-Spoleto_Culinaria_Italiana-Olinda_State_of_Pernambuco.html', '/search?q=SPOLETO+CULINARIA+ITALIANA,+RECIFE+-+PE&tbm=isch&source=univ&fir=k81l6ViT8DFfhM%252CYIe97x-EUzeQ2M%252C_%253BqLZ_j11FqSEiXM%252C-z-eHTqGZdk7fM%252C_%253BjPMKsmwXbnmFLM%252CthTZolC09vHI8M%252C_%253BrefwSPzROMuYtM%252Cdk3hQXZ1p4ZH_M%252C_%253BrPyfjm41C_hXvM%252CYIe97x-EUzeQ2M%252C_%253BUG6liRmNHcDwqM%252C-z-eHTqGZdk7fM%252C_%253BZWr1eWMG_Z4PiM%252CPrN38N3fNNOhTM%252C_%253BNHUjRPI657gDsM%252C1oibB68pCfTqUM%252C_%253BmWrcLyhLhOno5M%252CAt9RHyr2AWl5XM%252C_%253BHhy92BA7jzc9yM%252C8gRW0MmGBRlpSM%252C_&usg=AI4_-kRoF-AEV_YhlYMqLq_0XtggaFZsMw&sa=X&ved=2ahUKEwjC7em5_4_9AhX4KFkFHQibBzwQjJkEegQIDxAC', 'https://shoppingrecifeonline.com.br/store/spoleto/', 'https://www.cylex.com.br/recife/spoleto-culinaria-italiana-10985241.html']","['Experimente as delícias da comida italiana no Spoleto! Mais de 30 opções: Lasanha, Ravioli, Nhoque... E ainda, cashback de até 20% no Spoleto Fidelidade!', 'Jan 3, 2023 — Spoleto, #78 entre Recife restaurantes italianos: 52 avaliações e 12 ... Aqui você encontra receitas e ingredientes da culinária Italiana.', 'Località e contatti. Avenida Professor Andrade Bezerra 1254 Coqueiro, Olinda, Pernambuco 53110-110 Brasile.', 'Spoleto Culinaria Italiana, Olinda: Consulta 20 opiniones sobre Spoleto Culinaria ... Bezerra 1254 Coqueiro, Olinda, Estado de Pernambuco 53110-110 Brasil.', 'O Spoleto é uma rede de restaurantes brasileira de fast casual inspirada na culinária italiana. O nome é uma homenagem à cidade de Spoleto, localizada na região\xa0...', 'Spoleto Culinaria Italiana R Padre Carapuceiro 777 Lj P192 em Recife, PE BOA VIAGEM, ☎ (81) 3465-3..., Rotas itinerárias, e-mail e muito mais.']"
SABOR LIGHT,+55 81 3326-9723,"['https://www.saborlight.com.br/', 'https://www.instagram.com/saborcaseiro.pe/?hl=en', 'https://brazilguide.net/c/restaurante-sabor-light-ltda-03102467000130;jsessionid=E20EC86104D75B96ECAD1C659C11A5CD/amp', 'https://www.tripadvisor.com/Restaurant_Review-g304559-d2359799-Reviews-Oficina_do_Sabor-Olinda_State_of_Pernambuco.html', 'https://www.diariocidade.com/pe/recife/guia/sabor-light-03102467000130/', 'https://www.casapedroferreira.com.br/produto/granola-light-sabor-da-terra/', 'https://pt-br.facebook.com/dailylightrecife/', '/search?q=SABOR+LIGHT,+RECIFE+-+PE&tbm=isch&source=univ&fir=vPrxegYMXqUUKM%252CSbA0R8pePhOIuM%252C_%253BOeuGb7wTk2CR9M%252ClkpaMogTtSXwTM%252C_%253B2fhxh9gOTrQ_xM%252CP7sdVl76Xz4iKM%252C_%253BiVQr1EfS2Ds8aM%252CSbA0R8pePhOIuM%252C_%253B7AH4qU6-H-9E-M%252CSbA0R8pePhOIuM%252C_%253BSWiC9ee9KNAF8M%252CFADlRp7uTtogcM%252C_%253BIlzhiX3TzvNx9M%252COsLZSyUKcjC1sM%252C_%253BOXlvcQll9p-o8M%252CgJ953qDi0OqISM%252C_%253BXRqM4rrCp4XNvM%252CnKFFmlT5fAfwxM%252C_%253Bh-CytOJBBkDQVM%252CFADlRp7uTtogcM%252C_&usg=AI4_-kSASC1iR6JJVUJF1W8r9znJFnIDyA&sa=X&ved=2ahUKEwiQpvm__4_9AhXdD1kFHdqtA1sQjJkEegQIKhAC', 'https://lojasshoppingrecife.com.br/pe/sabor-light-boa-vista-recife-bares-e-restaurantes-223528']","['Selecione produtos sem glúten, sem lactose e low carb. Svg Vector Icons : http://www.onlinewebfonts.com/icon\xa0...', 'Self Service s/ balança e marmitas Delivery (81) 3471-8613 / (81) 98409-7088 Rua Cachoeira,73 - Ipsep, Recife.', 'CEP: 50060-090. Endereço: Rua Gervásio Pires, 268. Complemento: Bairro: Boa Vista. Cidade/UF: Recife/PE. Contato. Telefone: Email: Atividade Principal\xa0...', ""Best meal I've had in Brazil! The setting is a view overlooking the Recife skyline. The dish was lobster and shrimp cooked in a mango-passion fruit sauce inside\xa0..."", 'Sabor Light em Recife - PE, Pernambuco. Confira ✆ telefones, endereço, e-mail, atividade principal, razão social | Guia de empresas | Diário Cidade.', 'Segunda à sexta das 08:00–18:00 | Sábados das 08:00–15:00. Praça Dom Vital, 123 – São José, Recife – PE. (81) 3038-6441 contato@casapedroferreira.com.br\xa0...', 'Quem deseja se alimentar de forma saudável, prática e com sabor, conta com programas de refeições... Rua Amália, 95A, 50630-210 Recife, PE.', 'Telefone Sabor Light - Boa Vista - Recife - Bares e Restaurantes. Endereço: Rua Gervasio Pires 268 CEP: 50060090. Bairro: Boa Vista. Cidade: Recife\xa0...']"
SEU CELE RESTAURANTE E BAR,+55 81 3227-4512,"['https://www.tripadvisor.com.br/Restaurant_Review-g304560-d6004243-Reviews-Seu_Cele-Recife_State_of_Pernambuco.html', 'https://www.solutudo.com.br/empresas/pe/recife/restaurantes/seu-cele-restaurante-e-bar-3856004', 'https://www.econodata.com.br/consulta-empresa/08106431000149-SBAG-RESTAURANTE-E-BAR-LTDA', 'https://restaurantespertodemim.com/e/seu-cele-restaurante-e-bar-bfhvwa/', 'https://www.descubraonline.com/guia/pe/recife/seu-cele-restaurante-e-bar-08106431000149/', 'https://www.planetabrasileiro.com/seu-cele-rest-e-bar-recife-pe-F1207C5061CD941', 'https://www.diariocidade.com/pe/recife/guia/seu-cele-restaurante-e-bar-08106431000149/', 'https://guiaderestaurantesbrasil.com.br/pe/seu-cele-restaurante-e-bar-delivery-cardapio-whatsapp-rodizio-preco-promocao-torre-recife-535668', 'https://brazilguide.net/c/sbag-restaurante-e-bar-ltda-08106431000149']","['Seu Cele, Recife: Veja 38 dicas e avaliações imparciais de Seu Cele, ... Rua Vermelha 01, Recife, Pernambuco 50710-220 Brasil +55 81 3034-4512 Site.', 'Seu Cele Restaurante E Bar ; Endereço. Rua Vermelha, 01, Torre Recife/PE - CEP 50710-220 ; Telefones. (81) 3088-7709 ; Email. samuelcavalcanti@terra.com.br.', 'Consulte o CNPJ da SEU CELE RESTAURANTE E BAR de Recife, PE, seus sócios e contatos como telefones, emails e website, além de faturamento, quantidade de\xa0...', 'Rua Vermelha, 01. Torre, Recife - PE · Razão Social: Sbag Restaurante e Bar Ltda · CNPJ: 08.106.431/0001-49 · Data de abertura: 30/06/2006 · Atividade principal:\xa0...', 'Seu Cele Restaurante E Bar em Recife, Pernambuco. Acesse agora e confira ✆ Telefones, Endereço, E-mail, Situação, CNAEs, Data de Abertura...', 'Lanchonetes. lanchonetes, lanchonetes lanchonetes padarias e afins bares e restaurantes - endereço: R Ana Nery, 1 - Torre - Recife, Pernambuco - telefone: +55\xa0...', 'Seu Cele Restaurante E Bar em Recife - PE, Pernambuco. Confira ✆ telefones, endereço, e-mail, atividade principal, razão social | Guia de empresas | Diário\xa0...', 'Telefone Seu Cele Restaurante E Bar - Delivery - Cardápio - Whatsapp - Rodízio - Preço - Promoção - Torre - Recife. Endereço: Rua Vermelha 01 CEP: 50710220.', 'A empresa Seu Cele Restaurante e Bar localizada em Rua Vermelha, 01, Torre, Recife/PE - possui CNPJ 081.064.310/0014-9.']"
SABORE COMIDAS CASEIRAS,NAO DISPONIBILIZADO,"['https://restaurantguru.com.br/Sabore-Comidas-Caseiras-Recife', 'https://www.instagram.com/saborcaseiro.pe/?hl=en', 'https://www.solutudo.com.br/empresas/pe/recife/restaurantes/sabore-comidas-caseiras-3848130', 'https://www.descubraonline.com/guia/pe/recife/sabore-comidas-caseiras-04742906000132/', 'https://www.tripadvisor.com.br/Restaurant_Review-g304560-d8227148-Reviews-Comida_Caseira_Sabor_de_Saboia-Recife_State_of_Pernambuco.html', '/search?q=SABORE+COMIDAS+CASEIRAS,+RECIFE+-+PE&tbm=isch&source=univ&fir=oQ1mf4x01D6eOM%252C_f2KvPpEoYEthM%252C_%253BADN-kXeEosqq7M%252CfBBQtxwlA9AyUM%252C_%253Bwe-mj6Pv-i8_oM%252Cy_1-7X6BWhSQhM%252C_%253BV8oSr63MOl3T9M%252CHmuJ2kuYOIPlqM%252C_%253BKXQkbPRdVJys2M%252CKiIRJc-ngAZ1pM%252C_%253BuaOoqVwzhzvLAM%252CCRYBWmZYkFb_QM%252C_%253BEhtetIVRHUPVvM%252CD3-zC2uBOZfvYM%252C_%253BDqDH296aF8UBJM%252C87ARoY6iOUhU-M%252C_%253Bz4bYS2wNQ0k5iM%252CCRYBWmZYkFb_QM%252C_%253BDaxYw8qfD4aRdM%252Cy_1-7X6BWhSQhM%252C_&usg=AI4_-kTdzx1il84_8EHAGja2w52POykstA&sa=X&ved=2ahUKEwiw443M_4_9AhX0ElkFHVJnAPwQjJkEegQIFBAC', 'https://www.sluurpy.com.br/recife/restaurante/1344550/sabore-comidas-caseiras']","['Opiniões dos visitantes de Sabore Comidas Caseiras. Dê sua opinião. Nenhuma avaliação encontrada. Endereço. Avenida Beberibe 2303, Recife, Pernambuco,\xa0...', '\u200d   Comida Caseira Self Service s/ balança e marmitas Delivery (81) 3471-8613 / (81) 98409-7088 Rua Cachoeira,73 - Ipsep, Recife · Terça-feira é dia\xa0...', 'A empresa Sabore Comidas Caseiras trabalha desde 2001 na categoria Restaurantes na cidade de Recife, PE na Avenida Beberibe, Nº 2303 - Agua Fria.', 'Confira abaixo os telefones, endereço e e-mail para contato de Sabore Comidas Caseiras em Recife, Pernambuco. · Endereço e dados de contato de SABORE COMIDAS\xa0...', 'Comida Caseira Sabor de Saboia, PE ainda não recebeu pontuações suficientes para a comida, serviço, preço e ambiente. Seja uma das primeiras pessoas a\xa0...', 'Sabore Comidas Caseiras, Recife: navegue nos menu, leia acima de revisões dos usuários de Sluurpy com uma classificação de 70/100 e verifique os preços.']"
RESTAURANTE SABOR AO PONTO,NAO DISPONIBILIZADO,"['https://m.yelp.com/biz/restaurante-sabor-ao-ponto-recife', 'https://restaurantguru.com.br/Sabor-Antigo-Recife-2', 'https://www.diariocidade.com/pe/recife/guia/restaurante-sabor-ao-ponto-02947590000190/', 'https://guiafacil.com/site/restaurante-sabor-ao-ponto/recife/pe/8132310805/', 'https://eguias.net/empresa/restaurante-sabor-ao-ponto/recife/pe/2067071', 'https://restaurantespertodemim.com/e/restaurante-sabor-ao-ponto-begota/', 'https://www.listaamarela.com.br/empresa/pe/recife/restaurante-sabor-ao-ponto_10216048', 'https://www.tripadvisor.com.br/Restaurant_Review-g304560-d8169235-Reviews-Ponto_Do_Sabor-Recife_State_of_Pernambuco.html', 'https://www.descubraonline.com/guia/pe/recife/restaurante-sabor-ao-ponto-02947590000190/', 'https://www.turismo2rodas.com/pe/recife/guia/restaurante-sabor-ao-ponto-02947590000190/']","['Photos · Map · R. Martins Júnior 91. Recife - PE 50060-110. Brazil. Directions · (81) 3231-0805. Call Now · More Info. Menu for Restaurante Sabor Ao Ponto · Known\xa0...', 'Restaurante Sabor Ao Ponto, #12003 entre Recife restaurantes. ... Comer neste restaurante com uma vista ótima do Pernambuco Archeologic, Historic and\xa0...', 'A empresa Restaurante Sabor Ao Ponto, localizada no bairro Boa Vista, em Recife-PE foi fundada em 1999. A atividade principal da empresa é Restaurantes e\xa0...', 'RESTAURANTE SABOR AO PONTO tem como foco o segmento de Restaurantes em Recife. Você pode localizá-lo em Rua Martins Júnior, 91 no bairro Boa Vista em Re...', 'RESTAURANTE SABOR AO PONTO está localizada no bairro Boa Vista na cidade de Recife, PE. Atuamos no segmento Restaurantes diversos. Confira aqui o telefone\xa0...', 'Veja o Endereço, Telefone, Localização e CNPJ da empresa Restaurante Sabor Ao Ponto, para encontrar Restaurantes em Rua Martins Junior, Boa Vista, Recife -\xa0...', 'Na Lista Amarela você encontra o telefone, endereço e mais informações sobre Restaurante Sabor ao Ponto em Recife, PE.', 'Ponto Do Sabor, PE ainda não recebeu pontuações suficientes para a comida, serviço, preço e ambiente. Seja uma das primeiras pessoas a deixar feedback!', 'Restaurante Sabor Ao Ponto em Recife, Pernambuco. Acesse agora e confira ✆ Telefones, Endereço, E-mail, Situação, CNAEs, Data de Abertura...', 'Restaurante Sabor Ao Ponto em Recife, Pernambuco. Acesse agora e confira ✆ telefones, endereço e horários de atendimento dessa empresa | Turismo2Rodas.']"
